rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Of course I understand the gravity of the situation.,1.8728323699421965,0.0622219077698304,173,70,55,48
1,It's easy once you realize there's nothing to it.,1.843373493975904,0.0627726505198024,166,69,54,43
2,There's really nothing to it.,1.8205128205128205,0.0626722140122398,156,64,56,36
3,I'm virtually there.,1.808219178082192,0.0647038736133442,146,61,52,33
4,"Can't stop now, i'm virtually there.",1.7870967741935484,0.0607087705343304,155,64,60,31
5,"See, there's nothing to it.",1.7777777777777777,0.067882591838504,144,67,42,35
6,I'm suspended by disbelief.,1.7763157894736843,0.0641303518113288,152,68,50,34
7,"If he's going to pretend he can build that wall, I'm going to pretend I can climb it.",1.7669172932330828,0.0698982253701852,133,62,40,31
8,There's nothing to it.,1.7664233576642336,0.0681463249956677,137,63,43,31
9,Because it's not there.,1.746031746031746,0.077202276417221,126,67,24,35
10,"No, the hard part is knowing when you've reached the top.",1.7388059701492538,0.0660958184675803,134,61,47,26
11,I'm headed for an air B&B.,1.7377049180327868,0.074351533134226,122,61,32,29
12,Can you lend me a few bucks? I have no visible means of support.,1.7377049180327868,0.0715660638065154,122,58,38,26
13,The ink is much thinner up here.,1.732824427480916,0.0601665602418388,131,53,60,18
14,"See, nothing to it!",1.7251908396946565,0.0694356371451648,131,64,39,28
15,Anyone can climb a mountain that's There.,1.7235772357723578,0.0723741196547888,123,61,35,27
16,"Why? Because it is not there, that's why.",1.7222222222222223,0.0727150462706627,126,64,33,29
17,It's mime over matter.,1.71900826446281,0.0744337119776359,121,62,31,28
18,Are you the only person in the world without a cell phone camera!,1.7142857142857142,0.0693343798979097,126,61,40,25
19,The hard part is knowing when I've reached the top.,1.7107438016528926,0.0678659517039174,121,56,44,21
20,"Quick, call a cartoonist.",1.7083333333333333,0.0704088036151536,120,58,39,23
21,I just suspend disbelief.,1.7058823529411764,0.0635476612654651,119,51,52,16
22,This? This is nothing.,1.7047619047619047,0.0727832467789581,105,49,38,18
23,The hard part is knowing when I get to the top!,1.7043478260869565,0.0709249267837456,115,55,39,21
24,It's reality I don't have a grip on.,1.7033898305084745,0.068414000397354,118,55,43,20
25,"Believe it or not, Jack, this is easier than winning the caption contest.",1.7033898305084745,0.0754620918864475,118,62,29,27
26,"It's your dream dude, you tell ME what it means.",1.6938775510204085,0.0812900447729817,98,51,26,21
27,The gravity of the situation hasn't hit me yet.,1.6875,0.0739917753438368,112,57,33,22
28,Because it isn't there.,1.6842105263157894,0.0771280301463898,114,62,26,26
29,Nothing to it.,1.677685950413223,0.0676391291722996,121,59,42,20
30,Mime every mountain.,1.6728971962616823,0.0736671982533442,107,54,34,19
31,Because it isn't there. That's why.,1.6701030927835052,0.0812298739077169,97,52,25,20
32,The tricky part is knowing when you've reached the summit.,1.6697247706422018,0.0702587880186027,109,53,39,17
33,My GPS says there is a mountain here!,1.6638655462184877,0.0678030431454794,119,59,41,19
34,The Marcel Marceau School of Rock Climbing,1.6605504587155964,0.0739867372543284,109,57,32,20
35,I climb it because it's not there.,1.6605504587155964,0.0762484532312364,109,59,28,22
36,Now do you appreciate the gravity of the situation?,1.660377358490566,0.0744995793482099,106,55,32,19
37,If you see the cartoonist have him drop me a line.,1.660377358490566,0.0780337803839575,106,58,26,22
38,"Wait, you can see me?",1.660377358490566,0.0756959830002715,106,56,30,20
39,I'm climbing it because it's NOT there.,1.6545454545454543,0.0724138366785844,110,57,34,19
40,Do you know my brother-in-law? He also has no visible means of support.,1.6534653465346534,0.0788979081708377,101,55,26,20
41,I don't think you fully appreciate the gravity of the situation.,1.6511627906976745,0.0823183933424371,86,45,26,15
42,A few more pencil strokes would have helped.,1.6458333333333333,0.0754797037124194,96,49,32,15
43,"I call it, ""Mime Every Mountain.""",1.6442307692307692,0.0734794444626891,104,54,33,17
44,The hardest part is grappling with the unknown.,1.6442307692307692,0.0695637065314024,104,51,39,14
45,It turns out that mountain climbing is 100% mental,1.6442307692307692,0.0734794444626891,104,54,33,17
46,Getting away from my wife. She thinks I'm delusional.,1.6442307692307692,0.0747391146317075,104,55,31,18
47,Of course it's real - and Mexico paid for it.,1.6421052631578947,0.0804742236122766,95,52,25,18
48,Google Maps said this route was faster.,1.6421052631578947,0.0747010308032277,95,48,33,14
49,"Well, I started with Air Guitar and just sort of moved on from there.",1.6415094339622642,0.0711712804940782,106,54,36,16
50,The trick is not to learn too much about physics.,1.6346153846153846,0.0723778519680323,104,54,34,16
51,"Some see walls and ask ""why,"" I see no walls and ask ""why not""?",1.6336633663366336,0.0740922254806721,101,53,32,16
52,"Don't worry, I'm virtually there.",1.6326530612244898,0.078631995804237,98,54,26,18
53,this is virtually impossible,1.6326530612244898,0.073084998606132,98,50,34,14
54,I think I found the wall that Mexico paid for.,1.6326530612244898,0.0799586405579931,98,55,24,19
