rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Let's stay in tonight. It's a zoo out there.,2.1731551423590934,0.0215477475066473,1721,564,295,862
1,Sorry I'm late. I hit every traffic light coming home.,2.1728936332443767,0.0109848538523669,5246,1285,1769,2192
2,"If he's elected, we're going to have a tough time proving we weren't born in Africa.",1.8588672237697308,0.0254153319885088,1077,461,307,309
3,What happened to us? We used to be so wild.,1.8587896253602303,0.0235069586107103,1041,383,422,236
4,"Yes, it's hot. But a ceiling fan will only make things worse.",1.8557874762808348,0.0248266921656485,1054,429,348,277
5,"I wasn't impressed with the ark on the outside, but this is nice.",1.8552380952380951,0.0249562000529404,1050,430,342,278
6,I'm going out. I left you some dinner on top of the fridge.,1.8172169811320755,0.0260301725019637,848,335,333,180
7,The Lions called. They want us over for dinner.,1.8060075093867332,0.0282523571251997,799,347,260,192
8,We need to talk about the elephant in the other room.,1.7339285714285717,0.0335974195380093,560,271,167,122
9,"Young man, the lawn isn't going to eat itself.",1.732368896925859,0.0321943513436073,553,252,197,104
10,What's happened to us Marge.. we used to be so wild?,1.7131630648330058,0.0324407529891415,509,230,195,84
11,"No, I mean literally, I shattered the glass ceiling.",1.7058823529411764,0.0332619088243511,493,228,182,83
12,It's much better without the ceiling fan.,1.7056451612903225,0.0344287384567312,496,240,162,94
13,"You know it won't actually be an elephant and a donkey debating, right?",1.696842105263158,0.0361570133793288,475,241,137,97
14,You look fine. Hyenas laugh at everybody. That's just what they do.,1.6948051948051948,0.0354706901106347,462,226,151,85
15,Glad we got rid of the ceiling fan.,1.6872246696035242,0.0353902816064987,454,222,152,80
16,Did you hide the cookies on the bottom shelf again?,1.684326710816777,0.0360335570871584,453,227,142,84
17,The zoo escape is all over the news. We're gonna need disguises.,1.6830357142857142,0.0363766626055427,448,226,138,84
18,How was I supposed to know -- I though Deep Throat was going to be a movie about giraffes.,1.6830357142857142,0.0365136796102576,448,227,136,85
19,"My vote is no, on the ceiling fan.",1.6795454545454545,0.0373744816651911,440,228,125,87
20,I hate how they go on about his tiny hands but totally ignore his short neck.,1.674364896073903,0.0376449846269144,433,226,122,85
21,Sorry I am late; I got stuck in the tunnel.,1.669811320754717,0.0365634827316572,424,213,138,73
22,"No, I mean I shattered an actual glass ceiling.",1.667464114832536,0.0370118286521705,418,212,133,73
23,"The Viagra isnâ€™t working, all I have is a stiff neck.â€",1.661800486618005,0.0382072801860133,411,216,118,77
24,I would have been home earlier --I got stuck in the tunnel.,1.6487179487179486,0.0372824791392723,390,198,131,61
25,"If he wins, we're moving to Kenya.",1.6458333333333333,0.0410501605392927,384,216,88,80
26,"Sooner or later, we have to talk about the elephant in the other room.",1.6449086161879896,0.0404771389710482,383,212,95,76
27,"You know if he's elected, we're getting deported, right?",1.635135135135135,0.0401184106921145,370,202,101,67
28,We're portrait animals in a landscape world.,1.6321525885558583,0.0389079612744882,367,194,114,59
29,"If he wins, we're moving back to Africa.",1.6256983240223464,0.0393446199514726,358,191,110,57
30,Noah really undersold the amenities.,1.6242937853107344,0.0395059874876837,354,189,109,56
31,It's only funny because we're high.,1.6232294617563738,0.0419714331139302,353,201,84,68
32,"I got a weird text from a ""Noah"".",1.6221590909090908,0.0420771504427121,352,201,83,68
33,Who'd ever want to lease a Jaguar?,1.621082621082621,0.0398004780287186,351,189,106,56
34,"You know her spots are surgically enhanced, right?",1.621082621082621,0.0398004780287186,351,189,106,56
35,Ceiling fan? Not a good idea!,1.621082621082621,0.0410092446772019,351,195,94,62
36,The trees aren't going to trim themselves.,1.6184971098265897,0.0381398794188821,346,178,122,46
37,Do you think the Republicans know that elephants are African American?,1.6140845070422536,0.0427927712784685,355,210,72,73
38,We never roam anymore.,1.6094674556213018,0.0391346827984023,338,179,112,47
39,"If he wins, we're going back to Africa, honey.",1.608955223880597,0.0422544939470535,335,191,84,60
40,Relax! It's just the MGM logo.,1.6077844311377243,0.0401866409162977,334,181,103,50
41,Neckflix?,1.606060606060606,0.0403525815195767,330,179,102,49
42,It was so nice of Noah to upgrade us,1.606060606060606,0.0412554967896672,330,183,94,53
43,They say the camera adds ten inches.,1.6,0.0399429793010185,325,175,105,45
44,I don't think we should get the ceiling fan.,1.5857605177993528,0.0428781772158144,309,178,81,50
45,500 channels and all we watch is Animal Planet.,1.5857605177993528,0.0423852440491738,309,176,85,48
46,If Trump wins we're moving back to Africa.,1.5857605177993528,0.0450296495483054,309,187,63,59
47,"The only other Republican I felt this way about was Teddy Roosevelt, and that was because he shot my grandma.",1.5816993464052287,0.0417214382971728,306,172,90,44
48,What's on Neckflix?,1.5794701986754969,0.0436997576848861,302,177,75,50
