rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,The judge ordered a short recess.,1.9439966058549003,0.01577909271609,2357,761,967,629
1,"Sorry, kid, but this is the corporate ladder.",1.9081138652207592,0.0077425554168642,10328,3715,3847,2766
2,"Stop calling me 'Dad', you're embarrassing me in front of my friends.",1.872526759649692,0.0071819461763183,12332,4808,4288,3236
3,"Now that recreational pot is legal, you'll be seeing a lot more of us.",1.85844940426246,0.0072193046465142,11918,4664,4277,2977
4,"'Two more times, Dad, then we need to pick up Mom at ballet class.""",1.8354987007795325,0.0077656908239817,10006,3977,3698,2331
5,I’m 45 and A HALF.,1.826509075559308,0.0078769103819244,9476,3750,3620,2106
6,Shouldn't you be somewhere staring at a screen?,1.8183728036669211,0.0075343347411682,10472,4236,3902,2334
7,You work here at Google too?,1.8067147787888296,0.0080279907298653,9561,4048,3313,2200
8,It's new for us. We're actually from a swing state.,1.8059598853868195,0.008669141114551,8725,3871,2676,2178
9,"Wow, Bring Your Parents To School Day is so much more fun than taking you to work",1.8029450864096528,0.0078346571543561,9779,4088,3530,2161
10,Our Boss told us to work on our slide presentation,1.7991480298189564,0.0081897108414491,9390,4089,3098,2203
11,Well the judge said we could take a short recess.,1.7594722598105548,0.0079820728476522,8868,3828,3345,1695
12,"Trust me, kid. Teachers need this more than you do.",1.7543389484430831,0.0085670996388428,7836,3452,2857,1527
13,Our parents never picked us up.,1.7533085501858736,0.0098325714402214,6725,3220,1944,1561
14,Can you spell social security?,1.7442088319686473,0.0073034651555224,14289,7740,2464,4085
15,"When you're a grown-up, you view it more as a slippery slope.",1.6653527788726843,0.0147979937247909,2537,1271,844,422
16,"Ok I'm serious dad, five more minutes and then we're leaving",1.6624953072206232,0.0083228531689342,7991,4015,2658,1318
17,"It really doesn’t get any better than this, trust me.",1.6528621387815203,0.0102709499456912,5433,2827,1665,941
18,"You pay taxes for this park, kid? I didn't think so.",1.646741476046612,0.0110146577470659,4634,2410,1451,773
19,"I don’t care what your mother said, I’m not ready to go home yet.",1.6219709208400646,0.0203000851209479,1238,638,430,170
