caption,mean,precision,votes,not_funny,somewhat_funny,funny
"We can’t be overthrown, but we can be swayed.",2.113746705507005,0.00646630660565922,14418,3619,5540,5259
Now is the winter of our discount tent.,1.968110027960402,0.007207692870314795,13233,4766,4123,4344
"Gotta be honest, I’m relieved this is what you meant by ‘hanging.’",1.9340431056868346,0.007311099380761982,11553,3973,4369,3211
She got the throne in the divorce.,1.9278517452320978,0.007523814301421921,11116,3927,4064,3125
We’ll show those Ottomans.,1.9159859976662776,0.007342110257687742,11998,4426,4154,3418
"I'm swingin' in the reign, just swinging in the reign....",1.8878048780487804,0.0073585127817137,11890,4569,4086,3235
It was called FLÄRDTHRÖNE on the IKEA website...I didn't realize until after assembling.,1.8576051779935274,0.010296842372471058,6180,2527,2006,1647
The swing vote put us in.,1.8505917159763314,0.020556153903735438,1352,502,550,300
"It's comfy, but the throne had a cup holder.",1.8351226127246016,0.008055289907647794,8849,3390,3528,1931
We should have gotten the king size.,1.8309591642924976,0.008402244751049892,8424,3337,3174,1913
In the future they'll remember me as the king of swing.,1.8246346555323592,0.012363958797388015,3832,1517,1470,845
'Game of Hammocks' just doesn't have the same ring.,1.824272465622002,0.009934899819973243,6254,2576,2201,1477
When they said I’d have to give up the throne I took it as a metaphor.,1.8233134465351077,0.009271732344258328,6537,2516,2660,1361
"If you lean too far left, the monarchy will fall.",1.818560606060606,0.00864955587274681,7920,3195,2967,1758
How long can we maintain this balance of power?”,1.797509474824039,0.009939701252012052,5541,2191,2281,1069
Give up the throne – that's EXACTLY what you said.,1.7755422374429224,0.009032094254846402,7008,2966,2649,1393
"Okay, maybe if we both try to get out at the same time.",1.7562429515063638,0.009450282883225844,6207,2661,2398,1148
"Once the plague dies down, we'll take a real vacation.",1.753979977022813,0.009721821104596377,6093,2688,2216,1189
"At some point, the giant will want his face mask back.",1.7380136986301369,0.02304422450451857,1168,555,364,249
"Lately, I've been less like 'Off with his head' and more like 'Whatever.'",1.7375178316690443,0.01065276689147982,4907,2179,1837,891
"Being overthrown is seeming more
and more likely.",1.7372947615324472,0.020690208663752617,1279,562,491,226
They think we're relaxing. They don't know we can't get out.,1.7328840014189428,0.00991401851773429,5638,2516,2112,1010
Isn’t this easier for our subjects to overturn us?,1.71841958820256,0.01016522197001591,5391,2474,1961,956
"When you said swinging might spice things up, this wasn't what I had in mind.",1.708953514998855,0.011310441388830644,4367,2040,1558,769
"And from this day forth, I shall be known as Ivan the Casual.",1.7058651026392961,0.013136295257659296,3410,1652,1109,649
And you're going to love what I've done with the moat.,1.7031050616758825,0.015367608630925867,2351,1105,839,407
You’re never going to Home Depot alone again.,1.6976341604154646,0.012998344148595877,3466,1697,1120,649
Please tell me you have the remote,1.6939834024896265,0.012134790921593447,3856,1865,1306,685
I asked Alexa to order ham hocks.,1.6894238358326756,0.01587982540042553,2534,1325,671,538
The Swedish king gave it to me. It’s from a province called IKEA,1.6862987127490743,0.009883424713639679,5671,2739,1972,960
I'm measuring us for a burial shroud - it's from Turin.,1.6841220946513582,0.013901573901625006,3571,1974,751,846
"And if the King of France jumped off a cliff would you do that, too?!!!""",1.6828282828282828,0.015153338721854183,2475,1220,820,435
Unless we act in unison we will both be overthrown,1.6748601119104716,0.010423422523349962,5004,2438,1755,811
"We're swingin' in the reign, just swingin' in the reign ...",1.6731779038017223,0.011122309809280398,4761,2434,1449,878
"To be honest, I was a little worried when I heard that Parliament voted to suspend the monarchy.",1.6730145867098865,0.01480824015901542,2468,1203,869,396
"When you say swing to the left, you mean my left.  Right?",1.668560606060606,0.01461922362238259,2640,1327,861,452
I meant to order a ham hock.,1.6590030518819938,0.010814105833591643,4915,2536,1519,860
This felt different in Costa Rica.,1.6571254567600486,0.018336398375285477,1642,831,543,268
We are not amused.,1.647674231450185,0.010200404978275863,6213,3488,1426,1299
"No, this does NOT make us a swing State.",1.6437013548573076,0.012499502918520766,3469,1778,1149,542
"Well, it’s better than that waterthrone we had in the 70s",1.6289631533847473,0.02186179810065386,1167,622,356,189
It will make more sense once the margaritas arrive.,1.6130906274206043,0.014097762090788763,2582,1355,871,356
Whoever thought our royal asses would end up in a sling?,1.6044191019244476,0.014109482824195453,2806,1558,800,448
First the no clothes debacle then that four and twenty blackbird fiasco and now this.,1.6032295271049597,0.01769603794223679,1734,951,520,263
It’s a thrönē from IKEA.,1.602112676056338,0.012079815839928584,3692,2021,1119,552
Can you believe it? On Airbnb they’re calling this a 1 bedroom King.,1.5986872948898265,0.01583631417578149,2133,1170,649,314
"When the novelty wears off, we can store it next to the royal exercise bike.",1.5981661272923409,0.016555733881670157,1854,993,613,248
No.,1.5968109339407746,0.01742466754316025,2195,1352,376,467
I dont know how to get out either. You executed the designer.,1.5799828913601368,0.015037559463326968,2338,1315,690,333
