caption,mean,precision,votes,not_funny,somewhat_funny,funny
Honey can you close the door? I’m in a meeting.,1.8669064748201438,0.012077377954186149,4448,1778,1484,1186
I’m secretary of the exterior.,1.8368766143453208,0.011591830539026187,5033,2179,1496,1358
My company rehired me as an outside consultant.,1.8043822597676875,0.012815612301089368,3788,1621,1287,880
The most unbelievable part of this cartoon is that there are open parking spaces.,1.7938448566610454,0.017046223285855942,2372,1112,637,623
Your 3 o’clock is waiting behind that tree. Shall I send him in?,1.776536312849162,0.019571982878175995,1611,717,537,357
"Yes, Helen, I'll be home for lunch.",1.7697468080502057,0.011733068453441936,4621,2124,1437,1060
This was as far as the wi-fi goes,1.7659574468085106,0.01710154211726173,1927,821,736,370
It’s an entry-level position.,1.7659432387312186,0.014483101282740914,2995,1373,950,672
Our company is going public.,1.7652859960552267,0.014104898748807845,3042,1361,1034,647
"You're right, the neighbors WiFi is better.",1.7647058823529411,0.01478423180029148,2703,1191,957,555
Tell him I’m out.,1.7635135135135136,0.013695571600550464,3256,1470,1086,700
Tell them I'm not in.,1.7598953222113183,0.01409408482447705,3057,1383,1025,649
Call me on my outside line.,1.7542898868200072,0.01480438016573572,2739,1241,930,568
They keep asking if I've got lemonade.,1.748259860788863,0.015398774211288695,2586,1200,837,549
My boss said we could slowly transition back to the office. Next week I’ll be by the bus stop.,1.7477163984341018,0.01614838040689355,2299,1052,775,472
"Yes, dear. I'll come straight home after work.",1.7470735785953178,0.015465694292426887,2392,1063,871,458
"Fired? No, they just kicked me to the curb.",1.7443091582848067,0.017764624461073488,1889,866,640,383
"Yes,  I'm wearing pants.",1.743028743028743,0.016300286447946434,2331,1098,734,499
I'm still not wearing pants.,1.7427777777777778,0.01858021909868185,1800,850,563,387
I'll be home late tonight. Unless it rains.,1.7388183324130315,0.017841838875868214,1811,820,644,347
I got promoted to the front office.,1.7370417193426042,0.015882717604636627,2373,1104,789,480
The hot dog guy got the corner office.,1.734664070107108,0.016998038574832283,2054,954,691,409
Because everyone in my Zoom meeting could hear you snoring.,1.7299162148841793,0.017540454385147442,2029,981,615,433
I told you nobody would notice my missing pants.,1.7296780363404527,0.014758498849165812,3137,1610,765,762
"Shall I say you're in, or out?",1.7232188621219888,0.017268858003744933,1951,912,667,372
