caption,mean,precision,votes,not_funny,somewhat_funny,funny
I’m sorry. I’ve been burned too many times.,2.098273456574817,0.0072605284030493695,11468,2968,4409,4091
"Sorry Puff, but the magic is gone.",2.08043013920601,0.006608269315512066,13577,3540,5412,4625
Give me a minute while I slip into something a little less flammable.,2.073878835562549,0.0067352424681501955,12710,3264,5257,4189
"Well, if you must know, I'm in the middle of a one knight stand""",2.057460372157133,0.007406334610381809,11608,3411,4131,4066
"Yes, yes, I mythed you too.",2.048226801966733,0.008295804168109398,9559,2932,3237,3390
I'll be honest with you. It's your breath.,2.0364514712340798,0.007291076180567906,11385,3255,4464,3666
"...look, I know that cough was an accident, but they were my parents..",2.0264160978636645,0.007616106686272214,11281,3558,3872,3851
Well you don't look anything like your picture either!,1.974348616441123,0.007951366472375125,9902,3242,3677,2983
"No... I said slay the knight, not stay the night!",1.9658034528552457,0.008399195416576624,9036,3062,3230,2744
"Look, damsels say all sorts of things in distress.",1.9624691911270447,0.008133741294299304,8926,2834,3603,2489
"I told you, Puff, the magic's gone.",1.879050368944498,0.008036066545188687,9351,3492,3512,2347
"Well, if it isn’t my old flame.",1.8672743163940566,0.008548545908957612,8009,2958,3161,1890
Honey! Your mother's here!,1.8571428571428572,0.008919294743596599,8624,3672,2516,2436
"No, thanks. I've been burned too many times before.",1.7772511848341233,0.01828651378337285,1688,706,652,330
"If Mother asks,you're a Jewish doctor under a spell.",1.7747913424812563,0.009346271365922386,7069,3175,2318,1576
"Oh sure. Now that Game of Thrones is over and you're out of work,
you come crawling back.",1.7716020551144325,0.009458135971928596,6423,2761,2374,1288
"Ever since I kissed that frog, it just never ends",1.7521177894312223,0.010795693122905455,4958,2199,1789,970
Come around to the serpent's entrance.,1.7411014103425118,0.01007161175560157,5956,2787,1931,1238
Oh good. You’re here. The pilot light just went out.,1.7402618393405527,0.00939001281929336,6187,2727,2351,1109
"I'm sorry, but it's over between us, you've burned too many bridges.",1.7379679144385027,0.009056727694260264,6732,2984,2533,1215
I suppose Tinder means something different to you.,1.7233688415446071,0.013992084314155565,3004,1416,1004,584
"Ahh, just in time.  We're making Creme Brulee.",1.6910721735502712,0.010681207945600346,4794,2285,1707,802
"It’s not a sneeze when you burn a village, Carl.",1.6870967741935483,0.011123603133499037,4340,2079,1549,712
"When I said ""Toast the King!"" I meant something quite different.",1.6836487142163998,0.011606948637204453,4122,2020,1393,709
I hope that's your tail?,1.672187321530554,0.010733602241471959,5253,2750,1482,1021
"No, the dragon lady is one moat over.",1.6633627019089574,0.013905710113411246,2724,1330,981,413
"Just so you know, Dad has terrible gas.Try not to set him off.",1.6613131790269249,0.011599202811486143,4234,2178,1317,739
"Sorry,I don't date guys who smoke.",1.6504014823965412,0.010252937415688291,4857,2403,1756,698
"No, I do not want to frolic in the autumn mist.",1.6451187335092348,0.010836061397759587,4548,2315,1535,698
"No, I quite clearly said I was a drag queen.",1.6413978494623656,0.012482512788158413,3720,2009,1046,665
"Two puny pansies won’t get me to lift the spell, Gregory.",1.6398274622573688,0.019963213439086087,1391,726,440,225
You seem sweet but I've been burned by guys like you before.,1.638363965829666,0.011239927489125676,3863,1896,1469,498
Looks like we both lied on our dating profile.,1.6369962307915338,0.012066558984820185,3449,1719,1263,467
She refuses to leave the castle until her eyebrows grow back.,1.6318432948267203,0.011230273695739292,3982,2020,1415,547
"Sorry, Puff. The magic is gone.",1.6256082725060828,0.012826708911405946,3288,1735,1049,504
Just five more minutes; she wants to look asbestos she can.,1.6050925925925925,0.01634673097853625,2160,1218,577,365
"Hold on darling, Let me turn off the smoke detectors.",1.5947587088526687,0.012367932032365712,3129,1652,1098,379
Wait here while I slip into something a little more flame retardant.,1.5889029003783102,0.013816501304863782,2379,1230,897,252
"Eat Trump first, then we'll talk about a date!!!",1.5883838383838385,0.014546483950880748,2772,1628,661,483
"Is that a tail, or are you just happy to see me?",1.5727310401989225,0.014821106401388678,2413,1385,678,350
I've found a new flame.,1.5666973321067157,0.014921514795968104,2174,1201,714,259
Are you done fuming?,1.5616438356164384,0.018172437230739857,1460,812,476,172
The gate isn’t the only thing you’re not going to fit into,1.5608488523170203,0.01522743604045018,2309,1360,608,341
This is White Castle.  You want the White House.,1.5514655760054532,0.01939348260643775,1467,881,363,223
My old flame!,1.5512152777777777,0.020384654052776237,1152,650,369,133
Do you think you can control what comes out of your mouth this time?,1.544311377245509,0.016986397758050203,1670,956,519,195
"I only like you as a friend, weapon, and means of travel.",1.540090771558245,0.01926841792581007,1322,768,394,160
"I KNOW that my posting said that I liked hot men, but this, this is ridiculous!",1.5384615384615385,0.03232056211267452,468,272,140,56
Of course we're voting for you!  Anyone but Trump!,1.534416086620263,0.020465914433545233,1293,791,313,189
Obviously you’re much hotter than I even imagined.,1.5295755045233124,0.018086063182790206,1437,842,432,163
"Look I'm not going to tell you again, the restraining order says you have to stay in a land Far Far Away.",1.5274294670846396,0.018816804790174876,1276,732,415,129
Hold on while I go change into something more flame resistant.,1.5193236714975846,0.01909569493957249,1242,723,393,126
