caption,mean,precision,votes,not_funny,somewhat_funny,funny
"O, hi Carol.  I didn't expect it would be an ex that marked the spot.",1.7823947512301803,0.01874979924384521,1829,830,567,432
"To be fair, you don't look like your profile picture either.",1.7410456062291435,0.011588031372333716,4495,2089,1481,925
You're a sight for a sore eye.,1.736340533672173,0.011188709690087319,4722,2182,1603,937
They said it was a reorganization.  Then out came this plank.,1.7345794392523364,0.011782458980263647,4280,1990,1435,854
"Excuse me, ma'am, but our booty is buried directly under yours.",1.7213386348575215,0.014101635246771998,3018,1443,973,602
Oh… you said you wanted PRIVACY…,1.7208680142687276,0.013437906113304254,3364,1622,1059,683
You ordered a Captain Morgan with a splash of water?,1.7207013226699477,0.013544755721007164,3251,1549,1059,642
"Don’t take this wrong, but I’m looking for some booty.",1.7153558052434457,0.012694626210624754,3738,1809,1184,745
Did you get my bottle?,1.7097619047619048,0.01162472374419688,4200,1978,1463,759
By any chance are you sitting on a large X?,1.7032432432432432,0.012545733559499556,3700,1789,1220,691
I assure you— where I come from yo ho ho is a gender neutral greeting.,1.7006181134103735,0.012579668350701616,3721,1822,1193,706
Something tells me I may have gone overboard.,1.7004716981132075,0.0183106858930019,1696,812,580,304
We've been trying to get in touch with you about your car's extended warranty...,1.6958705357142858,0.0188239634370496,1792,924,489,379
Have you seen a wet parrot?,1.6930212014134276,0.015975896078261373,2264,1108,743,413
My crew found out I was unvaccinated!,1.6911042944785275,0.0137063867138486,3260,1657,953,650
"I sink, therefore I swam.",1.690784155214228,0.01562891291380044,2474,1248,743,483
Private beach? I thought they said pirate beach.,1.6893333333333334,0.012160783310365906,3750,1803,1309,638
I was voted off the island.,1.6875938720336436,0.013071876892950906,3329,1629,1111,589
I could use some arrr and arrr.,1.6872553284036538,0.011481274768475894,4598,2337,1362,899
"If you're waiting for your ship to come in, I wouldn't.",1.6870882740447959,0.011384045950290404,4554,2279,1421,854
Last time I drink on a Disney cruise.,1.6788436268068332,0.012101074423928198,3805,1867,1293,645
Could I borrow your Aye Phone?,1.677819083023544,0.01199295701664709,4035,2030,1275,730
"Sure, I'm washed up, but I'm also authentic.",1.671630094043887,0.014637417344377773,2552,1254,882,416
"You were right, honey. A pirate's life is not for me.",1.6716010907674328,0.01451705287902055,2567,1254,902,411
"In case you are waiting for your ship to come in, I have bad news for you.",1.6702970297029702,0.023341133569615733,1010,499,345,166
When my crew said ‘large chest on the beach’ I thought…well never mind.,1.6695869837296622,0.013587092133688966,3196,1652,951,592
"M'Lady, we've been trying to reach you about your car's extended warranty.",1.6690909090909092,0.01370443297145121,3300,1749,894,657
Plank challenge. Tougher than I thought.,1.6689814814814814,0.014627667510731978,2592,1287,875,430
"Wow, I must've really gotten wrecked last night.",1.668774148226203,0.013905140055036212,2847,1411,968,468
"The whole ""Going down with your ship"" thing is entirely overrated.",1.6658433309809457,0.013689280637203009,2834,1384,1013,437
"Before you say anything, a galleon is harder to
park than it looks.",1.6630360789652825,0.013567594398455592,2938,1456,1016,466
"Shiver me timbers! My ex marks the spot. Hello, Linda.",1.661790938280414,0.01448274858209611,2803,1458,835,510
You don't remember swiping right on Shiver Me Tinder?,1.660495670349358,0.013285282589331255,3349,1751,984,614
"As a guy I hate to ask directions, but....",1.6604712910720212,0.013375831254456128,3013,1497,1042,474
