caption,mean,precision,votes,not_funny,somewhat_funny,funny
It’s like new. The previous owner preferred the box it came in.,1.915471112834432,0.016166066650501118,2579,987,823,769
"We call it “The Trump,” for its empty red bottom and hideous yellow top.",1.8906930693069306,0.016888902185899418,2525,1062,677,786
"Okay I'll grab some crayons and get started on the paper work. """,1.876657196969697,0.012454077196969188,4224,1676,1393,1155
And it is 100% guaranteed to stop your teenagers from asking to borrow the car.,1.8718513853904282,0.014454531772066095,3176,1283,1017,876
"No, literally. It has bells and whistles.",1.8660683465654124,0.014574193446860341,2897,1111,1063,723
"Price? Oh, yes, it’s Fisher Price.",1.838505383153895,0.014034189358421425,3158,1278,1112,768
"It’s eco-friendly. It runs on will-power.
(Submitted by Bella Nesbit, age 10)",1.8361981799797775,0.017785077784663914,1978,807,688,483
"Five accidents, but thankfully they were all number ones.",1.8303101228788765,0.019699705166186497,1709,736,527,446
You wouldn’t believe how many people tell me this was their first car.,1.8275862068965518,0.015228551149807255,2581,1033,960,588
It's a great commuter car for people who work from home.,1.8207478005865103,0.015167154781387197,2728,1144,929,655
"Trust me, we have customers crying for these.",1.8164271047227927,0.01566798717582064,2435,995,894,546
Your decision.  I'm not going to push you.,1.812905317769131,0.014147533729440288,3084,1294,1073,717
"One owner, nonsmoker, fully potty trained.",1.8046585494970884,0.012827132928762279,3778,1615,1286,877
We had to repossess this one. The owner wouldn't eat his broccoli.,1.8020223523150611,0.018412737560956467,1879,821,609,449
This is the only car on our lot that looks like a former president.,1.8011278195488722,0.016136927523034323,2660,1238,713,709
And it comes standard with two juice box holders.,1.7945879458794587,0.013366185384395036,3252,1347,1226,679
...And the GPS tells you how to get to Sesame Street.,1.7943661971830986,0.016839587001347776,2130,907,754,469
The prior owner is in time-out,1.7942078364565588,0.014367966804797211,2935,1253,1033,649
"Keyless entry, air conditioning, great on gas and kid friendly.",1.7893333333333334,0.02262126497573492,1125,467,428,230
It's all driveway miles.,1.7837240159221583,0.011514384778231595,4522,1950,1600,972
"So, we ran your credit report...",1.782846715328467,0.012868460119909553,3836,1725,1219,892
I’m not trying to pressure you but I do have a VERY motivated second grader coming back this afternoon for a third look.,1.777067348678602,0.015350945370777863,2346,968,933,445
"Its last owner had two accidents, but she’s potty-trained now.",1.7707043913940466,0.013558066208416751,3393,1536,1099,758
