caption,mean,precision,votes,not_funny,somewhat_funny,funny
Look! The first Robinsons of Spring.,1.7062205959226346,0.018104616176846413,1913,963,549,401
"Is it me, or do you think they should have pulled the parachute chord by this point?",1.6360089186176143,0.018232710090819004,1794,980,487,327
The Neighborhood Watch is getting out of hand.,1.634313055365687,0.01969132929143219,1463,780,438,245
Great. I JUST washed the car.,1.622961956521739,0.01966959383430369,1472,801,425,246
Who’s that with Greg? I thought they mated for life?,1.6132132132132133,0.018719987426992518,1665,932,445,288
It seems like the Gordons are enjoying retirement a lot more than we are.,1.6076076076076076,0.016606629030006367,1998,1096,590,312
That explains the mess on the windshield.,1.602391629297459,0.016891404828152937,2007,1132,541,334
Remember when we used to get that high?,1.6016042780748663,0.017317915916495917,1870,1045,525,300
What is even crazier is that they mate for life.,1.6015325670498084,0.017740160984808587,1827,1034,487,306
More evidence of urban flight.,1.5997031172686789,0.01640860199816213,2021,1116,598,307
At least today they're wearing something.,1.5991489361702127,0.0220089831194164,1175,664,318,193
Our old neighbors were a lot more down to earth.,1.590415019762846,0.01631177655404661,2024,1129,595,300
You were right about those mushrooms.,1.5841924398625429,0.01946349549552211,1455,829,402,224
"Well,I’m glad it’s not pigs this time. That was creepy!",1.5817901234567902,0.01711939338664702,1944,1130,497,317
"Those are the new neighbors, Robin and Jay.",1.5714285714285714,0.016802455722003333,1953,1136,518,299
"I love this time of year, Spring is in the air and so are the Hendersons",1.5657392253136935,0.016662512763992807,1833,1037,555,241
Do we report this to the HOA or the FAA?,1.565526145900581,0.018408863624595144,1549,889,444,216
The Nelsons are high again.,1.5608223872073101,0.017600837495579152,1751,1028,464,259
Apparently they originally had reservations on Southwest.,1.5566790846194785,0.01688208156545939,1879,1104,504,271
We’re going to need a bigger bird feeder.,1.555127587867116,0.015774491505608872,2077,1204,593,280
Trump isn’t even president again yet and they’re already headed for Canada!,1.554678007290401,0.018795875079462423,1646,1008,363,275
When they start to circle hide the dog,1.5500740009866798,0.016289224240654758,2027,1206,527,294
I think we’re going to need a bigger scarecrow this year.,1.5442643391521198,0.017637510884216383,1604,932,471,201
We're planting the wrong pot.,1.543171114599686,0.01671834025333984,1911,1146,492,273
I guess those weren’t portobellos in the neighbors’ yard…,1.5411973918197985,0.017777315108951884,1687,1014,433,240
His last wife also had no parachute.,1.541029207232267,0.028268721970468473,719,447,155,117
The Schwartz’s are back from Capistrano …,1.5395833333333333,0.033319059008720966,480,289,123,68
They're rosy-breasted Grossmans.,1.5388297872340426,0.01659781886761307,1880,1120,507,253
At least parachute parents aren't as noisy as helicopter parents.,1.5384615384615385,0.01866253884712823,1456,860,408,188
"Oh my God, it's the Wrong brothers.",1.5376580538757558,0.017563985714392313,1819,1125,410,284
Time to put the netting over the cannabis.,1.5372960372960374,0.01721948461605146,1716,1017,476,223
I wouldn't fly Southwest anymore either.,1.5340737001514386,0.016212275450403255,1981,1192,520,269
You thought bird droppings were bad...,1.531625300240192,0.02053025943886355,1249,758,318,173
We’re going to have to put some netting over the marijuana plants.,1.5163447251114412,0.01921101006216728,1346,817,363,166
Could they be the ones who pooped on our car?,1.5107057890563045,0.020305458371980237,1261,787,304,170
I thought they were only microdosing.,1.5077298616761594,0.020024695766309566,1229,754,326,149
Seems like the snowbirds are arriving early this year,1.503579952267303,0.033001296936979126,419,251,125,43
Is that all they do? Bird impressions?,1.5031104199066874,0.019579292603160426,1286,795,335,156
