caption,mean,precision,votes,not_funny,somewhat_funny,funny
"Okay, okay. Fine, I'll fill out the census.",2.0798018712162905,0.012608583879149517,3634,916,1512,1206
Six feet dude. Six. Feet.,2.0075417489674985,0.010281234583108844,5569,1618,2291,1660
Thank you for agreeing to meet remotely.,1.974228119418219,0.008891955739642464,7838,2532,2976,2330
Welcome to paradise. I take it he won another term.,1.9590689417102278,0.008269978451777437,10139,3731,3092,3316
"Wow, you student loan people really know how to track someone down.",1.9389617798060468,0.007669581346151952,10518,3594,3972,2952
"Relax, take off your shoe.",1.9370818505338079,0.009488185307466783,7025,2456,2555,2014
"Ah great, now we’re going to have to wear masks",1.9331844029244516,0.008093389913484591,9848,3532,3446,2870
"Hate to break it to you, dude, but I'm already Mormon.",1.9291582204203563,0.008720954521387747,9373,3699,2641,3033
All my coworkers think this is just a virtual Zoom background,1.9049056603773584,0.009022258266770014,7950,2986,2734,2230
On the bright side there's only one active covid-19 case on the island.,1.8972569778633301,0.009047078973894599,8312,3298,2570,2444
"Finally, tech support.",1.895274164333937,0.010158563825136543,6073,2254,2201,1618
"So for the first two weeks, you need to quarantine west of the palm tree, after that feel free to go wherever.",1.870209431542955,0.009348247640821922,7019,2672,2589,1758
"Man, how long were you gone?  This IS Manhattan!",1.8634309623430962,0.010639450495058187,5975,2484,1823,1668
And the best part is ... no Fox News!,1.8439782730848473,0.011262555446450419,5339,2289,1594,1456
It’s really not so bad except at high tide.,1.8416438356164384,0.012611821322344221,3650,1394,1440,816
"Take the tie off, man.  It’s casual Friday.",1.8207492795389049,0.012904369754121875,3470,1369,1354,747
You better hope another chair washes up,1.81813110181311,0.01253053862709508,3585,1394,1449,742
I've been here since 2019.  Have I missed anything?,1.816300129366106,0.012675750539224272,3865,1620,1335,910
I'm disappointed that you're disappointed. Next time be more specific when you make a wish to end up on a deserted island with a blonde.,1.8109675281643471,0.010260941397273024,6036,2596,1985,1455
Welcome to the last resort.,1.8058127018299246,0.011676077244236301,4645,2011,1526,1108
"Actuallly, I’m pretty happy with the coverage I already have.",1.7957040572792362,0.009743760626586455,6285,2648,2273,1364
I was expecting you. Your left shoe washed up this morning.,1.7883369330453565,0.011291498406359051,4630,1960,1690,980
I presume you're from the IRS.,1.784587578047979,0.010202182145279744,6086,2724,1949,1413
I thought it'd be a good place to sit out 2016. Is everything back to normal yet?,1.774949083503055,0.024648220149945055,982,428,347,207
"Let me guess, you worked for him, too.",1.7732412060301508,0.019841361234070553,1592,720,513,359
"Well, I'll let you get settled, then I'll show you around.",1.772967032967033,0.011109311821857005,4550,1911,1761,878
"For me, the coconut’s half full.",1.7338065661047029,0.015526855971849223,2254,992,870,392
I was SO YOU in April.,1.7334705428350914,0.012258641615467155,3887,1791,1341,755
You mean they need ME to cast the deciding vote?!,1.7208043310131478,0.021021299005953065,1293,600,454,239
You must be the offshore accountant.,1.7138563270213405,0.013649406108548616,3327,1643,993,691
"What did I say, Larry? “Don’t take United.” And what did you do?",1.713458110516934,0.016296697807545123,2244,1082,723,439
"Since November 9, 2016.",1.7065351418002466,0.012363449435767214,4055,2026,1193,836
This is the last straw.,1.7051470588235293,0.0212521398688364,1360,677,407,276
