caption,mean,precision,votes,not_funny,somewhat_funny,funny
It prints out his tweets. All the new uniforms have them.,2.1800242456896552,0.006426254273750473,14848,3456,5263,6129
You can't imagine what it's like to have someone stare at your chest and never look you in the eye.,2.0431588613406797,0.006995162857106204,13068,3908,4688,4472
"And this, I’m proudest of: a list of all the names the President has called me.",2.015746162367463,0.006959744802194952,12638,3770,4899,3969
After the budget cuts we only get a list of the medals,1.9658680357482412,0.007541167313252432,10518,3331,4215,2972
I was stationed at CVS during the War on Drugs.,1.936599962595848,0.011320848187471203,5347,2012,1662,1673
"That, madam, is the price of freedom.",1.9310280893668303,0.00777795120772713,10787,3917,3697,3173
"I got the blue one in Kosovo, and the long white one at Costco",1.912882932166302,0.009213022744383709,7312,2615,2719,1978
It’s the Paper Heart for bureaucratic valor.,1.9042228994340444,0.008290503121056579,9188,3383,3302,2503
Oh this? It’s a list of all the bosses I’ve had since Trump became President.,1.8649225840896957,0.008166271354472471,9365,3642,3346,2377
"Wait, if my grocery list is here, I must have left the nuclear codes in my cart.",1.8647095052350646,0.008204384089269493,9742,3942,3176,2624
"Hopefully soon, China will start making our medals again.",1.84380138112463,0.009996142401077416,6082,2397,2238,1447
"Yes, it's a receipt.  I'm General Store.",1.8258719416970328,0.012970135800700206,3842,1634,1243,965
I was in the merchant marines.,1.8159509202453987,0.008239935390786822,8965,3705,3205,2055
"Everybody has a price, but not everybody offers a detailed invoice.",1.8128123580190822,0.00814656688675868,8804,3550,3352,1902
This is a list of things I can’t comment on.,1.7856341189674523,0.012613135300393034,3564,1474,1380,710
Live tweets. He likes your dress.,1.7621942179392143,0.009417774899855368,6745,3010,2329,1406
We think it's always important to have a paper trail.,1.7538115471132216,0.011618854243240868,4001,1694,1598,709
I print out the Commander-In-Chief's tweets on toilet paper so I can properly deploy them.,1.7460087082728593,0.012735750679894265,4134,2044,1096,994
That's the list of subpoenas I've been ordered to ignore.,1.7407407407407407,0.011953820972052012,4104,1873,1422,809
"Yes, I do know how much this war is going to cost us.",1.7335050808644625,0.008790506235404947,6987,3065,2719,1203
My resignation speech in case I'm overcome with moral courage.,1.7226762002042901,0.012403971531994028,3916,1873,1256,787
The medals are for kicking ass. The paper is for taking names.,1.7223117660603269,0.011612950554997748,4343,2042,1465,836
"They're for valor, loyalty, courage, and my wife's to dos.",1.6996799096215403,0.010066880188047479,5311,2466,1974,871
That one is for fighting high prices.,1.6949319660816407,0.007827204192824382,10142,5202,2845,2095
"Came with the Uniform. It says ""Do Not Remove Under Penalty of Law.""",1.6917427550615323,0.010811619638143049,5038,2499,1593,946
It was quid pro quo. I have the receipts.,1.6882449650637072,0.010856251336405926,4866,2390,1603,873
"And at the end of my service, I received an honorable surcharge",1.6877152698048221,0.011097684528873285,4355,2060,1595,700
"No, not Kosovo. Costco.",1.6870662460567822,0.010690232728542522,4755,2276,1694,785
"Dear,when I said wear the President's insults as a badge of honor,I didn't mean literally.",1.6833787465940055,0.01271250538149837,3670,1853,1126,691
And I got red tape coming out of my ass,1.6780460727171802,0.01332562299868833,3603,1919,925,759
My allowed responses to questions from the President.,1.676477458537725,0.011181770767934222,4281,2062,1542,677
"To make things easier, it's a list of topics the White House prohibits me from discussing.",1.669132605881265,0.009876165560109246,5407,2626,1948,833
"The medals are for service to my country. 
The receipt is for selling out my country to Donald Trump.",1.6586538461538463,0.014477397478632257,2912,1555,796,561
Pardon me sir but your slip is showing.,1.6551459293394777,0.01502566497772106,2604,1369,764,471
Please read and initial the consent form and I'll buy you a drink.,1.651454496930878,0.012093375592699743,3747,1907,1239,601
The top one means I qualify as a 4-star general.  The bottom one means I qualify for a free caramel macchiato at Starbucks.,1.6473544191545966,0.012599556325067695,3383,1715,1146,522
It's proof I'm a survivor - a list of all the Trump officials who resigned before me.,1.6321868583162218,0.011808284369757924,3896,2038,1253,605
It's a running tab — on what that damned wall is costing us.,1.6292001189414214,0.012640673763645263,3363,1758,1094,511
I need that to keep track of the President’s positions on foreign policy,1.6283309957924264,0.014115240230742378,2852,1537,838,477
That's just his tweets since I got here.,1.6200109349371241,0.017371237110953175,1829,984,556,289
This?  It’s because the Army ran out of Purple Hearts and just gave me a receipt for my left arm.,1.619395203336809,0.01415660214012725,2877,1585,802,490
My eyes are up here.,1.6175936023264268,0.014051454442524878,2751,1474,855,422
I served in Black Friday.,1.6129251700680272,0.01352033874214386,2940,1579,920,441
"Until Congress passes a budget, we are running a tab",1.610601001669449,0.014495119363415502,2396,1251,827,318
I have trouble remembering the launch codes,1.597644141351519,0.018206289473028287,1613,886,490,237
That one's the Presidential Medal of Forced Resignation.,1.5968147527242247,0.015115236468415269,2386,1325,698,363
Please do not push any more of them.,1.5848972296693475,0.01592322386387802,2238,1292,583,363
"They're notes for my testimony, resignation letter, book draft, and media interviews.",1.5802700675168793,0.01370927083702557,2666,1462,861,343
"Excuse me, I appear to have a fax coming in.",1.5771992818671454,0.015340940235603978,2228,1254,662,312
I served in the Grocery Isles.,1.5769094138543518,0.013829907509161419,2815,1605,796,414
"Yes ma'am, decorated for distinguished service by both C.I.A. and CVS.",1.574759437453738,0.01392133689507408,2702,1526,799,377
I may be a general in the army but at home I'm just a guy who picks up a few things at the store.,1.571651090342679,0.01915443287010164,1284,695,444,145
That's a list of the medals I think I deserve.,1.5642679900744416,0.015818203496522923,2015,1138,617,260
"To be precise, ma'am, freedom costs $686,175,309.43",1.5636237897648686,0.018558444495178975,1446,813,451,182
"And in addition to the medals, I have 27 Presidential tweets.""",1.5597667638483965,0.015470229701292394,2058,1159,646,253
It’s your receipt for buying my whole line of crap.,1.559697732997481,0.01730366875564497,1985,1219,421,345
"He asked for a favor, pinned the list on me and left!",1.5541455160744502,0.020698053261672403,1182,680,349,153
I did three tours in Afghanistan and one Black Friday at Target.,1.5516129032258064,0.01606191243463716,1860,1050,594,216
... just things I need to get off my chest!,1.5501022494887526,0.022273736169073095,978,556,306,116
