caption,mean,precision,votes,not_funny,somewhat_funny,funny
George quickly realized he ordered from the wrong Amazon.,1.8618405488526142,0.007419642267260951,12681,5423,3587,3671
Looks like you ordered from the wrong Amazon.,1.827852004110997,0.008263842994412131,9730,4214,2977,2539
"From my angle, it says Digest Readers.",1.8264416315049226,0.007928750129161784,10665,4661,3194,2810
"I have something to tell you, but first I want to ask if you've noticed how pleasant it is without all the barking this morning?",1.8234330937869554,0.0077992990914978475,10993,4817,3300,2876
Experiencing reptile dysfunction?,1.7994709533014548,0.008318079994348878,9829,4525,2750,2554
Thanks for the fat guy who came down the chimney. What else you got?,1.7979876160990713,0.00788303790636737,10336,4574,3276,2486
I gave you the gift of knowledge and THAT’S what you’re reading?,1.77982385908727,0.008551408771951204,8743,3969,2730,2044
Don't mind me.  Just looking for a reader to digest.,1.7774874177313202,0.007740552422858719,10332,4603,3425,2304
Spoiler alert:  she eats the apple,1.7768491433347262,0.007985030932157508,9572,4227,3254,2091
Want to guess why your taxidermist didn’t cash the check?,1.7726969292389854,0.010064705037172526,5992,2654,2046,1292
Psst. Buy Apple.,1.7691156462585034,0.009345097931874975,7350,3403,2241,1706
Remember me? Ten years ago you flushed me down the toilet.,1.7661919118411478,0.008100814569657533,9619,4423,3022,2174
The guest room is available again.,1.765211551376763,0.009086319587735151,7445,3367,2459,1619
Turns out I was willing to pay the taxidermist more than you were.,1.7561012353118408,0.009647042000631056,6638,3057,2143,1438
I'll save you some time.  She bites the apple.,1.7536628945801072,0.008359677806040767,8395,3751,2961,1683
I confirm that not a creature is stirring; not even a mouse.,1.751760135955329,0.008474583273262228,8238,3713,2857,1668
"So there I was, just hanging around the garden and minding my own business, and in walks this couple with no clothes on ...",1.7508311461067367,0.010250469088274728,5715,2605,1929,1181
"The milk and cookies were delicious.  Santa, too.",1.7502316346790205,0.008952153083378893,7555,3466,2510,1579
It takes me weeks to truly digest a book like that.,1.7469544030630004,0.008192294970771759,8619,3859,3082,1678
"Look, we both loved Spot in our own way.",1.7426753477360166,0.009440285667899026,6758,3128,2241,1389
Suddenly Chuck regrets using a taxidermy Groupon,1.7346341463414634,0.009844476317094387,6150,2865,2052,1233
I’m tired of mice and men. I want to kill a mockingbird.,1.7345004460303302,0.008291743228530456,8968,4271,2807,1890
Get to the part where I chat with Eve.,1.7295658501091438,0.00833820704927449,8246,3780,2916,1550
Don't believe everything you read in Genesis.,1.7292746113989637,0.00817647738817334,8492,3871,3049,1572
Mounted Python,1.72899480598839,0.009593644082027657,6546,3099,2122,1325
I was a book worm once.,1.7282973881001409,0.007881379341006781,9227,4238,3258,1731
You're out of mice.,1.7277164140765477,0.008528480514180797,7786,3553,2800,1433
‘Of Mice and Men’ sounds deliciously entertaining!,1.7275353504637372,0.009281360555865415,6577,3003,2363,1211
I might be able to squeeze you in after all.,1.7255437877234938,0.008090558393410245,8781,4059,3073,1649
Could we get a puppy?,1.7236842105263157,0.023217875967137654,1140,551,353,236
I was feeling constricted.,1.7228384743959884,0.00925417597612599,6581,3019,2367,1195
Read me the one about the man and the woman in the garden again?,1.7219123505976095,0.008734967261882505,7530,3501,2622,1407
I find Nietzsche hard to digest.,1.7214848817483286,0.007614373705218807,10021,4695,3422,1904
"Stuffed? No, actually I'm quite famished.",1.7181396484375,0.008392510603156557,8192,3843,2815,1534
Off the wall question for you...,1.7176200497417256,0.010380050475798576,5227,2418,1867,942
Skip Genesis.,1.7170353982300885,0.008175954355358903,9040,4372,2854,1814
I think someone needs a hug.,1.715824704528815,0.007721001611867843,9561,4469,3340,1752
"Hello, I’ve been trying to reach you about your car’s extended warranty.",1.710221550855992,0.012733573118522913,3972,2021,1081,870
Just saying … Eve did it.,1.7094244942763055,0.009399827185421875,6377,2992,2246,1139
I also love to unwind.,1.7010070992240383,0.006757743630363813,12114,5703,4330,2081
My favorite chapter is Genesis.,1.6981132075471699,0.011274129046877157,4399,2094,1539,766
My mother was a bookworm,1.696782466775472,0.00812276662670711,8578,4122,2935,1521
The taxidermist thought I was dead too.,1.6960838389409818,0.008821631628135658,7252,3483,2490,1279
"You know, Bob, you could have picked something to read with a less insensitive title than ""A Farewell to Arms!""",1.6960417223856645,0.008864998929757327,7478,3679,2393,1406
Do you know your asp from a hole in the wall?,1.6843706777316736,0.009174976143587567,7230,3701,2110,1419
"Whatdaya mean, ""Honey, call the pest control?"" I am the pest control.",1.67524115755627,0.011997974068399378,3732,1805,1334,593
"At that moment, Harold knew he had to put the Bible down.",1.666720595372917,0.009585076324376334,6181,3128,1985,1068
"Not a creature was stirring, eh?",1.6631828978622327,0.009221438489641123,6315,3117,2208,990
"You no longer have a rodent problem, but I’m still hungry.",1.656935630099728,0.009760280018796015,5515,2719,1969,827
I’d like a chance to tell my side of the story.,1.64893986791797,0.009508477403151513,5754,2861,2052,841
Yesssss. I know the Adam and Eve story! Let me tell you how it really went.,1.6463584044453266,0.010354465749959463,5039,2567,1687,785
Any idea where I can get the rest of the deer?,1.6405228758169934,0.01175420945351952,4131,2188,1240,703
"I should warn you, there’s a big twist coming.",1.6192334989354151,0.013683884984561925,2818,1484,923,411
I like to curl up with a good book too.,1.617465451337842,0.012950372170430413,3401,1869,964,568
Apple shares. Trust me.,1.6138079827400216,0.023836927576540847,927,492,301,134
I solved your rat problem.,1.606153846153846,0.014968459829682314,2275,1204,763,308
"Still interested in knowledge, are we?",1.5991452991452992,0.015232757509214842,2340,1292,694,354
Here's a fun fact -- it can take up to a month to fully digest a human.,1.5975122167925366,0.01566812422314511,2251,1257,643,351
What did you think happened to the taxidermist?,1.5971764705882352,0.01570458884338194,2125,1157,667,301
The moose is off this week.,1.5956482320942884,0.015491289915398238,2206,1210,678,318
Read me the part about the apple again.,1.5928063943161634,0.015549020968334064,2252,1258,653,341
Reports of my death were greatly exaggerated.,1.5925650557620818,0.01911832354763836,1345,716,461,168
Mind if I read over your shoulder?  I have trouble turning pages.,1.591743119266055,0.015482408632494638,2180,1196,678,306
Are you satisfied with your current hallucinogen?,1.5840175150519977,0.017346644080562305,1827,1040,507,280
Read that part again where I give the lady an apple and all hell breaks loose.,1.5835662381218558,0.018003192643524183,1789,1046,442,301
"What do you say we light a fire, eat a few mice and see where the night takes us?",1.5813953488372092,0.016922627676048033,1806,1003,556,247
I love curling up with a good book.,1.580392156862745,0.01630616245110069,1785,955,624,206
"Just a heads up, part of me is clogging your toilet.",1.5734445157152022,0.018633512145301595,1559,896,432,231
You knew I was an invasive species.,1.5729166666666667,0.019130283800331188,1440,818,419,203
Don’t believe that version. It was all Eve’s idea,1.5712392312789927,0.018745147860999536,1509,862,432,215
Have you missed the wife?,1.5705263157894738,0.019085670423773828,1425,807,423,195
"Well, she's gone.  Now do I get my mice?",1.5672009864364982,0.01940613581265691,1622,998,328,296
If you skip Genesis it gets better.,1.562122229684352,0.01891262594147484,1489,865,411,213
It’s nice to unwind after a long day.,1.558695652173913,0.01854166568636432,1380,766,457,157
"'So, can we get another cat, uh, please?'",1.5541237113402062,0.021668170823996115,1164,693,297,174
"Myself, I prefer a cold-blooded murder mystery.",1.5492845786963434,0.020452137233010995,1258,742,341,175
Spoiler alert; They eat the apple.,1.5482456140350878,0.02146654180795613,1140,673,309,158
Would you mind going into the other room and untying the knot?,1.5431878895814781,0.021577703692563358,1123,667,302,154
I used to be a bookworm.,1.5412926391382407,0.021489964521944724,1114,659,307,148
"On the positive side, you no longer have a rodent problem.",1.5400624349635796,0.022826702681012754,961,563,277,121
You should switch to tablet. Can I tempt you with an Apple?,1.5396825396825398,0.0220328847868694,1134,693,270,171
Don't you wish I was a feather boa?,1.5375,0.025209196594758343,720,408,237,75
Do you have a few minutes to talk about extending your car warranty?,1.5365365365365364,0.02375094968699773,999,620,222,157
The part about the woman and the apple is a bit exaggerated.,1.536231884057971,0.02274446579435912,966,569,276,121
I found your trophy mount a bit… constricting.,1.53544061302682,0.02129286931768982,1044,602,325,117
I see you're up to Genesis 3.  Shall I read my part out loud?,1.53514526710403,0.022296125472822337,1067,646,271,150
The butler did it.,1.5329400196656833,0.024200421814106678,1017,651,190,176
I was going to eat you but I'm stuffed.,1.53125,0.024268742008085077,864,517,235,112
It's time you confront your reptile dysfunction.,1.5289699570815452,0.024673100284915424,932,587,197,148
