caption,mean,precision,votes,not_funny,somewhat_funny,funny
It’s good to be back in the field. It just wasn’t the same working from home.,1.9140406488905464,0.0108629674944978,5363,1947,1930,1486
Every time they say 'baa'  please stop saying 'humbug'.,1.9040340766725132,0.012655043578500775,3991,1485,1404,1102
Remember to check for faces—I once barked at a cotton bale for hours.,1.900784494693124,0.012086507025025598,4334,1608,1548,1178
"Remember Dave, Rule #1: Never Count Them. Dave? Dave?",1.8821200791730812,0.01193175667692611,4547,1771,1541,1235
"Ewe, ewe. ewe. That's all we ever talk about.",1.8654329449394562,0.012111728792732228,4377,1739,1488,1150
This is nothing.  Herding cats -- that's a real job.,1.865344708323726,0.012104585714068614,4337,1709,1503,1125
They refuse to budge. They claim they have herd immunity.,1.864687909209952,0.016852743429990536,2291,921,759,611
"Herding is okay, but what I’d really like to do is direct.",1.8629704108014937,0.013395282097257192,3481,1358,1242,881
"I have to admit, I’ve been sleeping a lot better since I got this job.",1.8572037510656436,0.011105019518909545,4692,1740,1882,1070
One is missing?  What does it look like?,1.8495364868077016,0.01216773047207195,4207,1674,1492,1041
Do you remember what the missing one looked like?,1.8468776732249785,0.011566119800569305,4676,1875,1642,1159
Problem is I fall asleep every time I take inventory.,1.8426883308714919,0.012277384086477725,4062,1613,1475,974
Try howling like a wolf. It's hysterical.,1.8423040604343721,0.012328514202490861,4236,1750,1404,1082
"Every night when I try to sleep, I can't stop thinking about work.",1.841890440386681,0.011436645071990001,4655,1843,1705,1107
"Let me get this right ... when you say ""ewe"" you mean them?",1.8380846941599778,0.013002366930066827,3613,1443,1312,858
"Believe it or not, they think that we look alike too.",1.8369421122403888,0.011340013135896302,4526,1746,1772,1008
It's just 'dog' now. I had to stop letting work define me.,1.8354293927416456,0.014872918029726926,2783,1123,995,665
What keeps me up at night is wondering which one is the wolf.,1.826086956521739,0.013805372441764292,3335,1400,1115,820
This job is much ado about mutton.,1.8242826654019446,0.012247362960105819,4217,1769,1420,1028
"You’re very calm, given we had 500 this morning.",1.823956442831216,0.015280669398511236,2755,1171,898,686
Hear me out... what about a fence?,1.8163558106169297,0.012867912162978886,3485,1384,1357,744
"I don't know about you, but I've been sleeping great since I started this job.",1.81536312849162,0.012774678632159813,3580,1437,1367,776
"I've been coming here for years.  Just keep your 
mouth shut and you get a haircut for free!",1.8107408605629247,0.014274940193775168,3091,1321,1034,736
We should have washed them on Cold.,1.8103448275862069,0.012916412473199227,3538,1443,1323,772
I was born a herder but I identify as a retriever.,1.809831029185868,0.013614680325651727,3255,1350,1174,731
This is way easier than cats,1.80749063670412,0.015026397648562098,2670,1111,962,597
You're going to be tempted to count them... Don't.,1.7955843167110772,0.015043742002427524,2627,1104,956,567
Is it wrong to wonder what they taste like?,1.7924263674614305,0.014717046518215742,2852,1238,968,646
I’ll admit it - it feels a little weird being back at the office.,1.7896039603960396,0.015409802667399062,2424,1006,922,496
I know you don't believe me but I'm pretty sure we're adopted.,1.7860545690775227,0.01615199249115848,2309,995,813,501
"Yes, 'sheep influencer' does make you sound more important.",1.784848484848485,0.021205227818272242,1320,564,476,280
"You DO know that if these sheep move, EVERYONE on the Zoom call will know we’re not wearing pants.",1.7830465799412505,0.016454350083091804,2383,1083,734,566
Is it time to tell the children they’re adopted?,1.7752862595419847,0.01690681742311526,2096,916,735,445
Count 'em?  I can't even see 'em.,1.7743538767395626,0.01695796539463723,2012,860,746,406
I told you not to wash them on hot,1.773319959879639,0.017388134973784105,1994,878,690,426
The hardest part is not falling asleep.,1.7727727727727727,0.016849898561561872,1998,845,762,391
"I’m just saying, an eight-hour workday is like 56 dog-hours.",1.771090534979424,0.01739659628550531,1944,845,699,400
I'm not sure we have them all.  Every time I try to count them I fall asleep.,1.7692307692307692,0.017270496295719612,1898,819,703,376
