caption,mean,precision,votes,not_funny,somewhat_funny,funny
"You can advocate for wind power all you want, Randy, but you’re not going to escape your fossil fuel destiny.",2.0448430493273544,0.010187525258632158,5798,1620,2298,1880
"‘You know, sometimes I look at you Dave and think our species is doomed.’",2.0269121813031163,0.010975385244166079,4942,1406,1997,1539
No one will ever wear that.  Not in 100 million years.,2.019339326782354,0.008120339444733879,9566,2926,3529,3111
How did you get it on?,2.0151484951166037,0.011511641443108763,5017,1630,1681,1706
We send you 65 million years into the future and that's all you bring back?,2.0063784549964563,0.020874789617781497,1411,429,544,438
"If that’s a courtship display, I think I know how we go extinct.",1.9662348401323042,0.00925258973860063,7256,2380,2741,2135
I don't know what you want me to do about it. I can't reach it either.,1.9438202247191012,0.017591694322829733,1958,651,766,541
Your meal came with a toy?,1.9365426695842451,0.008591126933653001,8683,3075,3084,2524
You’re right. No one will notice the arms anymore.,1.9246293245469521,0.015508058854099527,2428,807,997,624
"I'm sorry, Herbert. I can't keep waiting for you to evolve.",1.8859757605738312,0.012139964700874615,4043,1461,1582,1000
They put me at the children's table; so I ate one.,1.885828743114672,0.012948574911214763,3994,1591,1268,1135
"You're 65 million years old, Todd.",1.8762455801992928,0.01435364086092411,3111,1213,1070,828
It would be a cruel irony if we go extinct but those hats endure.,1.8746245059288538,0.010086684851884551,6325,2481,2156,1688
"Well, it's an improvement over your MAGA hat.",1.8740912095175148,0.010788141054845338,6052,2560,1694,1798
What do you mean you don’t know what happened to the kid ?,1.8617741360883506,0.014821912449216759,2807,1086,1023,698
It just doesn't say 'apex predator' to me.,1.8446412754650132,0.01063682768001232,5645,2309,1904,1432
"I decided to stop taking life so seriously. We rule the planet, what's the worst that could happen?",1.8425196850393701,0.017470309480040684,2032,815,722,495
I’m just glad you’ve stopped wearing crocs.,1.8264218009478672,0.019203490125139538,1688,697,587,404
That's gonna keep some archeologist up for nights in about 3 trillion years from now.,1.8236826867400115,0.01321117841481544,3454,1399,1265,790
"My opinion? Your hat says, ""I have chosen not to mate. Like ever.""",1.816039685820587,0.016073332621981896,2419,1019,826,574
That must be from our preposterous period.,1.8128451031676838,0.013822101364786238,3441,1513,1059,869
Brains the size of a walnut don't need cooling fans.,1.8082799408575654,0.017446172160393562,2029,858,702,469
I’m a Velocicopter.,1.7950499348675641,0.011874001238158892,4606,2064,1422,1120
"Maybe a little younger, but you still look prehistoric.",1.7731888964116451,0.019096559527440136,1477,603,606,268
How’d you get your hands on one of those?,1.7555266579973992,0.02790959606362469,769,347,263,159
"Well, to be honest, Phil.  I would have eaten the hat too.",1.749463135289907,0.014481909022691518,2794,1256,982,556
The hat is kinda dorky but the kid was delicious.,1.7445198836081475,0.010917053680498593,5155,2410,1652,1093
And now we will hear from Mr. Giuliani’s next witness,1.7441059602649007,0.013354460806023791,3775,1877,987,911
Why? Because my arms are too short to take it off.,1.7396061269146608,0.015426987331186708,2285,996,888,401
"Yes, I think it does make you more approachable"".",1.7248632730332352,0.014877423341057803,2377,1042,947,388
All I'm saying is Tyrannosaurus Rex translates as “King of the Tyrant Lizards” and the hat kind of takes away from that.,1.723504106374658,0.01467510096660547,2557,1155,954,448
"So you've swapped your MAGA cap for the Guiliani?""",1.7165062916358254,0.022145049521282094,1351,693,348,310
"Wait, what? We’re going extinct? I thought you said wear something distinct!",1.7101073676416143,0.01538430890115995,2701,1368,748,585
Even worse. Now you look like a child predator.,1.708203530633437,0.017642549721753567,1926,940,608,378
I wouldn't be caught extinct in that.,1.7078858545566125,0.013655408983365095,3259,1605,1001,653
I still think solar is the way to go.,1.7075782537067545,0.02112544285910816,1214,558,453,203
I don't care if he's Jewish. Noah will not let you on with that,1.7044595616024187,0.021486242472141814,1323,657,400,266
Did you have fun at Jurassic Park?,1.7036637931034482,0.02508929165927358,928,449,305,174
"Whoever told you that was a meteor deflector was lying to you, Carl.",1.6938490214352284,0.01626559533572447,2146,1038,727,381
Yes. it does make your arms look too short.,1.6936104695919938,0.014920929870909152,2598,1271,852,475
How did you put that on?,1.693406868889446,0.012384788017283122,3989,2019,1174,796
"No, it doesn’t make your arms look small. . . but how did you get it on your head?",1.692842105263158,0.011107019306390208,4750,2345,1519,886
