rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,I'm not a big cat person.,1.9682264586943965,0.0195388719120538,1731,600,586,545
1,Think it over. I'm still the only one here who can use a can opener.,1.9537091988130564,0.0192399594316282,1685,566,631,488
2,"In my defense, the neutering was a requirement of the condo board.",1.7857811038353602,0.0237123201554306,1069,460,378,231
3,"First of all, I'd like to apologize for the whole laser light thing.",1.7757757757757755,0.0249326581580739,999,447,329,223
4,"I may be a little prick, but at least I'm not a giant pussy.",1.7593406593406593,0.0276476003828799,910,452,225,233
5,Don't forget I'm still the only one who knows how to operate the can opener.,1.741161616161616,0.0276784518923143,792,369,259,164
6,"Kids, stay in the thimble.",1.733231707317073,0.030370223365644,656,309,213,134
7,"If you are going to rip-up the sofa, you are going to learn how to fix it!",1.6978851963746224,0.0296842347638841,662,323,216,123
8,Kill me and the can opener dies with me.,1.6587591240875912,0.0324265589574081,548,283,169,96
9,"If you eat me, you won't have anyone around to ignore anymore.",1.650190114068441,0.0319352833834641,526,265,180,81
10,"Take it easy, pal. She neutered me, too.",1.631687242798354,0.0347766936740164,486,265,135,86
11,"So this is what the label meant by ""and other side effects.""",1.62839248434238,0.0332973892144272,479,249,159,71
12,So! Schrodinger's Cat finally meets String Theory!,1.6195652173913044,0.0359200849235681,460,257,121,82
13,He realized then that shrinking himself wasn't his real mistake -- it was getting a cat.,1.6122448979591837,0.0365129937048717,441,248,116,77
14,"Honey, run the can opener, quick!",1.6055045871559632,0.0366061824857011,436,247,114,75
15,"Seriously, you'll just cough me up.",1.585,0.0360233494314542,400,221,124,55
16,One of us is having a bad dream.,1.5672043010752688,0.0383823455434695,372,217,99,56
17,"""Honey...was the cat food made by Monsanto?",1.5636856368563683,0.0388309893154985,369,218,94,57
18,"It was then that Bill realized he had made a terrible mistake wishing for ""a ton of pussy.""",1.5441176470588236,0.0410619736302949,340,210,75,55
19,"So that would be a no on the cat sweater, then.",1.5347432024169183,0.0392587238328085,331,197,91,43
20,I thought I'd sew a pussycat.,1.5292307692307692,0.04303009257454,325,210,58,57
21,"Easy now, kitty. How about we work together until we figure out whose dream this is.",1.5251572327044025,0.0397523659866337,318,191,87,40
22,Absolutely the last time I cat-sit for Gulliver.,1.5207667731629393,0.0407438585965667,313,192,79,42
23,One of us is in the wrong cartoon.,1.5207667731629393,0.0427071707417911,313,200,63,50
24,You knew I was a terrible wizard when you married me.,1.5115511551155116,0.0425548447754218,303,193,65,45
25,I know this is how you perceive me but in reality I'm twenty times your size and control your food.,1.5115511551155116,0.0401771875732627,303,184,83,36
26,What happened to you just ignoring me all the time?,1.5067114093959733,0.0392697932360868,298,178,89,31
27,Looks like my wish for a shrink may have been misinterpreted.,1.5067114093959733,0.0386900760497811,298,176,93,29
28,Remember how everyone was saying you should be neutered but I said no?,1.5066666666666666,0.0390789537067818,300,179,90,31
29,Don't make me call the dog.,1.5066666666666666,0.0402038654728559,300,183,82,35
30,Keep in mind I only get one life.,1.501706484641638,0.0409186018646776,293,181,77,35
31,"“If you stop calling me, “a little man”, I will stop calling you, “a big pussy”.",1.4982817869415808,0.043097997455611,291,188,61,42
32,Small Lives Matter,1.4965277777777777,0.040859861221285,288,178,77,33
33,Calm down. It's the catnip talking.,1.4965277777777777,0.0405626871457567,288,177,79,32
34,"Don't come any closer, I'm allergic.",1.4836363636363636,0.0419619006954123,275,174,69,32
35,It was then that Archie realized he hadn't paid close enough attention to the non-GMO cat food label.,1.477777777777778,0.0412136323968378,270,169,73,28
36,You seemed much cuter online,1.4738805970149254,0.040057180777407,268,165,79,24
37,I'm afraid things got out of proportion here.,1.471698113207547,0.0407262781152101,265,165,75,25
38,"I understand your frustration, but your boots won't be ready until Thursday after 3.",1.471698113207547,0.0417659313607144,265,168,69,28
39,One of us has eaten too many mushrooms.,1.4696969696969695,0.0411826785972165,264,166,72,26
40,Kind of wishing I'd grabbed the laser pointer instead.,1.4696969696969695,0.0422188169196706,264,169,66,29
41,This is the last time we drop acid and catnip together.,1.4609375,0.045240603881727,256,173,48,35
42,"Stay back, I'm allergic",1.458498023715415,0.0428042944525512,253,164,62,27
43,Can't you go back to being aloof?,1.458498023715415,0.0401574457289279,253,157,76,20
44,"When the sign said 'World's Biggest Cathouse', I guess I misunderstood.",1.454183266932271,0.0426648399369802,251,163,62,26
45,This situation has gotten completely out of proportion.,1.4538152610441768,0.0421517063436484,249,160,65,24
46,I guess you're not a person-cat.,1.4516129032258065,0.0434075230121128,248,163,58,27
47,You have nine lives and I have ten needles. Any questions?,1.4489795918367347,0.0441666157268524,245,163,54,28
48,"If you'd just work with me, I think we have a best selling children's book here.",1.4489795918367347,0.0426247102436087,245,159,62,24
49,"Look, neither of us want an alteration",1.4467213114754098,0.0457878658120542,244,167,45,32
50,I have GOT to start reading the list of side effects with my medication.,1.4467213114754098,0.0419429972868605,244,157,65,22
51,I hate being part of the shrinking middle class.,1.4444444444444444,0.0412372010569558,243,155,68,20
52,"You might be her cat, but I'm her little man, so back off.",1.4439834024896263,0.0435091475282023,241,159,57,25
53,"So, am I in your dream, or are you in mine?",1.4416666666666669,0.0432273943739472,240,158,58,24
54,"Either you're a subconscious dream manifestation of my ex-wife, or I'm in really big trouble.",1.4416666666666669,0.0459639004955847,240,165,44,31
55,Your OTHER left paw.,1.4393305439330544,0.0429377033760257,239,157,59,23
56,"'It'll sleep a lot,' she said. 'You'll barely know it's here,' she said.",1.4393305439330544,0.0429377033760257,239,157,59,23
57,Did I say catgut? I meant nylon.,1.4364406779661016,0.0437278840437163,236,157,55,24
58,"Don't marry a cat lady, they said, but did I listen?",1.4364406779661016,0.0465248538927528,236,164,41,31
59,You need to cooperate for this to become viral.,1.4364406779661016,0.0441383038825304,236,158,53,25
60,"OK, let's say we reschedule the neutering.",1.4364406779661016,0.0433135754268197,236,156,57,23
61,"Okay, I'll stop making dumb internet videos of you. Just reverse the spell.",1.4351464435146444,0.0425003427876063,239,157,60,22
62,...and what was your second wish?,1.4310344827586208,0.0446613519554537,232,157,50,25
63,"Kitty, it's me. I've been downsized.",1.4310344827586208,0.0433898530762686,232,154,56,22
64,"When I wake up, you'd better be sleeping at the foot of the bed.",1.4285714285714286,0.043938304489159,231,155,53,23
65,Do you solemnly swear to leave the upholstery alone?,1.4279475982532752,0.0442124959437792,229,154,52,23
66,You need a shrink.,1.4279475982532752,0.0442124959437792,229,154,52,23
67,"Oh, now you make eye contact.",1.4279475982532752,0.0437771564536319,229,153,54,22
68,Wait wait! The Red Dot! I can show you how to catch it!,1.4279475982532752,0.0450705617715661,229,156,48,25
69,I'm guessing this is a bad time to bring up that you were adopted.,1.4279475982532752,0.0428932242474251,229,151,58,20
70,This will hurt me more than it will hurt you.,1.4279475982532752,0.0483507859471593,229,164,32,33
71,You're going to need to sit still if you want these alterations done.,1.4279475982532752,0.0424443555249337,229,150,60,19
72,I wouldn't think such a big pussy would be afraid of a little prick,1.4254385964912282,0.0472875956690232,228,161,37,30
73,"I said a stitch in time saves nine and yes, all of your lives matter.",1.4254385964912282,0.046045500498607,228,158,43,27
74,Pause the paws and I'll remove the thorn.,1.4254385964912282,0.0464632217870273,228,159,41,28
75,I'm more valuable to you alive. I can mend the catnip mouse.,1.422907488986784,0.0422092896034821,227,149,60,18
76,Where's the dog when you need him?,1.4222222222222225,0.0442953849599232,225,152,51,22
77,How did you get out of the bag?,1.4196428571428572,0.044866512148007,224,153,48,23
78,Oh yeah? Good luck working the can opener.,1.4196428571428572,0.0430447460757938,224,149,56,19
79,"Honey, would you mind putting Precious outside for a while?",1.4196428571428572,0.0435073396294118,224,150,54,20
80,This was much more fun when you were a kitten.,1.4170403587443947,0.0407518438227272,223,144,65,14
81,"Honey, the cat's outta the bag...",1.4136363636363636,0.0420912179567227,220,145,59,16
82,"Honey, I think we can leave the debate over 'shrank' or 'shrunk' for another day.",1.4136363636363636,0.0454119767460756,220,152,45,23
83,It said 'condensed milk.' Who knew?,1.4136363636363636,0.044952604280186,220,151,47,22
84,"""Take shrinking,"" they said. ""It's the best super power,"" they said.",1.4109589041095891,0.0441390674001984,219,149,50,20
85,Hand over Thumbelina and nobody gets hurt.,1.4109589041095891,0.0464512265431794,219,154,40,25
86,It seems as though I've brought a needle to a catfight.,1.4101382488479262,0.0434519468084191,217,146,53,18
87,Would it help if I say I'm a big cat lover?,1.4101382488479262,0.0429581457227098,217,145,55,17
88,Stand back! This needle is threaded!,1.4101382488479262,0.0429581457227098,217,145,55,17
89,I think I liked you better as a kitten.,1.4101382488479262,0.0458412332838266,217,151,43,23
90,Does it really even matter whose dream this is?,1.4101382488479262,0.0439401988952006,217,147,51,19
91,Last time I take LSD.,1.4088669950738917,0.0460782209266057,203,139,45,19
92,I should have known the genie would confuse my wish for a ton of pussy.,1.408256880733945,0.047037356962757,218,155,37,26
93,Alice! Where's the pill that makes you larger?,1.408256880733945,0.0442588447563642,218,149,49,20
94,"Well, I didn't try to eat you when I was the bigger one.",1.408256880733945,0.0479277458298752,218,157,33,28
95,"I may be a big pussy, but I'm not afraid of a little prick.",1.4074074074074074,0.0455013577870848,216,150,44,22
96,This is the last time I house sit for Stephen King's cat!,1.4074074074074074,0.0425673070284199,216,144,56,16
97,I know this is a dream because I don't sew.,1.4074074074074074,0.0425673070284199,216,144,56,16
98,You're not what I told the genie I wanted lots of!,1.4046511627906977,0.0484031799527841,215,156,31,28
99,"Honey, the cat hasn't forgotten we had him neutered.",1.4046511627906977,0.044666736398773,215,148,47,20
100,This is going to hurt me more than it does you.,1.4046511627906977,0.0474966336416127,215,154,35,26
101,"Tell me where the ball of yarn is, and nobody gets hurt",1.400943396226415,0.0445851372738017,212,146,47,19
102,"THIS was the point of my bringing the sewing kit in, kitten.",1.4,0.0463770592482515,210,148,40,22
103,Why do I always have to be Androcles?,1.4,0.0438519017992417,210,143,50,17
104,Stop being such a big pussy and let me get that splinter.,1.3981042654028435,0.0471626068047292,211,151,36,24
105,But you ARE a big pussy!,1.3971291866028708,0.0460128814295757,209,147,41,21
106,I seem to have lost perspective,1.3971291866028708,0.0444878116183546,209,144,47,18
107,It's the same nightmare - the cat's got my tongue and I'm hanging on by a thread.,1.3971291866028708,0.0470021117329868,209,149,37,23
108,Honey! Change the box!,1.3971291866028708,0.0418226285379128,209,139,57,13
109,"Hey, Alice -- which one makes you larger?",1.3942307692307692,0.0456366960856544,208,146,42,20
110,You were a lot more fun when you weighed three pounds.,1.3942307692307692,0.0430168846219261,208,141,52,15
111,"Now, what have you done with Thumbelina?",1.3942307692307692,0.0440834961112593,208,143,48,17
112,"To be honest, I'm not thrilled with you either at the moment.",1.3942307692307692,0.0451249032819653,208,145,44,19
113,Alice warned me this might happen.,1.3942307692307692,0.0440834961112593,208,143,48,17
114,Curiosity isn't going to be your problem.,1.3932038834951457,0.044373312853605,206,142,47,17
115,Who's the pussy now?,1.3902439024390243,0.0455532145562253,205,144,42,19
116,Should've taken the blue pill.,1.3902439024390243,0.0460751490942497,205,145,40,20
117,"I suppose you realize, now, that ""fixed"" is just a euphemism.",1.3872549019607845,0.0440639530730558,204,141,47,16
118,C'mon. You're blowing this whole thing out of proportion.,1.386138613861386,0.0420759480304396,202,136,54,12
119,It's time for the fat cats to answer to the little guys.,1.386138613861386,0.0495984536410796,202,150,26,26
120,"Just remember, I'm the only one who knows where the Friskies are kept!",1.3830845771144278,0.0439081151516875,201,139,47,15
121,Sorry about that whole neutering thing,1.3830845771144278,0.043337874110214,201,138,49,14
122,"Hey, I think I hear the sound of the can opener!",1.3830845771144278,0.0409776324019383,201,134,57,10
123,I'm done playing cat and mouse.,1.3819095477386936,0.0436213136367678,199,137,48,14
124,Now do something cute for the Internet.,1.3819095477386936,0.0436213136367678,199,137,48,14
125,"Ah but you forget, my fearsome foe, that there's more than one way to skin a cat",1.3819095477386936,0.0447698189951071,199,139,44,16
126,Back off. I have a needle - and it's threaded.,1.3819095477386936,0.0436213136367678,199,137,48,14
127,"Relax, I get splinters out of my kids hands all the time.",1.3819095477386936,0.0430355685296311,199,136,50,13
128,You got the yarn. Now just go.,1.378787878787879,0.044312158338099,198,138,45,15
129,"Or, hear me out, I could teach you how the can opener works",1.378787878787879,0.0448869863048305,198,139,43,16
130,Wait - is this the dream about health insurance or the one about calling the cable company?,1.378787878787879,0.044312158338099,198,138,45,15
131,"I don't know what has happened to me, but it was Helen who had you neutered.",1.378787878787879,0.0448869863048305,198,139,43,16
132,Why don't we settle this with a nice belly rub?,1.3756345177664977,0.0455757980057162,197,140,40,17
133,"I'm telling you, it was Louise who insisted on neutering.",1.3756345177664977,0.0426399638882292,197,135,50,12
134,Are you sure that was catnip?,1.3756345177664977,0.0493936731243338,197,147,26,24
135,"C'mon, cough it up.",1.3756345177664977,0.0444247524075318,197,138,44,15
136,Time to find out if I'm a mouse or a man.,1.3743589743589744,0.0464641374450406,195,140,37,18
137,That's it! I'm now officially a dog person!,1.3743589743589744,0.0453120279870721,195,138,41,16
138,honey..the cat's out of the bag,1.3743589743589744,0.0447248452897939,195,137,43,15
139,"Okay, from now on we're switching to non-GMO milk!",1.3724489795918366,0.0445370466179493,196,138,43,15
140,"Honey, I blew up the cat.",1.3711340206185567,0.0460148259120266,194,139,38,17
141,I'm going to need a spool sample.,1.3711340206185567,0.0454306972619994,194,138,40,16
142,Help me find the antidote and you can have tuna every night.,1.3711340206185567,0.0471613836069241,194,141,34,19
143,"OK, Honey, free the children while I have him distracted",1.3711340206185567,0.0454306972619994,194,138,40,16
144,This is because I only put out the dry food isn't it?!,1.3711340206185567,0.0448389596635423,194,137,42,15
145,"Honey, you were supposed to shrink the kids!",1.3711340206185567,0.0442393077896354,194,136,44,14
146,"You may have claws, but I have opposable thumbs. En garde!",1.3697916666666667,0.0457464247220978,192,137,39,16
147,"Yes, you're right to be upset. I'm very sorry we named you ""Mr. Snuggles.""",1.3697916666666667,0.0469234527553608,192,139,35,18
148,Declawing was just a suggestion...,1.3697916666666667,0.0457464247220978,192,137,39,16
149,"Alice, quick, where’s the other pill?",1.3697916666666667,0.0432964812380236,192,133,47,12
150,Okay -- I promise we won't use cat gut any more.,1.3697916666666667,0.0480716700574735,192,141,31,20
151,Don't make me use the scissors.,1.3697916666666667,0.0451464046524145,192,136,41,15
152,I wouldn't be so curious if I were you.,1.3697916666666667,0.0457464247220978,192,137,39,16
153,Usually I wake up about now.......,1.3664921465968587,0.0446490709350166,191,135,42,14
154,Well I'll be damned - my wife really IS a witch!,1.3664921465968587,0.0464636883849762,191,138,36,17
155,You're taking things out of proportion.,1.3664921465968587,0.0427575108300766,191,132,48,11
156,"The name is Thumb, Tom Thumb.",1.3664921465968587,0.0458667934059507,191,137,38,16
157,"Yes, honey-- I believe you now. Please change me back.",1.3664921465968587,0.045262027532493,191,136,40,15
158,Stay back! I know cross-stitch.,1.3664921465968587,0.0470530120112218,191,139,34,18
159,Be gentle—this is the only life I've got!,1.3664921465968587,0.045262027532493,191,136,40,15
160,Think about it – am I really worth one of your lives ?,1.3664921465968587,0.0440275815184997,191,134,44,13
161,"On second thought, I'll just have the vet remove those.",1.3645833333333333,0.045066113526945,192,137,40,15
