rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Should we tell her she's wearing two different shoes?,1.841571609632446,0.0286181182440202,789,327,260,202
1,She is Henry's only surviving wife.,1.7296137339055797,0.0368301515110416,466,227,138,101
2,Should we tell her it's on backwards?,1.6962962962962962,0.0395275580794341,405,208,112,85
3,So that's where all of the coffee filters went.,1.6773333333333331,0.041017133356174,375,198,100,77
4,"Well, it does make her waist look smaller.",1.6702702702702703,0.0388221980684389,370,184,124,62
5,It deployed when her carriage rear-ended an ox cart.,1.6619718309859155,0.0404318043210412,355,183,109,63
6,"Nah, count the rings. She's definitely pushing 30.",1.6468842729970326,0.0431653494158887,337,186,84,67
7,It DOES make her butt look smaller.,1.6258064516129032,0.043898347541465,310,172,82,56
8,"Well, look who went out with Lord Hickey last night",1.6197718631178708,0.0453921509470431,263,140,83,40
9,I know her but we were never close.,1.6168831168831168,0.0425000538481937,308,167,92,49
10,That reminds me...we're out of coffee filters.,1.6041666666666667,0.0441171133055093,288,160,82,46
11,I hate fashion week.,1.6013986013986017,0.0470657142407536,286,170,60,56
12,It does make her waist look smaller.,1.597864768683274,0.0424166275845126,281,150,94,37
13,You should see the chastity belt.,1.5949820788530469,0.0469860786564411,279,165,62,52
14,I attempted an ear nibble and her collar bag deployed.,1.5935251798561152,0.045734382121893,278,160,71,47
15,They have been selling off the charts since Ann Boleyn lost her head.,1.5897435897435896,0.0437377868031975,273,150,85,38
16,"Actually, I think that's YOUR wife.",1.5851851851851853,0.0459783935902599,270,156,70,44
17,New money.,1.58364312267658,0.0470172327573698,269,159,63,47
18,And that is why it's so important to know the difference between the radius and the diameter.,1.5795454545454546,0.0452759627056015,264,150,75,39
19,She hath a hickie.,1.5779467680608366,0.0469905407813146,263,155,64,44
20,If I read the rings right she's 26.,1.573076923076923,0.0461804447660189,260,151,69,40
21,That's Mary Queen of Scots Tissue...,1.5669291338582678,0.0477240566469275,254,152,60,42
22,"Why that's Mary, Queen of Scott Tissues.",1.5669291338582678,0.0477240566469275,254,152,60,42
23,"Oh, that's just Mary, Queen of Scott tissue.",1.5634920634920637,0.0483693706029275,252,153,56,43
24,""" Yon witch doth prophesy 'whiplash' "".",1.562248995983936,0.0468057851366081,249,146,66,37
25,You can tell how old she is by counting the rings.,1.562248995983936,0.0481698243941002,249,150,58,41
26,She's the only surviving wife of Henry the VIII.,1.562248995983936,0.0485048409659746,249,151,56,42
27,We're going to need a bigger guillotine.,1.562248995983936,0.0471504945597642,249,147,64,38
28,It looked smaller on line.,1.556910569105691,0.0462108720908265,246,143,69,34
29,"Well, he did behead two of his wives.",1.5551020408163263,0.048480787868891,245,149,56,40
30,Never sit behind her at the Globe.,1.5551020408163263,0.047080386266221,245,145,64,36
31,"Forsooth, she has not a tooth.",1.5551020408163263,0.0537185524566307,245,165,24,56
32,Get a load of those ridiculous shoes.,1.5518672199170125,0.0476997981398625,241,144,61,36
33,You should see what they are doing with codpieces this fall.,1.5510204081632653,0.0478042884926976,245,148,59,38
34,You should see her chastity belt.,1.5481171548117154,0.0494682978392837,239,148,51,40
35,That's Lady Goodyear.,1.546218487394958,0.0470736372507978,238,141,64,33
36,Go ahead and ask her out. She won't bite.,1.5443037974683544,0.0483557895278914,237,144,57,36
37,It's a verbosity belt.,1.5423728813559323,0.0450540147807301,236,135,74,27
38,"If that's not a white collar crime, I don't know what is.",1.5347826086956522,0.0499138690708359,230,144,49,37
39,how long before she realizes her shoes don't match?,1.5330396475770924,0.0488657760852897,227,139,55,33
40,That is SO sixteen seventies.,1.5330396475770924,0.0500481625748173,227,142,49,36
41,New money.,1.5309734513274336,0.0474073512093482,226,135,62,29
42,The lady doth protect too much.,1.528888888888889,0.0492124932160132,225,139,53,33
43,I just went to kiss her and she pulled the emergency cord.,1.518348623853211,0.0529089946941027,218,144,35,39
44,"Should we tell her, her shoe is untied?",1.514018691588785,0.0490034836012233,214,132,54,28
45,There's no point in trying to impress her with your new codpiece.,1.514018691588785,0.0485537273139393,214,131,56,27
46,it does make her butt look smaller.,1.514018691588785,0.0498908342585422,214,134,50,30
47,That's nothing: You should see her chastity belt.,1.514018691588785,0.0494491493762465,214,133,52,29
48,I understand it was given to her by Count Michelin.,1.5138888888888888,0.0491000694966566,216,134,53,29
49,"It took a lot of practice, but I can take it off with one hand.",1.509433962264151,0.049809871022343,212,133,50,29
50,It's from the Anne Boleyn collection.,1.5,0.0490255506605529,206,128,53,25
51,Methinks the lady doth project too much,1.5,0.051842673532121,206,134,41,31
52,"Even worse, she's knitting me a sweater.",1.5,0.0522974425364761,206,135,39,32
53,What's even worse is her husband's codpiece.,1.497560975609756,0.0524959929895327,205,135,38,32
54,ah..there goes the executioners wife.,1.492537313432836,0.0499349840900481,201,127,49,25
55,"I can still hear you, you know.",1.492537313432836,0.0518893785971439,201,131,41,29
56,Date with Henry VIII tonight.,1.49,0.0511132352142803,200,129,44,27
