caption,mean,precision,votes,not_funny,somewhat_funny,funny
Maybe we should try thinking inside the box.,2.1549501337873997,0.005754970059548524,16444,3403,7091,5950
"Look, it's right here - ""cheese sold separately""",2.044577553593947,0.006220138257705891,15860,4528,6097,5235
This is the last time I sign up for a research experiment sponsored by Ikea.,2.0363720073664826,0.007130676254198445,13032,4091,4377,4564
You're right; it's a trap.,2.022389429253074,0.0074811925973663415,10898,3204,4246,3448
Let's just go with the open floor plan.,1.9932017543859648,0.006549215847065764,13680,4069,5642,3969
They’re not testing our intelligence. They’re testing our marriage.,1.9788395394048153,0.006967710670917129,13374,4498,4671,4205
I think we can build a better one.,1.951219512195122,0.007033080670331419,12751,4357,4667,3727
"If we move the cheese tray to the front, we'll save a lot of  running around later.",1.9125303713988198,0.007185312049413194,11524,3979,4576,2969
Now that we ate the cheese I kinda don't see the point.,1.9069630790324161,0.007884871205689495,10211,3775,3617,2819
Remind me again how this will prevent us from getting Alzheimer’s.,1.8895474916871475,0.009739292473074177,6917,2693,2295,1929
Who writes these instructions...cats?,1.8892419428052656,0.010036225036622038,6609,2606,2129,1874
Well this is just great honey.  The directions are written in gerbil.,1.8389660124461464,0.007843511227396528,10445,4332,3463,2650
Apparently he expects us to do his entire science project for a piece of cheese.,1.8381211180124224,0.01505530872423421,2576,994,1005,577
Let’s try thinking inside the box.,1.8252299605781865,0.01394396389505162,3044,1213,1150,681
We're in the control group.  The experimental group doesn't get the instructions,1.8234844625573103,0.008510892252649456,7852,3048,3142,1662
Let's just go to live in the box it came in.,1.814103288507176,0.008305685291067764,8849,3676,3142,2031
To heck with this. Let’s go poop in their sock drawer again.,1.7954121863799284,0.009683213131626449,6975,3140,2122,1713
I dunno. This feels like a trap.,1.7816640169581346,0.007656717644650369,9435,3867,3763,1805
Those Swedish mice think they are so clever,1.769302760879738,0.009529436186944209,6411,2776,2338,1297
"Its mostly hallways and dead ends, but its affordable.",1.7691744462749406,0.009951351698837074,5463,2306,2133,1024
"""Let's get Mexico to build it.",1.7424885118416402,0.010669720628439227,5658,2738,1639,1281
"At last, a maze of our own.",1.7405635300372142,0.017242873093207062,1881,833,703,345
"Well wouldn’t you know it?
“Cheese not included.”",1.7384726224783862,0.008045088308780987,8328,3623,3263,1442
This confirms we're females - we're reading the instructions,1.7357190486774838,0.011590936012750037,4499,2111,1466,922
These are the best laid plans I’ve ever seen!,1.7356608478802993,0.010899416529215578,5213,2485,1621,1107
Told you. Cheese not included.,1.7333834963631802,0.011603077028706584,3987,1743,1564,680
