caption,mean,precision,votes,not_funny,somewhat_funny,funny
Be grateful you're not in business class.   They have a mime.,1.7857142857142858,0.026814726626394073,854,373,291,190
And for my next trick I will turn a twenty dollar bill into a bag of seven almonds.,1.7259989621172807,0.0185225617971508,1927,973,509,445
I'm going to need to turn somebody into a pilot.,1.7254743641501817,0.016107969086243686,2477,1229,699,549
"I call this next trick '""Overbooked Flight"", and I will need three volunteers from the audience.",1.721290322580645,0.020383844637448648,1550,775,432,343
Watch me pull out some hidden fees from thin air.,1.7101694915254237,0.022699940031347815,1180,579,364,237
You heard me right ladies and gentlemen; we're arriving early and your luggage is on this plane!,1.6795727636849132,0.01974409963756453,1498,754,470,274
And now I'll need a volunteer for my vanishing act. This flight is overbooked.,1.6623655913978495,0.02476746480970357,930,475,294,161
I’m here to fit the carry on bags into the overhead bins.,1.6593279258400928,0.025291380912846346,863,435,287,141
A few more hours in that seat and you'll be begging me to saw you in half.,1.6583242655059847,0.024843939075048307,919,471,291,157
"Pick an airport, any airport.",1.646362098138748,0.021713930400495806,1182,612,376,194
I’ll grant any wish that does not involve seat size or legroom.,1.6417582417582417,0.02431904070925935,910,466,304,140
Can I get a volunteer...maybe someone who's landed a plane?,1.6306976744186046,0.02387999563347616,1075,601,270,204
And Poof! Your connecting flight is gone!,1.6246943765281174,0.026057668626365216,818,438,249,131
"We've overbooked, so I am going to make six of you disappear.",1.6231203007518797,0.02287579377216907,1064,572,321,171
For my next trick I'll have you arrive on time with your luggage.,1.6151724137931034,0.02710496603125502,725,386,232,107
"Nothing up my sleeve, it was confiscated at security.",1.614015572858732,0.024713449621355688,899,487,272,140
I love this gig.  Nobody can walk out!,1.6024844720496894,0.02899936098972978,644,353,194,97
Chicken or rabbit?,1.601,0.023202097692608257,1000,548,303,149
"Ladies and gentlemen, the captain has now turned on the ‘applause’ sign.",1.5938494167550372,0.02404171153427908,943,526,274,143
"And when I snap my fingers, a lucky one among you will actually make his connecting flight!",1.5912938331318016,0.02461401947001481,827,445,275,107
"A second bag of peanuts? You realize I'm not an actual magician, right?",1.5849056603773586,0.024500301803923343,901,508,259,134
"… and when you wake up you will have remembered a perfect flight, a great flight crew, with excellent food and a great landing.",1.5845464725643896,0.02467192527809719,893,505,254,134
"Everyone click your heels and say, ""There's no place like Newark.""",1.5842044134727062,0.025543948167570055,861,495,229,137
"My career doesn’t seem to be taking off, either.",1.5809414466130884,0.02584194968315285,871,512,212,147
"Now sit back, relax and enjoy the delay",1.5782747603833867,0.02898339446321172,626,352,186,88
"Remember the fun, excitement, and glamour of plane travel? Watch it disappear!",1.5767386091127098,0.024924675981679027,834,467,253,114
"For my next trick, we'll be landing on time.",1.575794621026895,0.02696133564298642,818,490,185,143
"Watch carefully, as some of our safety options may have changed.",1.5747282608695652,0.026777602141244996,736,415,218,103
I'm in charge of recovering lost luggage.,1.5708762886597938,0.02895192292824925,776,490,129,157
It’s either me for a whole hour or she kicks your seat for the whole trip.,1.570446735395189,0.030112359841722433,582,332,168,82
I will now saw a woman in half and she still won't have legroom.,1.5697841726618704,0.029801291744933088,695,428,138,129
"""One last magic trick before I head back to the cockpit!""",1.5681818181818181,0.026538343424465927,748,428,215,105
Thank you for levitating with us today.,1.5673854447439353,0.026773743043007506,742,427,209,106
"Yes, I am technically your pilot, but magic is my true passion.",1.5658465991316932,0.02844406343930291,691,408,175,108
Watch me pull a full-sized suitcase from this overhead bin!,1.5648535564853556,0.02656309664864239,717,405,219,93
We actually don't need magic to make your bags disappear.,1.56,0.038547606975856,375,223,94,58
"When I wave this, you'll remember our on-time departure, and a smooth takeoff followed by a delicious meal.",1.5590433482810164,0.02786198114685527,669,386,192,91
"And now for my next trick, I will silence all the children in the cabin!",1.5583832335329342,0.026745799883181577,668,372,219,77
You’re in economy. First class gets the movie.,1.5570776255707763,0.02750725035119336,657,373,202,82
"Our meal options today are chicken,  fish, and - if I can pull this off - rabbit.",1.5546875,0.029258153695311172,640,381,163,96
"And now I will make your oversized bag disappear, only to magically reappear in Phoenix with a $35 charge on your card.",1.5499181669394435,0.027953144231119147,611,345,196,70
Ta da! You are now in first class.,1.5497553017944534,0.02882604546888243,613,356,177,80
Now close your eyes and repeat three times:  The landing gear is down. The landing gear is down.  The landing gear is down.,1.5401069518716577,0.02960500907290519,561,326,167,68
And “poof” there goes your connecting flight.,1.5345794392523364,0.032139909521964403,535,330,124,81
Now watch as I disable your call buttons for the remainder of the flight.,1.5308151093439364,0.03179552867695009,503,301,137,65
You're following my  magic wand.  Your eyes are growing heavy.  You're forgetting about the twenty-six hour delay.,1.5305263157894737,0.03253364772292961,475,283,132,60
I made your leg room disappear!,1.5281124497991967,0.03062321025183973,498,289,155,54
Just be glad you're not in coach- they have a mime.,1.5273833671399595,0.03266957698696613,493,301,124,68
"If you believe, and have a credit card, anything is possible!",1.5251046025104602,0.03156674674489701,478,281,143,54
"More leg room?  Sorry, I do tricks, not miracles.",1.5243128964059196,0.033992520667536164,473,295,108,70
"We didn’t lose your luggage, it disappeared.",1.5240384615384615,0.05232423278550828,208,132,43,33
"For my next trick, we will depart on time.",1.5227765726681128,0.033712341300906404,461,283,115,63
And now I will magically turn our one hour delay into a four hour delay.,1.5217391304347827,0.032482944038136854,460,274,132,54
Think of a delay between one and ten hours.,1.514018691588785,0.03413250895975282,428,261,114,53
"…for my next trick, I will need a large body of water and a seat cushion.",1.514018691588785,0.03315670141872651,428,255,126,47
"Behold, Tarmac the Magnificent.",1.5129411764705882,0.03542815834338328,425,267,98,60
"And now, when I open the overhead door, there will be space!",1.5107398568019093,0.03317016161536284,419,249,126,44
It was the only way to get my rabbit through security.,1.508641975308642,0.03436430518022468,405,245,114,46
"You shouldn’t complain, economy class has a mime.",1.5084745762711864,0.03638146390355715,413,264,88,61
We have a new solution to overbooking.,1.5073170731707317,0.03559618476874412,410,257,98,55
"There's nothing up my sleeve, or in my pockets or shoes.",1.5071090047393365,0.03806916556755991,422,284,62,76
How else do you think we get this lump of metal in the air ... physics?,1.5013698630136987,0.03754161874043745,365,230,87,48
Alakazam! And the obnoxious gentleman in 26-B has lost the use of his vocal cords.,1.5,0.03550780817411363,382,235,103,44
"Despite Bruce’s efforts, his act wasn’t as popular as the drink cart.",1.4974489795918366,0.03483550266710213,392,241,107,44
The real trick is if we take off on time.,1.497282608695652,0.03650699050550026,368,229,95,44
"That noisy, drunk guy back in coach is now a toad. You’re welcome.",1.4958904109589042,0.03833465343779283,365,236,77,52
For my next trick...levitation.,1.493368700265252,0.03720676324935394,377,242,84,51
"For my next trick, you'll magically believe you have more leg room",1.4930362116991645,0.03458551405650603,359,214,113,32
And now…..a show of hands please. Who would like me to make the pilots reappear?,1.4915254237288136,0.041549712058118485,295,188,69,38
Remember that crying baby in seat 10b?,1.4909560723514212,0.03665594331151089,387,249,86,52
Peanuts? Check your left pocket,1.490625,0.039338659400551534,320,202,79,39
"Yes,I am a flying sorcerer",1.489855072463768,0.03918345158274736,345,224,73,48
You've been a great audience... now back to the cockpit.,1.489795918367347,0.03825983570715615,343,218,82,43
"My live magic show replaces our in-flight movie, cancelled over complaints of its violence and insensitive treatment of women, which we can't condone. For my first trick, I'll be sawing a woman in half.""",1.489795918367347,0.03914093424390637,343,222,74,47
"And should levitation fail, you may use your seat cushion as a floatation device.",1.488135593220339,0.038071291087594356,295,177,92,26
"Pick an arrival time, any arrival time.",1.4875346260387812,0.03532746011845256,361,221,104,36
"Now that your meals have vanished, I will now shrink the legroom.",1.4867256637168142,0.03744868609717134,339,212,89,38
