caption,mean,precision,votes,not_funny,somewhat_funny,funny
Forget everything you've ever thought about elevator music.,2.2025839183528997,0.005568834403346639,16951,3095,7335,6521
"You're in 702? Awesome, we're in 704""",2.1281226811773437,0.0061559931951059585,16172,4064,5984,6124
"Neither one of us plays, but we find they keep people at least six feet away.",2.1213198309972503,0.006237407364752454,14911,3545,6025,5341
We've been asked to work from home.,2.0683080618525747,0.006709897767594058,13322,3601,5225,4496
This is orchestra. You want mezzanine.,1.9931743015973542,0.006478420780168922,14211,4309,5704,4198
"Sorry, this elevator is for top brass only.",1.9816116011361937,0.006836666926183165,13378,4317,4995,4066
I’d get in if I were you ...the other car has the percussion section !,1.9812966659274045,0.006438727272679287,13527,3936,5918,3673
Room 310 asked for a wake-up call.,1.9478566056655804,0.006998405384858244,11967,3841,4914,3212
A man purse? You know how ridiculous you look?,1.946808510638298,0.007360376895669239,12314,4488,4019,3807
"Sorry, pal. Tubas accompany, three's a crowd.",1.9298087333092746,0.007707910154675614,11084,4083,3705,3296
We’re taking our music to the next level.,1.9278858853570484,0.007241946657241214,11357,3865,4476,3016
"No, you come in on four.",1.9241471316943015,0.00769350408713575,10494,3715,3877,2902
Don’t worry. We know how to conduct ourselves.,1.8933122500232535,0.007321735641278693,10751,3750,4406,2595
You’d better get in — the next car has 76 trombones.,1.889390519187359,0.007423370570310043,11075,4072,4161,2842
"Finally, someone to push the button for us.",1.8570564028080367,0.00845328763110558,8262,3129,3193,1940
"A lady on 16 said 'Send me to Aruba,' but that's not what Alexa heard.",1.8417813178855902,0.008833338772704272,8286,3447,2707,2132
We're practicing social dissonance.,1.83781512605042,0.02332361484748397,1190,497,389,304
We're not together,1.8139650872817956,0.01004606757546576,6015,2498,2146,1371
"After a night of drinking and debauchery, John arrives home to face the music.",1.8103651354534747,0.009594260814705534,6792,2889,2302,1601
The little bell that goes 'ding' at each floor is broken.,1.8096782563570317,0.008831917762197355,7708,3195,2788,1725
"If you prefer the traditional awkward silence,wait for the next car.",1.8045789043336058,0.00797779655662931,8561,3340,3558,1663
"Yeah, it has its ups and downs. But a gig is a gig.",1.8002843846949328,0.00853154325346943,7736,3112,3061,1563
Fitness initiative by the hotel. You'd be surprised how many guests have been opting for the stairs.,1.7991783852109338,0.009367998026630086,6329,2528,2547,1254
It pretty much guarantees social distancing.,1.7860709592641262,0.011540918122192333,3805,1458,1703,644
Twenty bucks and we won't play.,1.7782101167315174,0.008994880830258317,7196,3072,2649,1475
The acoustics in here are incredible!,1.7748362445414847,0.008596101527055477,7328,3004,2975,1349
"If you're a saint, come marching in.",1.7674841053587647,0.01039235485589114,5505,2425,1935,1145
We're desperately seeking Souza.,1.7594873501997337,0.00995480737362307,6008,2697,2066,1245
What do you mean you hate elevator music?,1.7594423056913953,0.0074902381060208394,9611,4092,3792,1727
"Sure, you can wait for the other one. But, I have to warn you, it has bagpipes.",1.756015139226818,0.008641646200310063,7398,3182,2849,1367
It was the easiest way to carry the toilet paper out of Costco without raising suspicion,1.7466276613034293,0.009843795887659159,6153,2814,2087,1252
No bread or milk but we managed to get the last two sousaphones in town,1.743443728457965,0.009377020353012265,6673,3036,2315,1322
We're your downstairs neighbors in 3G. We just wanted to give you one final opportunity to reconsider keeping that treadmill.,1.7287420941672522,0.014346820306379534,2846,1324,970,552
Is this the ICU? We're here with the new ventilators from POTUS.,1.7261253681110644,0.011681604831067727,4754,2374,1311,1069
"Look, we don’t like the idea of working from home either",1.7242817423540315,0.011160999071336431,4316,1922,1664,730
Prepare to be intubated.,1.7220259128386337,0.013603542069754998,3396,1670,1000,726
Better jump in.  There are 76 trombones in the next car.,1.719298245614035,0.008411190008531834,7809,3623,2797,1389
We’re going up an octave,1.717987421383648,0.011755221893600487,3975,1810,1476,689
"Stop calling it a tuba and I'll stop calling it a ""man-purse.""",1.715656108597285,0.010052753450040355,5525,2551,1994,980
"Sorry, this elevator is reserved exclusively for the big brass.",1.7143084513767308,0.009411625204570527,6283,2910,2263,1110
"Your first journey out of the house in months deserves a little pomp and circumstance, no?",1.712784588441331,0.013918420837125472,2855,1317,1041,497
"You didn't notice if a marching band got off on this floor did you?""",1.6968335472828413,0.010693083332764253,4674,2172,1747,755
"No seriously, do you know how to get to Carnegie Hall?",1.689922480620155,0.022998435408182485,1032,491,370,171
"Oh, we don't play. It just keeps others six-feet away.",1.6865256124721604,0.009894406300736054,5388,2530,2017,841
Are you the guy who complained that the ice machine is too noisy?,1.681735985533454,0.012057347371009894,3871,1901,1301,669
"Hop in, the other elevator is baroque",1.681214980831613,0.013178297821253083,3391,1713,1047,631
This is all that's left of the national endowment of the arts,1.6764318630678077,0.013982790903815786,3038,1563,901,574
"We tried taking the stairs, but we get winded.",1.6646690275129392,0.011901113119070746,3671,1816,1297,558
"Don't be ridiculous, of course we're essential.",1.6621369571009859,0.011802754801995824,3753,1890,1283,580
We can't leave.  Your ex-wife paid for the whole day in advance.,1.65760664401661,0.014576680118483691,2649,1357,844,448
Wanna hear our elevator pitch?,1.6485745614035088,0.017322163517155466,1824,934,598,292
"We'd let you on, but we have our marching orders.",1.6444805194805194,0.011676127775972042,3696,1824,1363,509
Would you like to accompany us?,1.640278381905176,0.014621791439083019,2299,1132,865,302
"If there's a rabbi and duck behind you two guys, I've heard this joke.",1.6349014877362285,0.0148667097196572,2487,1310,779,398
519? We're in 518!,1.634638922888617,0.012639888079551692,3268,1670,1123,475
Do you mind if we accompany you?,1.6319957761351638,0.011493497651785992,3788,1941,1329,518
No room-pah-pah.,1.6296296296296295,0.02133571845398823,1242,666,370,206
