rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Gore was right. This is inconvenient.,2.2551147359690358,0.0062182939395108,14468,2672,5433,6363
1,I clearly recall choosing hell over high water.,2.103173483779972,0.0064882619901578,14180,3576,5565,5039
2,Looks like we might be facing a row vs wade  decision,2.0265555642083948,0.0073972133023328,12841,4345,3810,4686
3,Is your mom still in the lounge chair?,1.966448530175548,0.0083790358973982,9627,3420,3110,3097
4,"Still want to vote Republican, Ed?",1.9023523438822136,0.007464502652284,11818,4524,3924,3370
5,"Ok, but the moon landing was still a hoax.",1.8930712270803949,0.0074580861555637,11344,4250,4057,3037
6,"On the bright side, at least we have a roof under our feet.",1.891084808339668,0.0083256272143565,9209,3495,3222,2492
7,Please put your trunks on before the tide goes out!,1.88218094255246,0.007143215512836,11628,4215,4568,2845
8,"Frankly, I didn’t believe the seafront would reach Iowa this quickly.",1.8720453213518264,0.0109671698016209,5119,1945,1884,1290
9,"ON the water, Frank. I said a nice place ON the water.",1.8459897075436171,0.008405560235055,7967,2950,3294,1723
10,It’s Florida. We stand our ground.,1.833980044345898,0.0075584323380462,10824,4394,3833,2597
11,I'd be worried if we believed in climate change,1.8317333620968608,0.0081478654975324,9271,3764,3303,2204
12,"And to think this was the best table at Mar-a-Lago Club just
5 years ago!",1.8229499098099071,0.0094462093201283,7207,3068,2347,1792
13,"Never mind, I don't need to use the restroom anymore.",1.8147899910634493,0.0118390076090575,4476,1895,1515,1066
14,I’m just saying it might have been helpful to know that the travel agent is your ex-wife.,1.8113942712721145,0.0081133479717762,9496,4032,3223,2241
15,"Thankfully, we've been assured this isn't happening.",1.7983253588516743,0.0120323119156865,4180,1771,1481,928
16,"Truth is, this is inconvenient.",1.7746177872760152,0.0098616258844967,6083,2639,2176,1268
17,I guess it wasn't fake news.,1.769940119760479,0.0085001751947649,8350,3700,2871,1779
18,"For all of this talk of global warming, the water is still pretty cold.",1.7629402756508423,0.0093095598938832,6530,2805,2468,1257
19,It's great to get away from the wildfires for a while.,1.7546012269938651,0.014243086965722,2771,1202,1047,522
20,Not to say I told you so...but I suggested we see the glaciers 10 years ago.,1.738776517020227,0.00836434497591,8108,3635,2956,1517
21,It's funny how an inch higher every year sneaks up on you.,1.7309823677581864,0.0083560532445613,7940,3556,2964,1420
22,Just think how bad it would be if global warming were real.,1.724572587655752,0.0092907769589278,6902,3268,2267,1367
23,"Let's go to Phoenix, you said. It's a dry heat, you said. That Al Gore's an idiot, you said.",1.7181308411214953,0.0148315564530284,2675,1270,889,516
24,"Even if he didn't invent the internet, he got this right.",1.7049377759935769,0.0149383210286348,2491,1168,890,433
25,I am so glad the coalminers have their jobs back!,1.7000811688311688,0.0157808867056481,2464,1236,731,497
26,"Well, at least no one can see your Speedo.",1.6983536909187469,0.0086748960959012,7532,3613,2578,1341
27,99 Scientists agree and I had to listen to 1 republican!,1.696576653200085,0.0115500350414131,4703,2405,1320,978
28,Do you feel like we’re drifting apart?,1.6957923585361925,0.0097657303322684,6203,3065,1960,1178
29,We voted for him because he said he'd drain the swamp. We didn't know he'd pump it right into our backyard.,1.6837324525185795,0.0109706639309534,4844,2420,1536,888
30,How could this happen? Didn’t we vote against science?,1.6836427939876215,0.0103257510005855,5655,2882,1680,1093
31,"Well, I suppose this is an inconvenient truth.",1.6825373784293802,0.0090410516677826,6889,3380,2316,1193
32,Fake tide. I'm certain of it.,1.6803652968036529,0.0103695853166051,5475,2766,1693,1016
33,"Next summer, can we deny climate change in the mountains?",1.6703296703296704,0.0110798392148199,4641,2339,1493,809
34,That better be your toes inching up my leg.,1.6622351474864978,0.0106597616684859,4814,2404,1632,778
35,I blame the New York Times.,1.6616231086657496,0.0207258690424046,1454,783,380,291
36,The brochure was right.....I have forgotten about my everyday cares!,1.6576542979675557,0.0102096042679834,5363,2731,1737,895
37,"When your brother told us his beachfront property was under water, I didn't think this was what he meant.",1.6523605150214593,0.0156431658731107,2097,1029,768,300
38,"I will stop humming the theme to ""Jaws"" after you admit Al Gore was right!",1.6483354791245173,0.0102110398439916,5437,2833,1683,921
39,Your penile shrinkage is the least of our problems.,1.6477003319108583,0.0170027336308829,2109,1145,562,402
40,You're right. It's nicer up here on the roof.,1.644214487300094,0.010119346613357,5315,2728,1750,837
41,"Okay, so maybe this doesn't prove global warming. Except that - WE'RE IN KANSAS!",1.6332359623498864,0.0095426798431205,6162,3273,1876,1013
42,"Funny, the kids haven't said a thing in hours.",1.6330213903743316,0.0137789154584093,2992,1600,890,502
43,"Before climate change, Omaha Beach meant France, not Nebraska.",1.6300211416490489,0.0121351351561864,3784,2013,1158,613
44,It's still better than last year when you brought your mother.,1.6189097925711529,0.016053408835654,2073,1099,665,309
45,"Look over there honey, it's the president!!!  Can you ask him to toss us some paper towels?",1.6171043293115686,0.0147789146577067,2818,1613,671,534
46,"Well, they were right about the ocean view.",1.61651376146789,0.0176106561783418,1635,848,566,221
47,I take it you bought the property at low tide?,1.6131961259079903,0.0174638236919593,1652,859,573,220
48,I thought you said they’d drain the swamp.,1.6093514328808447,0.010249083326582,5304,2918,1540,846
49,Wow! The seat cushion really does work as a floatation device.,1.608860075634792,0.0163089477291849,1851,959,657,235
50,And  I suppose this is my fault too.,1.5945657964837507,0.0169567010748695,1877,1041,556,280
51,"If they had called it ""Coastal Devaluation"" instead of ""Climate Change"", I'd have paid more attention",1.5934579439252337,0.0123309038221912,3424,1870,1076,478
52,"Is this global warming, the blue wave, or the deep state?",1.5871121718377088,0.0147227805308978,2514,1418,716,380
53,I still need proof.,1.577088452088452,0.0127713245353403,3256,1844,945,467
54,I guess the Prius wasn't enough.,1.5758700696055683,0.0154939944163284,2155,1208,653,294
55,These tan lines will be very difficult to explain.,1.5734664764621968,0.0153413670394875,2103,1160,680,263
56,I'll say it's an inconvenient truth…,1.5716596570689096,0.0128327192187521,3091,1732,951,408
57,"Man, the Chinese are going all out with this global warming hoax.",1.5678698525673616,0.0115536897456322,3934,2250,1134,550
58,It’s true. Hands are very hard to draw.,1.562624254473161,0.0167935923674647,2012,1203,486,323
59,Are you sure this is just a liberal hoax?,1.5625,0.0321245055243798,512,296,144,72
60,I'd love just one day without a metaphor about our marriage.,1.5589953271028036,0.0176066186224925,1712,998,471,243
61,"Well, that settles it -- a rising tide only lifts boats.",1.554298642533937,0.0338386933006793,442,254,131,57
62,Funny. I was sure he'd have drained the swamp by now.,1.5513464171611135,0.0109264599298158,4382,2570,1208,604
63,Remember when global warming was just a hoax?,1.5493827160493827,0.0158194339481974,1944,1108,604,232
64,Archimedes predicted this would happen if everyone went swimming at the same time.,1.5465116279069768,0.0168140414251667,1806,1056,513,237
65,"Reconsidering your vote yet?""",1.5441001191895114,0.0173413694417609,1678,980,483,215
