caption,mean,precision,votes,not_funny,somewhat_funny,funny
"Sure, call Roadside Assistance. The more, the merrier.",1.8587654320987654,0.017306605531635332,2025,777,757,491
You’re gonna laugh—I actually had a mechanic for breakfast this morning.,1.8455284552845528,0.013676128617639838,3444,1416,1144,884
"Don't worry, you'll be running in no time.",1.8233273056057866,0.010711939711623708,5530,2329,1849,1352
"Good news, your car troubles are over.",1.8046249089584852,0.010790631183895488,5492,2417,1739,1336
"Ahh, dinner and a V8. My favorite!",1.7965847813061713,0.013889445889814177,3338,1483,1051,804
"I know what they say, but you really should have taken the road most travelled.",1.7941176470588236,0.02572415060778829,884,368,330,186
"When he told you, 'bear right,' he wasn't giving you directions.",1.7895933316494064,0.012620258838781453,3959,1752,1288,919
How does it feel to be endangered?,1.784516129032258,0.028493741346208315,775,345,252,178
Look what just arrived? Meal on Wheels!,1.7818343722172751,0.016645640765840054,2246,997,742,507
"Well hello, meals on wheels...",1.7799215173315892,0.014222185830142264,3058,1356,1019,683
"You want to check for coolant leaks, make sure the electrical couplings are solid, and maybe leave a note for next of kin in the front windshield.",1.7750439367311073,0.012439999788926515,3983,1776,1327,880
"Fooled by that 'Bear Left' sign, were we?",1.774065685164213,0.018256149317123917,1766,769,629,368
You don't need a jump start. You need a head start.,1.7722059815606026,0.011785589731046958,4447,1995,1470,982
Let's see if we can get you up and running.,1.7698902606310014,0.014210882706355225,2916,1271,1045,600
"Don’t panic, I’m good. There was a tour bus here a few days ago.",1.7678100263852243,0.013100072551461379,3411,1486,1231,694
That's going to cost you an arm and a leg. Probably more.,1.7673521850899743,0.01951839032553816,1556,684,550,322
"Oh, thank God! I was worried that growling noise was coming from my engine.",1.7662883564522909,0.01565262906670297,2379,1036,863,480
I guess we both need to rethink our dinner plans.,1.765556768558952,0.012637961442163375,3664,1602,1319,743
Bet I can get you running.,1.7642007926023777,0.014020057197586267,3028,1342,1058,628
That's gonna cost you an arm and a leg.,1.7627253446447508,0.01288797226807217,3772,1735,1197,840
Looks like your timing is off.,1.7588652482269505,0.015705432157019732,2397,1067,841,489
"Well, well. If it isn’t Mr Don’t Feed The Bears, Kids.",1.7578397212543555,0.014820978575324922,2870,1336,893,641
"I can’t call you a tow truck, but I can call you dinner.”",1.7541091387245233,0.019454799634420074,1521,673,550,298
"Fred realizes a little too late that the noise is not, in fact, coming from the transmission.",1.7539384846211552,0.012317913625484239,3999,1826,1331,842
Tonight...Ubear Eats.,1.7520697167755992,0.01668661398039706,2295,1088,688,519
"Ooh, a pop-up restaurant.",1.7519893899204244,0.010806142055190697,5278,2443,1701,1134
This repair is going to cost you an arm and a leg.,1.7512033694344165,0.013477096116248156,3324,1532,1092,700
Now this is what I call meals on wheels.,1.7456297624383685,0.01172037142774038,4462,2079,1439,944
I think your real problem is the hibernator.,1.7447397563676634,0.013223356631216144,3612,1719,1096,797
Running on empty? What a coincidence!,1.743646408839779,0.014834710309298407,2715,1248,915,552
I'm guessing my World Wildlife Fund membership doesn't matter?,1.742836676217765,0.02002194479023134,1396,616,523,257
Take your time.  I just ate.,1.742749529190207,0.014390943264553235,2655,1159,1020,476
"Just then, the situation turned from bad to Grizzly.",1.7369127516778524,0.012966194925524486,3725,1785,1135,805
"Ironically, Fred had used up all of his bear spray at the Capitol Riot earlier that day.",1.7364197530864198,0.020107793631777234,1620,800,447,373
Thank God for meals on wheels.,1.7349260523321957,0.018335924828760102,1758,814,596,348
"Oh good its already open, the hard part is getting them out of the shell.",1.7308882015024305,0.01627042301764707,2263,1074,728,461
"It was at that exact moment, John realized his AAA membership had also expired.",1.7298772169167804,0.016219585876559334,2199,1013,767,419
Could be a timing issue.,1.7283485745024207,0.017333953913413223,1859,840,684,335
My mother in law is in the back seat.She’s delicious.,1.7271341463414633,0.0175365714837122,1968,937,631,400
Remember when engine trouble was your biggest concern?,1.7255343082114736,0.01750417764011536,1778,795,676,307
"Oh, I don’t think you’ll be needing a tow.",1.7230366492146596,0.016860177929884645,1910,856,727,327
"Sure, it could be condensation in the distributor, but that may not be your biggest problem.",1.7181883537023723,0.014222842236998707,2782,1285,996,501
"I can give you a head start, but not a jump start.",1.7126084737110772,0.016680115583866794,1959,896,730,333
You should be more tender than the bicyclist.  He was all muscle.,1.700557103064067,0.014645059917572744,2872,1448,838,586
Are you my Uber Eats delivery?,1.6966053748231966,0.019870083706620925,1414,674,495,245
Hello....I have important news about your car’s extended warranty.,1.6907051282051282,0.030654351846231886,624,309,199,116
"Yes, it's true. We do that in the woods. Did you just do that in your pants?",1.6884393063583816,0.018763239489989002,1730,880,509,341
I do not think the carburetor is your problem.,1.6856925418569255,0.02041700721737303,1314,631,465,218
And to think that just a few weeks ago I'd never heard of Uber Eats.,1.68348623853211,0.016591341715426686,2180,1108,654,418
I'm not sure that's the best use of your time right now.,1.6737739872068231,0.03422402347396815,469,230,162,77
You must be my Grub Hub order,1.6700062617407638,0.018655880360677286,1597,794,536,267
Bad timing belt?,1.661878453038674,0.017916664835356026,1810,935,552,323
