rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,This saddest part is he's going in the wrong direction.,1.9285714285714288,0.1448276792928147,28,9,12,7
1,Mrs. Freeley buried his Scotch again.,1.862068965517241,0.1465879410479459,29,11,11,7
2,Let's live with Mom.,1.8571428571428568,0.1683587574253684,28,13,6,9
3,He needs to start drinking outside the box.,1.851851851851852,0.1662705009847848,27,12,7,8
4,Dad takes his telling of the Passover story very seriously.,1.8214285714285716,0.1547619047619047,28,12,9,7
5,Apparently he can't even think in the box.,1.807692307692308,0.1570813681281702,26,11,9,6
6,I thought he was taking us out for a little dessert.,1.7857142857142858,0.1296836082410173,28,10,14,4
7,"Let it go, Dad—it’s just a quarter.",1.7777777777777777,0.1630665301567428,27,13,7,7
8,I switched his pot with catnip.,1.7586206896551724,0.1373138902932645,29,12,12,5
9,Does not play well with others.,1.7586206896551724,0.1373138902932645,29,12,12,5
10,"Of all the sandboxes, on all the roofs, in all the world, he crawls into mine.",1.7586206896551724,0.1070791385186411,29,9,18,2
11,I told you they were too big to have come from a cat.,1.75,0.1676557950339492,28,15,5,8
12,I like his chances of being rescued.,1.7407407407407407,0.1470758917280946,27,12,10,5
13,My dad has bigger hangovers than your dad.,1.7241379310344829,0.1394619474570646,29,13,11,5
14,Your cat looks sick.,1.7142857142857142,0.1530738216030627,28,14,8,6
15,Isn't this the same guy who got shipwrecked in our wading pool?,1.7037037037037035,0.1755318723732121,27,16,3,8
16,Well - looks like at least one child was left behind.,1.6923076923076923,0.1546134710941675,26,13,8,5
17,It's the last of the Republican front runners.,1.6896551724137931,0.1497407305770509,29,15,8,6
18,I think he’s looking for his marbles.,1.6896551724137931,0.1577508813951322,29,16,6,7
19,He thinks he's Lawrence of Suburbia.,1.6896551724137931,0.1653735008038869,29,17,4,8
20,I don'know. He came with the sand.,1.6785714285714286,0.1265493549135077,28,12,13,3
21,I just hope I outgrow this quicker than he has.,1.6785714285714286,0.1547619047619047,28,15,7,6
22,He said he was looking for his childhood...,1.6785714285714286,0.1366024958576072,28,13,11,4
