caption,mean,precision,votes,not_funny,somewhat_funny,funny
That's nice.  My husband is a carpenter too.,1.7525710828796128,0.013901734617926454,3306,1566,992,748
"Ladies, ant, gentlemen, this is your captain speaking.",1.7511485451761102,0.022333876462849667,1306,628,375,303
Sarah quickly learnt the difference between extra-leg room  and extra leg-room,1.7453222453222452,0.01873903189546127,1924,957,500,467
"From way up here, the people on the ground look like... um, never mind.",1.7428262046561993,0.018451740745848214,1847,879,564,404
I hate going home. I have a million relatives.,1.7354892205638475,0.013710299457504783,3618,1835,905,878
Family reunion picnic.  And you?,1.7353218210361068,0.014113058389955989,3185,1543,942,700
I hope they don't get our meals mixed up!,1.713445995591477,0.021153421162734744,1361,665,421,275
It's better than a screaming baby...it's better than a screaming baby...it's better than a ....,1.7031375703942075,0.015649251901925926,2486,1235,754,497
"Oh, so you can travel and destroy the environment but when I do it, I’m an “invasive species.”",1.7010250569476082,0.018651093751455825,1756,877,527,352
Another aircraft they put into service before getting all the bugs out,1.691304347826087,0.021264377025147815,1380,709,388,283
"Visiting a great ant in Chernobyl, and you?",1.6903023983315955,0.026124535282777195,959,508,240,211
I don't think those pills were dramamine,1.6885813148788926,0.018744504953564212,1734,882,510,342
"So, you ever read Kafka?",1.680754716981132,0.020977090639303954,1325,665,418,242
"An empty flight, and she has to sit next to me.",1.6691176470588236,0.019849707549917918,1496,770,451,275
"She's a good therapist, but I don't see why I have to face my fear of flying and fear of insects at the same time.",1.6640790402258292,0.020607682019851498,1417,744,405,268
"If you want to be left alone, carry a book, they said. 
It works.",1.6582537517053206,0.019727021705507577,1466,754,459,253
I never dreamed that I would be flying with the Queen.,1.656166219839142,0.019805584941183094,1492,781,443,268
"Suddenly, choosing the row with the most leg room seemed like a bad idea.",1.654777927321669,0.019228531656616824,1486,753,493,240
Don’t have to use the bathroom. Don’t have to use bathroom.,1.6494910941475827,0.019529045841190983,1572,843,437,292
"It was summer and I was a kid with a magnifying glass, okay?",1.6462765957446808,0.0194802470315113,1504,789,458,257
I could have sworn that the plane was full when we took off.,1.646090534979424,0.020089948538988326,1458,778,418,262
What a relief! I heard Donald Trump was on this flight.,1.6460526315789474,0.020237068977257678,1520,837,384,299
"Yes, I need the extra legs room.",1.6441973592772758,0.019709336672190422,1439,749,453,237
Whose head do you have to bite off in this place to get a cocktail?,1.6411323896752705,0.022263155945400244,1201,650,332,219
This is no picnic for me either.,1.6330434782608696,0.03101925424568783,575,303,180,92
I can lift 5000 times my bodyweight. Don't worry about the exit door.,1.6325660699062234,0.021620697744100203,1173,616,372,185
"My husband wanted me to take the middle seat, so I just bit off his head.  Traveling alone?",1.6312849162011174,0.02040629865352048,1432,788,384,260
If ever there was a need for a SWAT team …,1.6246056782334384,0.021159763530895798,1268,687,370,211
Why do I always sit next to the guy who takes off his shoes?!,1.6222879684418146,0.0238510624732827,1014,556,285,173
I hope you have a lovely time at the family picnic.,1.6120434353405726,0.02304714589859981,1013,545,316,152
"Kafka, F. Kafka, please see a flight attendant!",1.6113138686131387,0.02281003566236374,1096,608,306,182
Will they all hatch before we land?,1.61,0.024497734685602266,1200,757,154,289
I hope we don't get some weirdo in the middle seat!,1.6071103008204193,0.02356516932316123,1097,634,260,203
Flying makes me antsy. Do you feel antsy? I feel antsy.,1.6039408866995073,0.02354962449881596,1015,566,285,164
"I hate it when these seat belts won't fit over your thorax, don't you?",1.6004162330905307,0.023662629640896774,961,527,291,143
You'll love New York.  People drops lots of food there.,1.596114519427403,0.024921887567512385,978,574,225,179
Do you.....fly?,1.5950991831971995,0.02532516311831159,857,479,246,132
I hate flying ants.,1.5938566552901023,0.025146135583025392,879,495,246,138
I'm not happy either. I booked the cargo hold to be with my family.,1.5914634146341464,0.0258320038075447,820,460,235,125
It’s just that’s not what I thought ‘flying ants’ meant.,1.5858453473132372,0.026591835375331066,763,429,221,113
They’re loading the biggest bag of sugar I’ve ever seen onto the plane right now.,1.5847568988173455,0.02638982672558905,761,425,227,109
"Attention, passengers: we'll be tunneling shortly.”",1.5844298245614035,0.0281741246209189,912,598,95,219
Just say it. You're feeling antsy about this trip,1.582995951417004,0.02728240646189939,741,423,204,114
You must appreciate the extra leg room.,1.5809128630705394,0.0263345859024045,723,396,234,93
"Attention, passengers: please turn off your sensory devices.”",1.5804274465691788,0.028035824500973135,889,575,112,202
And a special welcome to our platinum colony members!,1.5801324503311258,0.02610368699378031,755,419,234,102
"Yeah,I got a big picnic tomorrow in Dallas.",1.57875,0.026914745982716287,800,471,195,134
I suppose your luggage is carrion,1.5782227784730913,0.02746217793745958,799,480,176,143
You looked smaller on the ground.,1.5716216216216217,0.02708598148955443,740,427,203,110
It's much nicer flying Economy than Windshield.,1.5714285714285714,0.027889450919681716,770,466,168,136
"Oh, we’ve met before Natalie. Do you still enjoy playing with… magnifying glasses?",1.5712383488681758,0.028326256864207568,751,456,161,134
I told the person at the counter I want to sit with my aunt.,1.5706874189364461,0.027251868465224493,771,457,188,126
"When they asked if I would mind sitting next to someone's aunt, I had no idea what they meant.",1.5698324022346368,0.03161174885778139,537,309,150,78
"But if you're the queen, why are you in Economy?",1.5692934782608696,0.028339705794532495,736,444,165,127
Do they look like ants to you?,1.5682539682539682,0.028882374114183314,630,360,182,88
"Ugh, flying ants are the worst",1.5675675675675675,0.02909470439250632,629,362,177,90
"Sorry, no. I've never read Kafka.",1.567260940032415,0.029885499242414553,617,361,162,94
"What's better in a plane crash, an endoskeleton or an exoskeleton?",1.567260940032415,0.028534376673801133,617,346,192,79
Wow! All the people down there look like you!,1.5662847790507366,0.03055940862523773,611,364,148,99
"I bet you like turbulence, because it makes people spill stuff.",1.5652759084791386,0.02884118800952636,743,461,144,138
"It's not that you're a huge ant, it's that you're reading a Bill O'Reilly book.",1.5636094674556213,0.02991201917056049,676,416,139,121
C’mon lady! Would ya rather i sat behind and kicked your seat the whole flight ?,1.5622895622895623,0.02977094370678118,594,343,168,83
"Of course, the queen is up in first.",1.5598802395209581,0.028448842288178303,668,392,178,98
"Ah, I love the extra legs room.",1.5588673621460507,0.027069450756479537,671,378,211,82
I can see why you’d opt for air travel over your long tunnel commutes. ,1.5567567567567568,0.02879628696403901,555,305,191,59
I thought only the females could fly.,1.5506003430531732,0.030722301182104464,583,350,145,88
"After my metamorphosis, it's been a challenge to find enough leg room.",1.5481335952848723,0.031592109443588146,509,296,147,66
Flying these days is certainly no picnic.,1.543157894736842,0.033045521611734054,475,281,130,64
"You don't bug me, I don't bug you.",1.5420743639921721,0.031271078685071965,511,298,149,64
I’m reading “Metamorphosis.” Why do you ask?,1.538327526132404,0.030930383145770922,574,351,137,86
I don't have to pee. I don't have to pee.,1.5359223300970875,0.033331248798601436,515,322,110,83
Please tell me you're travelling alone!!,1.5351851851851852,0.030588463463040415,540,320,151,69
Please put your antennae in airplane mode.,1.534412955465587,0.0324793836693261,494,297,130,67
Any idea why this plane's so empty?,1.5325884543761639,0.030609384172196257,537,319,150,68
"No of course not - when I said they all look like little ants from here, I didn't mean you all look alike.",1.5323275862068966,0.03407994763360261,464,284,113,67
HUGE picnic in Miami…and you?,1.5322245322245323,0.03354169887938001,481,295,116,70
"Wow, those people down there look just like...uhh...never mind.",1.5308641975308641,0.03289369211988826,486,295,124,67
"Pardon Me, but if you think I'm bad, you should see the roaches in First Class",1.5304136253041363,0.035164510725630926,411,246,112,53
This is not going to be a picnic,1.526539278131635,0.03261074265887828,471,282,130,59
"The side effects are terrifying, but I am down to my goal weight.",1.5263157894736843,0.03387879616824315,475,295,110,70
I can’t believe your rereading Metamorphosis.,1.5263157894736843,0.03254140686417667,475,285,130,60
Legroom...and a snack.,1.5256723716381417,0.034444462108615036,409,242,119,48
Look--people down there look like little . . .never mind.,1.5256410256410255,0.03400279710129311,468,290,110,68
"Wow.  From up here those people look like . . . uh, sorry.",1.525,0.03373754570589688,480,299,110,71
"Actually, I’m an uncle.",1.5222929936305734,0.033438145977183996,471,290,116,65
Going to visit my aunt. And you?,1.5205761316872428,0.03278110975636036,486,299,121,66
Did the TSA also ask you to remove your shoes?,1.520100502512563,0.03461652548185556,398,236,117,45
