rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,"We had a good run, Ted, but I simply don’t have the counter space.",1.813664596273292,0.064271459997374,161,71,49,41
1,You're really nice; I just don't have the counter space.,1.7517241379310344,0.0674742994089157,145,70,41,34
2,Remember when your rubber seal broke? I'm pregnant.,1.751677852348993,0.0672771463921394,149,73,40,36
3,What turns you off?,1.7448275862068965,0.0717723828310306,145,77,28,40
4,"Just so you know, I’m also dating Mr. Coffee.",1.6938775510204085,0.0679945872757094,147,79,34,34
5,Why do you have to process everything little thing I say?,1.6688311688311688,0.0645284783872767,154,83,39,32
6,So where exactly is Hamilton Beach?,1.6644295302013423,0.0684165296980061,149,85,29,35
7,Mother says I'd date anyone with a pulse.,1.6643835616438356,0.0646763661197922,146,77,41,28
8,Just give me a minute to process this.,1.6527777777777777,0.0648645145597492,144,77,40,27
9,"George, I have something to tell you.  I've met a toaster.",1.6477987421383649,0.0631790330893569,159,88,39,32
10,"So, how long have you identified as transblender?",1.6449704142011834,0.0589598917750526,169,90,49,30
11,"Actually, I have a very good reason for thinking the baby's yours.""",1.643356643356643,0.0697574941374607,143,84,26,33
12,It's my own fault. I did say I'd date anyone with a pulse.,1.6419753086419753,0.0641205084956431,162,93,34,35
13,I'll wait a moment while you process that.,1.6387096774193548,0.0639987634514379,155,87,37,31
14,Why do you have to process everything?,1.6387096774193548,0.0652948396462986,155,89,33,33
15,"Please do not use that speed with me, Wendell.",1.638157894736842,0.063000759416923,152,83,41,28
16,"Must we process everything, Doug?",1.6357142857142857,0.0650801658275645,140,76,39,25
17,You have some spinach stuck in your blades.,1.6349206349206349,0.0691014203820429,126,69,34,23
18,"Honey, use your indoor speed",1.6344827586206896,0.0662442024525002,145,82,34,29
19,Don’t look at me.  I told you to save the instructions.,1.6233766233766234,0.0625396382770204,154,86,40,28
20,"Well, I did say I'd go for any man with a pulse...",1.6214285714285714,0.0668386539908075,140,80,33,27
21,So... no attachments?,1.6165413533834587,0.0689419802486874,133,77,30,26
22,So glad they had a table by the outlet.,1.6163522012578615,0.0616873517325388,159,90,40,29
23,The last guy I dated was a pot head.,1.6139240506329111,0.0645781425464027,158,94,31,33
24,"Is that a no, or are you still processing?",1.6131386861313868,0.0657292016536808,137,77,36,24
25,It's very hard for me to avoid pushing your buttons.,1.6126760563380282,0.0654228628909026,142,81,35,26
26,I'm at the point where I'll date anyone with a pulse.,1.6111111111111112,0.06619230354118,144,84,32,28
27,I don’t think anyone will notice you’re not wearing a tie.,1.6074074074074074,0.0657451201057697,135,76,36,23
28,Please tell me you still have your third wish left.,1.603448275862069,0.058107237937629,174,99,45,30
29,I can see you need a minute to process that.,1.6027397260273972,0.0662651321777962,146,87,30,29
30,"Well, it's just really hard not to push your buttons.",1.6023391812865495,0.0595127169498895,171,99,41,31
31,"I’ve done speed dating, but this is my first mixer.",1.6013071895424835,0.0644763173623147,153,91,32,30
32,I can't believe your ancestors were Shakers.,1.5973154362416109,0.0631131006691884,149,86,37,26
33,"Oh, when you said you lived in Hamilton Beach, I thought you meant in Queens.",1.5965909090909092,0.0593137033687827,176,104,39,33
34,"I'm sorry I don't turn you on anymore, John.",1.595890410958904,0.0641640898949999,146,85,35,26
35,At this point I am just looking for a man with a pulse,1.593984962406015,0.0683743415272487,133,79,29,25
36,"I'm leaving, John. I realize it may take you some time to process this.",1.5934959349593496,0.0681405106980071,123,70,33,20
37,"I'm sorry, this is just a lot to process.",1.5930232558139534,0.0569856944318681,172,97,48,27
38,"For goodness sake, Marvin, must you always mince my words?",1.5843373493975903,0.0586819065768154,166,96,43,27
39,I saw the way you looked at that pepper mill.,1.5823529411764703,0.0570010041446256,170,97,47,26
40,This is just a lot to process.,1.58125,0.0604437696744075,160,94,39,27
41,"Before we eat, let us puree.",1.5774647887323945,0.0626743447142711,142,82,38,22
42,The guy you were expecting will be along in a minute. I'm just here to break the ice.,1.5766423357664234,0.0652986563980956,137,81,33,23
43,"It's ok, it's nice to finally meet a man with a pulse",1.5746268656716418,0.0647646791060233,134,78,35,21
44,"So, what’s spinning around in that head of yours?",1.5739644970414202,0.0579437268265484,169,99,43,27
45,It's just that in your photos you looked more like a Cuisinart.,1.5738636363636365,0.053159821735869,176,97,57,22
46,Sometimes I wish I couldn't see everything that is going on in your head.,1.5735294117647058,0.0631700276247079,136,78,38,20
47,"I thought you said ""slender"".",1.573426573426573,0.0646909711337963,143,86,32,25
48,Are you going to answer my question or are you still processing?,1.5731707317073171,0.0605853138072368,164,99,36,29
49,"To be honest, when I heard this was a mixer, I was expecting something else.",1.572463768115942,0.0673568011464417,138,85,27,26
50,Well I don't like when you push my buttons either.,1.5673758865248226,0.0614787090426669,141,81,40,20
51,"So,""Oster,"" is that a family name?",1.5657894736842106,0.060259006312086,152,89,40,23
52,"Chop, blend, liquify, purée - how about “think?” Do you have a “think” button?",1.5655172413793104,0.0609737342982751,145,84,40,21
53,You've given me a lot to process.,1.5655172413793104,0.064782123130859,145,89,30,26
54,Take your time. I know it's a lot to process.,1.564102564102564,0.0590659913146507,156,91,42,23
55,So...what turns you on?,1.564102564102564,0.0597620641872516,156,92,40,24
56,I’ve never met someone transblender before.,1.5625,0.0636548320686469,144,87,33,24
57,"Truthfully John, you’re not my first appliance.",1.5608108108108107,0.0630376133870876,148,90,33,25
58,I just think I should be seeing other appliances.,1.5579710144927537,0.0617270705866258,138,80,39,19
59,I'll give you a minute to process that.,1.5575757575757576,0.0597800323306057,165,101,36,28
60,I see you're still processing everything.,1.5572519083969465,0.0660613296640564,131,79,31,21
61,Must you over-process Everything?,1.5568862275449102,0.0586041062404869,167,101,39,27
62,"Did it ever occur to you, Phil, that I might need an outlet too?",1.5555555555555556,0.0636694985752983,135,80,35,20
63,"It's just a lot to process, you know?",1.5539568345323742,0.0647192326210421,139,85,31,23
64,"Stop mincing your words, Harold.",1.5534591194968554,0.0615898736336108,159,99,32,28
65,How long have you lived in Hamilton Beach?,1.5533333333333332,0.0579567582898582,150,86,45,19
66,"I like you, but we both know you'll just end up sitting on my kitchen counter gathering dust.",1.5522388059701493,0.0657878405993241,134,82,30,22
67,"It’s over, Steven. I’ve fallen in love with the toaster.",1.5514705882352942,0.0624655486234935,136,80,37,19
68,I don't think you're processing what I'm saying.,1.5508474576271187,0.0687183824307132,118,71,29,18
69,"Fred, you're mincing your words again.",1.5507246376811594,0.0634630093546121,138,83,34,21
70,Ordinarily I don't date guys I meet at mixers.,1.5496688741721854,0.0599401774780649,151,90,39,22
71,I just got out of a long-term warranty.,1.5493827160493827,0.0567858724900357,162,95,45,22
72,"I thought ""impressive equipment"" was a little forward on your dating profile.",1.5472972972972974,0.0631163919708373,148,92,31,25
