rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Have you tried turning it off and back on again?,1.8973076006671432,0.0116806262142858,4197,1439,1750,1008
1,"Yes sir, a martini for you and a screwdriver for the monster.",1.796319018404908,0.0157406978032525,2445,1040,863,542
2,"Do you still need a hand, Sir?",1.7570934256055364,0.0202513203423784,1445,646,504,295
3,"Yes, my license says I'm an organ donor....why do you ask?",1.740981240981241,0.0198977421558326,1386,606,533,247
4,the mrs. requests you come upstairs and try creating life the old fashioned way,1.7379983726606998,0.0222571639854489,1229,577,397,255
5,He has your mother's eyes.,1.7188841201716738,0.0256830827668079,932,454,286,192
6,"Will you be requiring anything else before I run like hell, sir?",1.7021013597033374,0.0272447816430954,809,399,252,158
7,"You said you needed a hand, sir?",1.6970108695652173,0.0271731273917777,736,345,269,122
8,"Alfred stop watching me like that ... Why don't you go feed "" The Birds"".",1.671562082777036,0.0318744256433577,749,448,99,202
9,"They have the spleen you ordered; unfortunately, they want an arm and a leg for it.",1.6582914572864322,0.0304676091140475,597,302,197,98
10,"Will the gentleman be alive for dinner, sir?",1.6473880597014925,0.0325785606545794,536,280,165,91
11,"Will you be needing any more of me, sir?",1.6281179138321995,0.0353889465799062,441,234,137,70
12,"You know, of course sir, that if he kills someone, they'll say the butler did it.",1.6213592233009708,0.0357925244285542,412,216,136,60
13,"There is a scarcity of brains, sir. It's an election year.",1.6146341463414635,0.0361476186996942,410,219,130,61
14,"Yes sir, I have a reasonably high IQ. Why do you ask?",1.6015831134564644,0.0364979202786697,379,201,128,50
15,I'm sorry sir but it's an election year. Brains are impossible to find.,1.600997506234414,0.0377152675017372,401,226,109,66
16,I've assembled your guests.,1.6,0.0392935491830101,370,209,100,61
17,"He is polling well, sir, even without a brain.",1.6,0.039573711140508,360,202,100,58
18,"It’s the Republican Party sir, they need some advice on how to control a monster.",1.5935334872979214,0.036002770733572,433,245,119,69
19,The staff is concerned that your hobby is beginning to take on a life of its own.,1.5768115942028986,0.0365118940727092,345,183,125,37
20,The RNC says skip the brain and work on the hair.,1.5742574257425743,0.0441145467949286,303,181,70,52
21,Mr. Trump demands to know when his running mate will be ready.,1.56993006993007,0.0462163542465803,286,175,59,52
22,Did you need a hand sir?,1.5671140939597314,0.0407760511858742,298,166,95,37
23,May I borrow him for the carpool lane?,1.564625850340136,0.040353219311315,294,162,98,34
24,"I regret to be the bearer of bad news, sir, but the Republicans have already created one.",1.5639344262295083,0.0449094668214492,305,189,60,56
25,"Shall I give you a hand, sir?",1.5629629629629629,0.042700657288385,270,151,86,33
26,"And if I may, Sir, good luck at the Science Fair.",1.5629139072847682,0.040391561602405,302,169,96,37
27,I`m sorry. We served the liver at lunch.,1.556390977443609,0.0432168886630719,266,151,82,33
28,"The Russian sports ministry on the phone, sir.",1.5551330798479088,0.0425834262295728,263,147,86,30
29,"I could shuffle my feet on the carpet, sir.",1.553030303030303,0.0441368121066244,264,153,76,35
30,I regret to inform you that the electric bill has arrived.,1.5444015444015444,0.0427706487959021,259,147,83,29
31,Good news--the torch and pitchfork crowd has left for a Trump rally,1.5424528301886793,0.0519274226555659,212,131,47,34
32,"I think gender neutral is the right choice, sir.",1.539855072463768,0.0424173371412771,276,161,81,34
33,"I just talked to the bride-to-be, let's just say there's more than one set of cold feet here.",1.5352697095435686,0.0451580533609293,241,141,71,29
34,"Will the gentleman be alive in time for dinner, sir?",1.5350877192982455,0.0470801555165843,228,135,64,29
35,"I'll stay on until he's ready to take over, but I'm not training him.",1.5338645418326693,0.0423346846005711,251,142,84,25
36,Im glad your sitting down sir....the electric bill just came.,1.531835205992509,0.0428622068395349,267,157,78,32
37,"Tech support is here, sir. They said they can install more memory.",1.5305164319248827,0.0458798598255682,213,121,71,21
38,Craig’s list has a used pancreas,1.5297029702970295,0.0502007649012007,202,121,55,26
39,Excuse me Sir. Which bathroom will it be using?,1.5271966527196652,0.0454639097031748,239,142,68,29
40,"Your Big & Tall order has arrived, sir.",1.5269709543568464,0.0432262792418381,241,138,79,24
41,"I actually preferred it when you were growing weed, sir.",1.5201612903225807,0.0464030741551375,248,154,59,35
42,"Sir, shall I add another place setting for dinner?",1.5198237885462555,0.0496882788060759,227,144,48,35
43,When he's old enough he will want to know who his cadavers are.,1.5186721991701244,0.044036868257978,241,142,73,26
44,The creationists are at the door.,1.5169491525423728,0.0439100897985083,236,138,74,24
45,Will he be alive in time for dinner sir?,1.5151515151515151,0.0478597002409302,231,144,55,32
46,Will your guest be alive for dinner?,1.5136363636363637,0.047555235610589,220,134,59,27
47,"He won't love you like I do, sir.",1.5119617224880382,0.0503530267460506,209,131,49,29
