rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Tell me about your childhood very quickly.,2.0,0.1412197576227205,27,7,13,7
1,I think that’s all the time we have for today.,1.9047619047619049,0.1940147503567939,21,9,5,7
2,Looks like our time is up for today.,1.8888888888888888,0.1787554814532985,18,6,8,4
3,I'm afraid I'm still going to have to bill you for the full hour.,1.8888888888888888,0.1594289008843197,18,5,10,3
4,Let's not forget what happened the last time our session ran late.,1.8888888888888888,0.1961873335922043,18,7,6,5
5,I see that our time is about up,1.8823529411764703,0.1894720400988989,17,6,7,4
6,I see our time is almost up.,1.8333333333333333,0.1852396434087371,18,7,7,4
7,Now I want you to pay attention to how this makes you feel.,1.8333333333333333,0.1852396434087371,18,7,7,4
8,I believe our time is up.,1.8235294117647056,0.1962009421195049,17,7,6,4
9,I feel another breakthrough coming.,1.8125,0.1875,16,6,7,3
10,So this is the part of the dream where you wake up?,1.8125,0.2276464729941289,16,8,3,5
11,"Well, I see we're about out of time.",1.8,0.2225394561056747,15,7,4,4
12,This reminds me of getting your hopes up in the caption contest.,1.8,0.2429971585175823,15,8,2,5
13,"On the sunny side, we won't have to put up with the itching.",1.8,0.2225394561056747,15,7,4,4
14,Wait for it. Wait for it...,1.8,0.1999999999999999,15,6,6,3
15,"Well, looks like we're all out of time for today.",1.8,0.1745743121887938,15,5,8,2
16,This will be our last session,1.8,0.1999999999999999,15,6,6,3
17,Looks like our time is up.,1.7857142857142858,0.2142857142857142,14,6,5,3
18,"That last session was painful, but try to focus on the light at the end of the tunnel.",1.7333333333333334,0.1817027050317991,15,6,7,2
19,Just how much stronger do you think it'll make us this time?,1.7333333333333334,0.2062515031210258,15,7,5,3
20,I think we're BOTH getting tired of you re-living this nightmare.,1.7333333333333334,0.1817027050317991,15,6,7,2
21,"Well, it appears our time is up.",1.7333333333333334,0.2062515031210258,15,7,5,3
22,"Well, it looks like our time is about up.",1.7333333333333334,0.2281742581087797,15,8,3,4
23,This is the worst man cave ever.,1.7333333333333334,0.2281742581087797,15,8,3,4
24,That's all the time we have.,1.7333333333333334,0.2062515031210258,15,7,5,3
25,I'm having second thoughts about this train phobia therapy.,1.7142857142857142,0.2206028560426893,14,7,4,3
26,Sign my cast for good luck.,1.7142857142857142,0.1941046344247878,14,6,6,2
27,"Well, it looks as though our hour is just about up.",1.7142857142857142,0.1941046344247878,14,6,6,2
28,I see that our time is up.,1.7142857142857142,0.2206028560426893,14,7,4,3
29,Curing your fear of women was much less painful.,1.7,0.2603416558635552,10,5,3,2
30,Don't worry.. Insurance will pay for everything except the chairs,1.7,0.213437474581095,10,4,5,1
31,"The good news is, you're about to meet your deductible.",1.7,0.213437474581095,10,4,5,1
32,I think we're on the verge of a breakthrough.,1.7,0.2603416558635552,10,5,3,2
33,Do you ever get the feeling your life is just one giant metaphor?,1.7,0.3,10,6,1,3
34,"After this, we transfer to the B at West 4th.",1.7,0.2603416558635552,10,5,3,2
35,I see our time is up.,1.6923076923076923,0.2627423273322973,13,8,1,4
36,Exposure therapy can be hit-or-miss.,1.6923076923076923,0.2370928462680375,13,7,3,3
37,"Uh oh, looks like we're running over again.",1.6923076923076923,0.2083086770419476,13,6,5,2
38,How many 'likes' do you think will get on our Facebook page?,1.6923076923076923,0.2370928462680375,13,7,3,3
39,I don't like the new waiting room here at the VA.,1.6923076923076923,0.2370928462680375,13,7,3,3
40,"For the last time, sometimes a train really is just a train.",1.6923076923076923,0.2083086770419476,13,6,5,2
41,I make terrible decisions when I'm plastered.,1.6923076923076923,0.2370928462680375,13,7,3,3
42,"Not to brag, but I was a runner up for a Darwin Award last year.",1.6666666666666667,0.2357022603955158,9,4,4,1
43,You don't hear that?,1.6666666666666667,0.2247332874877473,12,6,4,2
44,This isn't what I meant when I said we need to get our lives back on track.,1.6666666666666667,0.2247332874877473,12,6,4,2
45,"Well, it looks like our time is up.",1.6666666666666667,0.2247332874877473,12,6,4,2
46,You're not insane if you're not expecting a different result.,1.6666666666666667,0.2247332874877473,12,6,4,2
47,This isn't what I meant by back on track,1.6666666666666667,0.2247332874877473,12,6,4,2
48,There were more people at our last meeting.,1.6666666666666667,0.2562353715952691,12,7,2,3
49,I think this should be our last session.,1.6666666666666667,0.2247332874877473,12,6,4,2
50,Time's almost up.,1.6666666666666667,0.2562353715952691,12,7,2,3
51,And how did that impact you?,1.6666666666666667,0.1880253582725887,12,5,6,1
52,"Well, I see that our time has run out.",1.6666666666666667,0.2108185106778919,15,8,4,3
53,Looks like we're out of time.,1.6666666666666667,0.2247332874877473,12,6,4,2
54,Occupy Metro started off pretty strong.,1.6666666666666667,0.2247332874877473,12,6,4,2
55,I'm afraid that's all the time we have today.,1.6666666666666667,0.2247332874877473,12,6,4,2
56,I don't like these seats,1.6666666666666667,0.2562353715952691,12,7,2,3
57,"Lets explore your ""impending sense of doom""... again.",1.6666666666666667,0.2562353715952691,12,7,2,3
58,"Same time next week, but maybe a different location?",1.6666666666666667,0.2562353715952691,12,7,2,3
59,I think reliving your trauma isn't doing either of us any good.,1.6428571428571428,0.1990952849669608,14,7,5,2
60,I hope this is the end of the line.,1.6428571428571428,0.1990952849669608,14,7,5,2
61,Maybe we'll reach our deductible now,1.6363636363636365,0.2439346884545225,11,6,3,2
62,"Other than some minor loss of peripheral vision, my doctor says I'll make a complete recovery.",1.6363636363636365,0.2439346884545225,11,6,3,2
63,The menu on this train is offers duck or squash. Your choice.,1.6363636363636365,0.2787219948501071,11,7,1,3
64,"Sure, the pay's ok, but the product testing is brutal.",1.6363636363636365,0.2439346884545225,11,6,3,2
65,Let's hold that thought for next week.,1.6363636363636365,0.2032789070454354,11,5,5,1
66,But the most hurtful part was being accused of lacking judgment.,1.6363636363636365,0.2032789070454354,11,5,5,1
67,And that's a wrap,1.6363636363636365,0.2439346884545225,11,6,3,2
68,Do you get the feeling we've reached the end of the line?,1.6363636363636365,0.2439346884545225,11,6,3,2
69,"OK, maybe they'll get it right this time.",1.6363636363636365,0.2032789070454354,11,5,5,1
70,"So, you're saying the key to accelerated rehabilitation is motivation?",1.6363636363636365,0.2439346884545225,11,6,3,2
71,"Okay, train, best of three.",1.6363636363636365,0.2032789070454354,11,5,5,1
72,Ah! the 3:42! This will be our last session!.,1.6363636363636365,0.2787219948501071,11,7,1,3
73,One more after this and we'll be able to meet our deductible.,1.6363636363636365,0.2787219948501071,11,7,1,3
74,It's hit and miss.,1.6363636363636365,0.2439346884545225,11,6,3,2
75,I hope this is just another one of your dreams.,1.6363636363636365,0.2439346884545225,11,6,3,2
76,My anxiety seems to be getting worse.,1.6363636363636365,0.2439346884545225,11,6,3,2
77,"Nuts, the 6:10 is early again.",1.6363636363636365,0.2032789070454354,11,5,5,1
78,Perhaps exposure therapy wasn't the best way to go in your case...,1.6363636363636365,0.2439346884545225,11,6,3,2
79,"Frank, I'm starting to doubt that homeopathy is supposed to work this way.",1.6363636363636365,0.2439346884545225,11,6,3,2
80,Have you seen the remote?,1.6363636363636365,0.2787219948501071,11,7,1,3
81,Wait. Maybe it's lightning that doesn't strike twice.,1.6363636363636365,0.2439346884545225,11,6,3,2
82,"Relax, we've met the deductible.",1.625,0.3238992347717331,8,5,1,2
83,You were right. The chaise was better over there.,1.625,0.2630521404045756,8,4,3,1
84,Looks like we’re out of time today ....,1.625,0.1829812636778499,8,3,5,0
85,"Well, it looks like our time is about up again.",1.625,0.2630521404045756,8,4,3,1
86,Waiting for Godot takes on new meaning on New York's subway tracks.,1.625,0.2630521404045756,8,4,3,1
