caption,mean,precision,votes,not_funny,somewhat_funny,funny
I told the aquarium we''ll be working remotely from now on.,1.8455284552845528,0.013884205707704269,3444,1450,1076,918
"Hey, nobody goes hunting for the Great Tan Whale.",1.8315677966101696,0.02587981480615216,944,390,321,232
Of course I turned off echolocation. I'm on vacation!,1.8053322048243758,0.01622027415932316,2363,1009,805,549
"If Greenpeace shows up, act distressed.",1.7682962962962963,0.013041688539682138,3375,1450,1257,668
Everything I drink turns to blubber.,1.7670410028728127,0.013055244334015857,3829,1799,1123,906
That had better be a paper straw.,1.7662835249042146,0.012651231422215936,3654,1595,1318,741
I love those fake shark fins. They clear the beach every time.,1.7541106128550075,0.02069424796889738,1338,588,491,259
"So when the humans come, just start flopping around like you're in trouble. It's hysterical.",1.7528263103802673,0.017582556578063794,1946,885,657,404
"How come when they do this, it's a vacation, but when we do it, it's a tragedy?",1.7515605493133584,0.02741348180314583,801,365,270,166
Remind me to thank the sharks for clearing the beaches.,1.7470187393526406,0.022511400738593992,1174,535,401,238
What's got into you?  You're drinking like a fish.,1.7447528774542993,0.020145693311866456,1477,678,496,302
"We're not beached whales, we're beach whales, baby!",1.7439165701042874,0.02562307629665441,863,383,318,162
Finally a beach where nobody is trying to drag us back into the ocean.,1.7375478927203065,0.019238988627456738,1566,713,551,302
"Remember, when they carry us back to the water, pretend to be grateful.",1.7336309523809523,0.020796379144508343,1344,616,468,259
They say 'beached whale' like it's a bad thing.,1.7310885608856088,0.01653337069003083,2168,1012,727,429
I'm thinking the Bucket o' Krill for starters.,1.7253433208489388,0.018951278180191242,1602,740,560,301
We live so close to the beach; we really should use it more.,1.719626168224299,0.0219925617557698,1177,546,414,216
We just need to be in the water before the next whale watch boat cruises by,1.718475073313783,0.017957349028941468,1705,776,633,296
Yes I’ve heard the random noises humans sometimes make towards each other but there’s no actual scientific evidence and intelligent communication between them exists.,1.7098175499565595,0.02317780812811601,1151,571,343,237
"Enjoy it while it lasts, pretty soon they'll be here and push us back in.",1.7088323353293413,0.020255048309378253,1336,616,491,228
I can't believe we finally found a spot that isn't covered in beached humans.,1.7086856264411991,0.021234192786884976,1301,626,428,247
I love nude beaches.,1.7043765483071842,0.021608083154860753,1211,574,421,216
Let's not migrate but say we did.,1.702819956616052,0.024133470527824354,922,425,346,151
"""Call me Fishmael.""                            ""You're drunk.""",1.700923076923077,0.01931616658511724,1625,808,495,322
They keep saying beached whale like it’s a bad thing!,1.6959247648902822,0.029721645992113084,638,306,220,112
There's a human show  at 4 where they are trained to feed us.,1.6948968512486429,0.01769272976804957,1842,900,605,336
I'll be ready for the humans to come push me back into the water in about two more cocktails.,1.6882196634189548,0.021962017638104948,1129,538,405,186
They were really onto something. We should’ve done this 385 million years ago.,1.6865384615384615,0.022842442287826958,1040,496,374,170
Ditch the drink.  The whale watchers are in sight.,1.6744995648389904,0.0165541758176033,2298,1219,608,471
And they say beached whales like its a bad thing....,1.6737451737451738,0.018629628579981426,1554,755,551,248
I forget the second part - life's a beach and then what?,1.6720532319391634,0.02266265492017012,1052,513,371,168
"I gotta say, this guy Melville's come up with a great beach read.",1.669315403422983,0.018687279128371898,1636,827,522,285
"Let's get it straight! We're beach whales, not beached whales.",1.6679452054794521,0.017112296400307276,1825,884,648,283
The Beaches of My Orca,1.6672816728167281,0.01922915463364494,1626,849,469,308
Great.  Now you could be charged with migrating under the influence.,1.664401463669629,0.017627553043506244,1913,997,561,355
I am going to enjoy this climate change thing if it kills me.,1.6611721611721613,0.022453350366615565,1092,548,366,178
Don't take any pictures - I called in beached,1.6608927381745504,0.019571179004505647,1501,772,466,263
Nice having the beach to ourselves while the humans are on that whale watching adventure.,1.6586248492159228,0.01824757714233476,1658,837,550,271
"You were right, Sally. A beach holiday, a little time away from all the swimming, swimming, swimming...",1.6530291109362707,0.02022053641576304,1271,627,458,186
"If those 'Save the Whales' idiots don't spoil our vacation again, we can go to the casino later.",1.6515270164447924,0.021136052586164106,1277,664,394,219
I slipped the cabana boy a fin.,1.646692607003891,0.02184833513613809,1285,701,337,247
"If Darwin could see us now.""",1.646153846153846,0.019524131760991107,1430,732,472,226
I hate it when I get sand in my blowhole.,1.6460176991150441,0.022999273795672487,1017,517,343,157
How long do you think we can keep the real reason for our annual migration a secret?,1.6454106280193237,0.02256390645668225,1035,521,360,154
"Finish up the drink, we have to be back out by the tour boats at 3pm.",1.6379573170731707,0.021227112253079605,1312,711,365,235
"Tonight's Special, 'Pirate's Other Leg'.",1.6367634124890063,0.02282615396107839,1137,618,314,205
"Okay, I'll admit it; Great White privilege exists.",1.6347107438016528,0.02156858619817655,1210,642,368,200
"Wait, is the tide going OUT?",1.6333002973240833,0.02287762807847598,1009,519,341,149
This is great. But I keep getting sand in my blow hole.,1.6327474560592043,0.021570263565956916,1081,543,392,146
Don't you love the way they drop their stuff and run whenever we show up?,1.6326359832635984,0.022552805955728634,1195,663,308,224
And you wanted to go to the mountains.,1.631077216396568,0.022249569369232607,1049,537,362,150
The guide said we'll get a full refund if we don't spot any humans.,1.6308724832214765,0.022226188228165772,1043,532,364,147
We only have 20 minutes remaining before the whale watching boat comes again.,1.6307277628032344,0.022259295027681116,1113,588,348,177
Ahab’s not even gonna recognize me.,1.6275100401606426,0.023273814154945956,996,522,321,152
Remind me again why we go to the Arctic every year?,1.6242774566473988,0.023041353261383596,1038,554,320,164
"We just set a record as the largest land mammals.""",1.6230200633579726,0.02310911275953703,947,485,334,128
If we order the krill we won't have to go looking for it.,1.6208530805687205,0.024545848384283843,844,435,294,115
Text Ahab.  This will drive him crazy.,1.6207565470417071,0.024716063148277824,1031,594,234,203
Drink up! We've got to be at the whale watch in an hour.,1.6143308746048473,0.022828502092342603,949,488,339,122
We should call Ishmael.,1.6120401337792643,0.025509177291495058,897,503,239,155
The other beach was a zoo.,1.611901681759379,0.026389062435500522,773,416,241,116
Feels good to get out. I hear this used to be Miami.,1.6112385321100917,0.025327406193362257,872,478,252,139
The shark trick clears the beach every time.,1.6107456140350878,0.02266538356982801,912,460,346,105
The key is to stay hydrated.,1.6103752759381897,0.023723557009940232,906,476,307,123
"No, honey, you do NOT look like a beached whale.",1.6102062975027145,0.024024764874912983,921,494,292,135
They call us beached whales like it’s a bad thing.,1.609375,0.022845929749655037,960,501,333,126
And they always make “beached whale” sound so negative,1.6091703056768558,0.024377690693662257,916,498,278,140
I hope those people don’t come and drag us back into the water again!,1.608154020385051,0.02473323571567302,883,479,271,133
I got the full Brazilian and now I’m barnacle free.,1.607773851590106,0.026363433589437615,849,482,218,149
"A few more years, and all this will be ours.",1.6073059360730593,0.024786452384301792,876,475,270,131
"According to the itinerary, swimming with the humans starts at 11:00.",1.6057007125890737,0.025902107772542045,842,469,236,137
How's the krill & tonic?,1.6053921568627452,0.02380729663264427,816,413,312,91
"Just think, twenty years ago we wouldn't have been able to vacation in Missouri.",1.60488346281909,0.025693933385237573,901,515,225,160
"Don't drink too much, you still have to swim home.",1.6041189931350115,0.024898849939998118,874,478,264,132
I hope we've got a couple hours before the do-gooders come and drag us back in the water.,1.6038812785388128,0.025168623848408133,876,485,253,138
Want to go in and grab some lunch?,1.6026143790849674,0.02703557230013035,765,425,217,122
"Hey Moby... You're a Dick, ha ha",1.6010430247718384,0.02779567296472371,767,441,191,135
This so much nicer now that humans are extinct.,1.599236641221374,0.027386188297826627,786,452,197,137
They won’t be calling us white whales after today.,1.5988235294117648,0.0253076086409376,850,470,251,129
A few degrees warmer and this will all be ours.,1.5987261146496816,0.02433967157073427,785,403,294,88
"Who’s laughing now, Ahab?”",1.598014888337469,0.026445155407062867,806,454,222,130
God bless shark week.,1.5979513444302176,0.023961291181466903,781,395,305,81
I just hope those idiots don’t show up and try to push us back in again.,1.5971049457177322,0.025359459330022417,829,455,253,121
"Studies suggest humans are one of the most intelligent mammals, but I have my doubts.",1.5957446808510638,0.0266231322556989,705,376,238,91
"If that marine biologist shows up, just play dead.",1.5949367088607596,0.02770021837675443,711,396,207,108
"Drink it slowly, you don’t want to spout off again.",1.5940594059405941,0.027317955625015114,707,388,218,101
It was nice of the sharks to clear the beach for us.,1.5929577464788733,0.02479037800034715,710,356,282,69
"This beached whale doesn’t need saving, you know what I mean?",1.5926493108728943,0.02740017753386671,653,346,225,81
"And people say 'beached' like it's a bad thing.""",1.5923984272608125,0.024473552947182203,763,392,288,82
Enjoy it while you can.  Some do-gooder will be by any minute to try to push you back in.,1.5887445887445888,0.02529312543815574,693,356,253,74
I could die right here.,1.5857142857142856,0.036768727796275415,420,242,110,68
"If I knew this is what they meant by 'beached whale', I would have done this years ago.",1.5847589424572317,0.028107537534702975,643,352,206,85
"Boy, Martha, life gets so much better once you're on the endangered list.",1.5812220566318926,0.026315232988310122,671,355,242,74
Beaching is so much more relaxing since humans went extinct.,1.5797546012269938,0.029558777337537076,652,380,166,106
Let’s go for a steak place. I’m sick of seafood.,1.5784615384615384,0.025508852973755054,650,332,260,58
I'm guessing three hours before people start trying to roll us back in.,1.5776487663280117,0.025160897125743185,689,357,266,66
Why does Green Peace always roll us back in?,1.576853526220615,0.02990448126776216,553,303,181,69
"Say what you will about coastal elites, but I could get used to this.",1.5757575757575757,0.029133989499115824,627,356,181,90
Shall we get the krill again?,1.5757575757575757,0.026186501296563896,627,322,243,57
Here's another excursion idea. Boat watching off the Oregon coast.,1.575,0.0297749395098597,600,341,173,86
And humans say “beached whale” as if it’s a bad thing.,1.5728813559322035,0.029981150577170667,590,336,170,84
The brochure didn't lie. We ARE having a whale of a time here!,1.5725806451612903,0.0292671920649429,620,356,173,88
"Of course, if we order lunch we'll have to wait 30 minutes before going back in.",1.5716753022452505,0.026316646012799896,579,293,241,45
"Ya know, there's beached, and then there's beached.",1.5695792880258899,0.0292175687232971,618,353,178,87
We should call in seasick more often.,1.569420035149385,0.03297898227694147,569,351,112,106
Ahab won't be watching for the Great Bronze Whale.,1.567779960707269,0.02815091501798468,509,260,209,40
This is nicer than our usual dive.,1.5676156583629892,0.033504988314983705,562,351,103,108
This sure beats holding your breath all day long!,1.5670103092783505,0.04151464847814182,291,163,91,37
Sure beats Sea World.,1.565743944636678,0.02989217849842483,578,329,171,78
"So this used to be Kansas, imagine that.",1.565217391304348,0.031103735316389026,575,339,147,89
"Ah, not a person for miles to try to push us back in the ocean.",1.5634615384615385,0.02748713061245652,520,265,217,38
"According to the map, this is the best place to spot pods of humans swimming",1.562386980108499,0.03093370406076256,553,319,155,78
"Hey Hama, I don't want to alarm you, but I may have misread the tide table.",1.5622775800711743,0.02960443625654229,562,315,178,69
