rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Jury of your peers? Ah... I don't think so.,2.75,0.2886751345948128,4,0,1,3
1,Good news: you may get life.,2.75,0.2886751345948128,4,0,1,3
2,We're unable to find a jury of your peers.,2.75,0.2886751345948128,4,0,1,3
3,"Yes, I'm all for the death penalty, but this is traffic court.",2.75,0.2886751345948128,4,0,1,3
4,If only we could stop the next witness from testifying.,2.6666666666666665,0.408248290463863,3,0,1,2
5,Bad news. Famine just turned state's witness.,2.6666666666666665,0.408248290463863,3,0,1,2
6,Let me show you how a real soul-sucking job is done.,2.6666666666666665,0.408248290463863,3,0,1,2
7,"No, we can't ask for the death penalty",2.6666666666666665,0.408248290463863,3,0,1,2
8,Try to look innocent.,2.5,0.2886751345948128,4,0,2,2
9,"So, do we feel good or bad about the death penalty?",2.5,0.2886751345948128,4,0,2,2
10,"It looks grim, no doubt about it.",2.5,0.5,4,1,0,3
11,It would be time for that killer closing you keep talking about.,2.5,0.7071067811865476,2,0,1,1
12,"We're good, as long as they don't bring up your priors",2.5,0.2886751345948128,4,0,2,2
13,Your priors are going to be a problem.,2.5,0.2886751345948128,4,0,2,2
14,I'm a lawyer...I sold my soul a long time ago.,2.5,0.2886751345948128,4,0,2,2
15,No. You can't approach the witness.,2.5,0.2886751345948128,4,0,2,2
16,"No, I don't think carrying out the death penalty will be part of your community service.",2.5,0.2886751345948128,4,0,2,2
17,"We'll appeal on the grounds that it's not only cruel and unusual punishment, but sort of ironic, too.",2.5,0.2886751345948128,4,0,2,2
18,"Since you're already dead, they'll give you life.",2.5,0.7071067811865476,2,0,1,1
19,Their case is strong. Brace yourself: You may get life.,2.5,0.5,4,1,0,3
20,"I'm ethically precluded from advising you what to do, but, yes, if their star witness were to die, the case would be dismissed.",2.5,0.5,4,1,0,3
21,I must advise you that it looks grim.,2.5,0.5,4,1,0,3
22,Know of any newly available rent-controlled apartments?,2.5,0.5,4,1,0,3
23,"I say we go with the, ""identity theft"" defense.",2.333333333333333,0.6666666666666669,3,1,0,2
24,I'm thinking the death penalty would be win-win.,2.333333333333333,0.408248290463863,3,0,2,1
25,Don't worry. We were able to dig up a couple of witnesses.,2.333333333333333,0.6666666666666669,3,1,0,2
26,Mint?,2.333333333333333,0.6666666666666669,3,1,0,2
27,Good news. It's the death sentence.,2.333333333333333,0.6666666666666669,3,1,0,2
28,What do you mean you're confident it will be a hung jury?,2.333333333333333,0.408248290463863,3,0,2,1
29,I think we should enter a plea of inevitable.,2.333333333333333,0.6666666666666669,3,1,0,2
30,You'll like this; they gave you the death penalty.,2.333333333333333,0.408248290463863,3,0,2,1
31,Just don't point at anyone.,2.333333333333333,0.408248290463863,3,0,2,1
32,Good News... another hung jury...,2.333333333333333,0.408248290463863,3,0,2,1
33,Stop laughing whenever they mention the death penalty.,2.333333333333333,0.6666666666666669,3,1,0,2
34,"Thanks, but no. When I said we could use a hung jury, that's not what I meant.",2.333333333333333,0.408248290463863,3,0,2,1
35,We're having some trouble finding impartial jurors.,2.333333333333333,0.6666666666666669,3,1,0,2
36,Could I possibly ask you to use 'Your Honor' instead of 'You're next'?,2.333333333333333,0.6666666666666669,3,1,0,2
37,If only you'd had a license to scythe,2.333333333333333,0.6666666666666669,3,1,0,2
38,"Remember, you're just a guy trying to save the world from overpopulation.",2.333333333333333,0.6666666666666669,3,1,0,2
39,Poker face! POKER FACE!,2.333333333333333,0.408248290463863,3,0,2,1
40,I advise avoiding eye contact with the jury.,2.25,0.478713553878169,4,1,1,2
41,"Yes, death is considered a penalty here.",2.25,0.2886751345948128,4,0,3,1
42,"Fortunately, the scythe is inadmissible as evidence",2.25,0.478713553878169,4,1,1,2
43,We'll ask for separate trials on each count.,2.25,0.478713553878169,4,1,1,2
44,Stop telling the jurors you can't wait to meet them.,2.25,0.478713553878169,4,1,1,2
45,"Ironically, you could get Life....",2.25,0.478713553878169,4,1,1,2
46,I'm afraid that could be construed as witness intimidation.,2.25,0.478713553878169,4,1,1,2
47,They are digging up a jury of your peers.,2.25,0.478713553878169,4,1,1,2
48,Plead guilty and you'll get life.,2.25,0.2886751345948128,4,0,3,1
49,"No, there is no glove you can try to put on.",2.25,0.2886751345948128,4,0,3,1
50,"Remember, you were only doing your job.",2.25,0.478713553878169,4,1,1,2
51,"This is our last appeal, so please stop referring to your sentence the 'me penalty.'",2.25,0.478713553878169,4,1,1,2
52,They're offering life.,2.25,0.478713553878169,4,1,1,2
53,"As your lawyer, I'm advising you not to say anything about your support for the death penalty.",2.25,0.2886751345948128,4,0,3,1
54,I think our best strategy is to argue that you were just the messenger.,2.25,0.2886751345948128,4,0,3,1
55,Think of the irony if they give you life.,2.25,0.478713553878169,4,1,1,2
56,I'm sure you'll have the last word on this.,2.25,0.478713553878169,4,1,1,2
57,Can we try jury selection my way?,2.25,0.478713553878169,4,1,1,2
58,I'll open with Dante.,2.25,0.478713553878169,4,1,1,2
59,Three words of advice if you want to win this: Be not proud.,2.25,0.478713553878169,4,1,1,2
60,You look like death.,2.25,0.478713553878169,4,1,1,2
61,Being dead is usually a good alibi.,2.25,0.478713553878169,4,1,1,2
62,They are having a tough time gathering a jury of your peers.,2.25,0.478713553878169,4,1,1,2
63,"Sorry, Death, but you're getting life.",2.25,0.2886751345948128,4,0,3,1
64,They said you'll be given a fate worse than you,2.25,0.2886751345948128,4,0,3,1
65,It won't be easy finding a jury of your peers.,2.25,0.2886751345948128,4,0,3,1
66,They've offered the death sentence if you'll plead guilty. It's a win win.,2.25,0.478713553878169,4,1,1,2
67,"No, a hung jury isn't what we're looking for.",2.25,0.2886751345948128,4,0,3,1
68,There's no denying you were at the scene of the crime.,2.25,0.478713553878169,4,1,1,2
69,HOW many priors?,2.25,0.478713553878169,4,1,1,2
70,I know you are used to settling things out of court . . .,2.25,0.2886751345948128,4,0,3,1
71,You could be facing life.,2.25,0.2886751345948128,4,0,3,1
72,I'll try to get you life.,2.25,0.2886751345948128,4,0,3,1
73,"Remember, you were only the ferryman.",2.25,0.2886751345948128,4,0,3,1
74,We'll argue the death penalty is a conflict of interest.,2.25,0.478713553878169,4,1,1,2
75,Bad news. Your priors are admissible.,2.25,0.478713553878169,4,1,1,2
76,So we have to convince the state you are neither cruel nor particularly unusual.,2.25,0.478713553878169,4,1,1,2
77,Only YOU could think the death penalty is a slap on the wrist.,2.25,0.478713553878169,4,1,1,2
78,Just say you manage retirement plans.,2.25,0.478713553878169,4,1,1,2
79,"Yes, but Johnnie Cochran's not around any more. And whose fault is that?",2.25,0.478713553878169,4,1,1,2
80,I want you to be aware that this might go class action.,2.25,0.478713553878169,4,1,1,2
81,Stop it. They'll just keep bringing in a new judge.,2.25,0.478713553878169,4,1,1,2
82,"A hung jury, Mr. Reaper, is not what is not what you think it is.",2.25,0.478713553878169,4,1,1,2
83,"For the next two weeks, I'm going to need less grim.",2.25,0.2886751345948128,4,0,3,1
84,"The judge strikes the jurors, not you.",2.25,0.478713553878169,4,1,1,2
85,"A hung jury, Mr. Reaper, is not what you think it is.",2.25,0.2886751345948128,4,0,3,1
86,I'd actually recommend not making eye contact.,2.25,0.2886751345948128,4,0,3,1
87,"It doesn't matter if it is for your job, no contact means no contact.",2.25,0.2886751345948128,4,0,3,1
88,We can get a reduced sentence if you snitch on the big guy.,2.25,0.2886751345948128,4,0,3,1
89,'It was his time'? So we're going with that?,2.25,0.478713553878169,4,1,1,2
90,"Obviously,the death penalty is off the table.",2.25,0.478713553878169,4,1,1,2
91,The worst you can get is life.,2.25,0.478713553878169,4,1,1,2
92,Remember: you tell the jury you were just doing your job.,2.25,0.478713553878169,4,1,1,2
93,This may be a rough go. The judge is pro-life.,2.25,0.478713553878169,4,1,1,2
94,"It was his time"" may not be the best defense.",2.25,0.478713553878169,4,1,1,2
95,They all seem anxious to cut a deal.,2.25,0.478713553878169,4,1,1,2
96,"No! Just saying""It was their time"" won't work.",2.25,0.478713553878169,4,1,1,2
97,I'll subtly inform the jury that you know where each of them lives.,2.0,0.408248290463863,4,1,2,1
98,Eternal damnation seems reasonable,2.0,0.5773502691896257,4,2,0,2
99,They're enhancing the charge to aggravated reap.,2.0,0.408248290463863,4,1,2,1
100,So the deal is I'll get you probation if you give me another 60 years. And you do something about my mother-in-law.,2.0,0.408248290463863,4,1,2,1
101,"So, should we seek the death penalty?",2.0,0.408248290463863,4,1,2,1
102,Existentially speaking...... I don't think we can lose.,2.0,0.408248290463863,3,0,3,0
103,I don't see any peers in the jury pool.,2.0,0.2886751345948128,4,0,4,0
104,"Next time you identify someone, don't point, just nod your head",2.0,0.408248290463863,4,1,2,1
105,"On the good side, nobody can identify you for sure.",2.0,0.408248290463863,4,1,2,1
106,"Well, one thing's for certain, there's no possibility of a death penalty verdict",2.0,0.408248290463863,4,1,2,1
107,My client pleads not guilty by reason of inevitability.,2.0,0.408248290463863,4,1,2,1
108,I understand but you guys can't double park seven horses in this city!,2.0,0.408248290463863,4,1,2,1
109,I expect some difficulty seating an unbiased jury.,2.0,0.408248290463863,4,1,2,1
110,Of course you're guilty.,2.0,0.408248290463863,4,1,2,1
111,Would it kill you to smile once in awhile?,2.0,0.5773502691896257,3,1,1,1
112,"What do you mean, you WANT life?",2.0,0.408248290463863,4,1,2,1
113,Relax. I specialize in getting my clients the death penalty.,2.0,0.5773502691896257,3,1,1,1
114,This should be a slam dunk. The prosecution has no eyewitnesses!,2.0,0.408248290463863,4,1,2,1
115,"""It's my job"" is not a valid defense.",2.0,0.408248290463863,4,1,2,1
116,Putting on a good face is critical.,2.0,0.5773502691896257,3,1,1,1
117,"What''s being decided today is the extent of your life, not the jury's.",2.0,0.5773502691896257,4,2,0,2
118,"Not to be morbid, but you could be sentenced to life.",2.0,0.5773502691896257,3,1,1,1
119,"She wants the house, 3,500,000,000 souls, and the dog.",2.0,0.408248290463863,4,1,2,1
120,It's a hung jury.,2.0,0.5773502691896257,3,1,1,1
121,"No, you do not get to 'help with the hangings' if it's a hung jury.",2.0,0.408248290463863,4,1,2,1
122,Don't worry—You'll fit right in on death row.,2.0,0.5773502691896257,3,1,1,1
123,I just want to confirm - You only came to me because you need a lawyer.,2.0,0.2886751345948128,4,0,4,0
124,Self defense? Each time?,2.0,0.408248290463863,4,1,2,1
125,I already sold my soul.,2.0,0.408248290463863,4,1,2,1
126,"People have been cheating you for years, you're due compensation.",2.0,0.5773502691896257,4,2,0,2
127,You really gotta stop making eye contact with the jury.,2.0,0.5773502691896257,4,2,0,2
128,"Well, the fact that you're already dead might work in our favor.",2.0,0.5773502691896257,4,2,0,2
129,"You ""kindly stopped"" for her? What does that even mean?",2.0,0.5773502691896257,3,1,1,1
130,I wouldn't worry about getting the death penalty.,2.0,0.5773502691896257,4,2,0,2
131,"What part of ""Lose the hoodie"" did you not understand?",2.0,0.5773502691896257,4,2,0,2
132,"Death AND taxes, death AND taxes. Why is that so hard for you to get?",2.0,0.5773502691896257,4,2,0,2
133,My fee is 100 an hour and I don't see you any time soon.,2.0,0.5773502691896257,3,1,1,1
134,"Now remember, he was dead when you got there.",2.0,0.408248290463863,4,1,2,1
135,I told you to wear a shirt and tie... and for Pete's sake don't bring that scythe again.,2.0,0.5773502691896257,3,1,1,1
136,It looked like you convinced the older jurors.,2.0,0.5773502691896257,3,1,1,1
137,"No, I won't say ""The defense rests in peace.""",2.0,0.408248290463863,4,1,2,1
138,"This is traffic court, so I'm afraid the death penalty is off the table.",2.0,0.5773502691896257,3,1,1,1
139,You are not required to 'appear' before the Court.,2.0,0.5773502691896257,3,1,1,1
140,"Yes, it's called a 'wrongful death' suit, but don't take that personally.",2.0,1.0,2,1,0,1
141,From one lawyer to another.....,2.0,0.408248290463863,4,1,2,1
142,"The IRS case against you is weak, but nothing's certain ...",2.0,0.408248290463863,4,1,2,1
143,"You can't threaten the judge with his soul, George.",2.0,0.5773502691896257,4,2,0,2
144,I think he already holds you in contempt.,2.0,0.7071067811865476,2,0,2,0
145,"I'm not going to lie, it's starting to look a little grim.",2.0,0.5773502691896257,4,2,0,2
146,"It was consensual, right?",2.0,0.408248290463863,3,0,3,0
147,"If they give you a life sentence, try not to laugh.",2.0,0.5773502691896257,3,1,1,1
148,I don't think you're getting custody.,2.0,0.5773502691896257,4,2,0,2
149,"So, how's life?",2.0,0.408248290463863,4,1,2,1
150,You keep saying hung jury like it's a good thing.,2.0,0.5773502691896257,3,1,1,1
151,You've hung all the jury.,2.0,0.5773502691896257,4,2,0,2
152,You do the final argument.,2.0,0.408248290463863,4,1,2,1
153,Don't worry. Taxes has agreed to testify.,2.0,0.5773502691896257,4,2,0,2
154,"now if you can just take care of the judge, we'll be all set",2.0,0.5773502691896257,3,1,1,1
155,Get serious; you're up against the IRS. Take the deal.,2.0,0.408248290463863,4,1,2,1
156,You should have told me about the scythe.,2.0,0.5773502691896257,3,1,1,1
157,"There's no law against cheating death, unfortunately.",2.0,0.408248290463863,4,1,2,1
158,"Yes, your jury will be out for an eternity.",2.0,0.5773502691896257,4,2,0,2
159,Really? You? Pro-life?,2.0,0.408248290463863,4,1,2,1
160,"Don't worry about losing face, just plead guilty!",2.0,1.0,2,1,0,1
161,The death penalty is the least of your worries.,2.0,0.408248290463863,4,1,2,1
162,"I'm sorry, but they've taken the death penalty off the table.",2.0,0.408248290463863,4,1,2,1
163,When you ID the perpetrator it'd be best not to point.,2.0,0.5773502691896257,4,2,0,2
164,And please try not to touch the bailiff while you're being sworn in.,2.0,0.408248290463863,4,1,2,1
165,"I know you feel cheated, but demanding the death penalty in this case is, frankly, absurd.",2.0,0.5773502691896257,4,2,0,2
166,"Relax, I got Taxes off scot-free.",2.0,0.5773502691896257,4,2,0,2
167,"""I was just doing my job"" is not a good defence.",2.0,0.408248290463863,4,1,2,1
168,I assume the death penalty is not an issue.,2.0,0.5773502691896257,3,1,1,1
169,I'm your third lawyer. What happened to the other two?,2.0,0.5773502691896257,4,2,0,2
170,So I take it that you knew about the death penalty?,2.0,0.5773502691896257,4,2,0,2
171,Listen....I was just doing my job is not a defense.,2.0,0.5773502691896257,4,2,0,2
172,We have to play the 'troubled childhood' card.,2.0,0.408248290463863,4,1,2,1
173,"Fine, but let me handle the jury selection.",2.0,0.408248290463863,4,1,2,1
174,We may have an issue with your likability among jurors.,2.0,0.408248290463863,4,1,2,1
175,I take it you would be okay with the death penalty.,2.0,0.408248290463863,4,1,2,1
176,These juror absences are starting to seem suspicious.,2.0,0.2886751345948128,4,0,4,0
177,"It's wrongful, Death.",2.0,0.5773502691896257,3,1,1,1
178,It doesn't help that you look like hell.,2.0,0.408248290463863,4,1,2,1
179,I don't think we have to worry about a death sentence.,2.0,0.5773502691896257,4,2,0,2
180,"She wants the scythe, too.",2.0,0.408248290463863,4,1,2,1
181,"Ironically, you are looking at life",2.0,0.408248290463863,4,1,2,1
