rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,My next selection sounds just like the last one.,1.5520361990950229,0.0526257448321285,221,139,42,40
1,This next song is pretty much the same as the last one.,1.5472636815920398,0.0536714241173825,201,124,44,33
2,I could have been a conductor.,1.5406698564593302,0.0516350943972253,209,128,49,32
3,This next piece is dedicated to my ex-wife.,1.518348623853211,0.048314639944208,218,133,57,28
4,My next piece may sound a little bit like the last one.,1.5169491525423728,0.0470806988011038,236,146,58,32
5,Anyone else forget to turn off their cellphone?,1.5073170731707315,0.0477216503863441,205,123,60,22
6,They say dress for the job you want; not the job you have.,1.5046728971962615,0.0485621721748283,214,133,54,27
7,"And now, my musical interpretation of the Trump presidency...",1.5045454545454546,0.0513405705380912,220,145,39,36
8,That's right. I'm just that good.,1.5,0.0563253643986397,174,113,35,26
9,And now Gershwin’s lesser-known ‘Rhapsody in Black and Blue’,1.4930232558139536,0.0474838617235827,215,134,56,25
10,You don't understand.  I coulda had class.  I coulda been a conductor.,1.4926108374384237,0.0475562174882109,203,124,58,21
11,My final encore is for the gentleman asleep in Row 3.,1.488262910798122,0.0487283269432363,213,136,50,27
12,You may have heard your children play this next piece.,1.4858490566037736,0.0488986151023166,212,136,49,27
13,We'll have a brief intermission while I make a pretty big career decision.,1.4780487804878049,0.0486919330107185,205,131,50,24
14,I wasn't joking about the cell phones,1.476439790575916,0.0491436669529959,191,120,51,20
15,"You may laugh, but the last time I had the lid drop on my hands I couldn’t play for a month.",1.4759615384615383,0.0481639402034671,208,133,51,24
16,"Oh, you said ""Bach's""",1.4705882352941178,0.0471305697093196,238,159,46,33
17,And now here's something for those of you who slept through the Mozart.,1.47,0.0475056198738421,200,126,54,20
18,"No, that was Für Elise. Now try to name this tune...",1.4685990338164252,0.0473355285292817,207,132,53,22
19,"Ok, that's it!  Who forgot to silence their cell phone?",1.4678111587982832,0.044699964956989,233,149,59,25
20,Would the guy who booed please stand up?,1.4676616915422886,0.0467979144927556,201,126,56,19
21,I always hate this part of the dream.,1.4673366834170851,0.0487230181942741,199,128,49,22
22,This next piece was written by my cat.,1.4660194174757282,0.0508656153000386,206,139,38,29
23,I will now play Sonata for Trump’s First Two Years.,1.4657534246575343,0.049396922373227,219,148,40,31
24,I would like to dedicate this to my ex-wife.,1.465346534653465,0.0501849752502115,202,134,42,26
25,"Every night it's the same dream.  I'm onstage, seated at a piano wearing box gloves, and no pants.",1.463302752293578,0.0455629495367553,218,139,57,22
26,I coulda been a contata.,1.4630541871921183,0.0490043546704309,203,133,46,24
27,"And now, I've got an old score to settle.",1.4626168224299063,0.046178362851395,214,137,55,22
28,Hit it!,1.4619289340101522,0.0463537543567712,197,123,57,17
29,You may have heard this little number before...if you have a cat and a piano.,1.4615384615384617,0.0441247215550006,234,150,60,24
30,And now the famous sonata for piano and concussion.,1.4606741573033708,0.0485375272101636,178,111,52,15
31,"For my next selection, Gershwin's ""Rhapsody in Black and Blue""",1.4568527918781726,0.049046446762144,197,129,46,22
32,I will now play Trump's étude in diplomacy,1.4565217391304348,0.0549444561521078,184,128,28,28
33,My cat composed this next one.,1.452914798206278,0.0478300609360608,223,151,43,29
34,After a few drinks we agreed to swap jobs for the evening. I guarantee the pianist is NOT having fun.,1.4504950495049505,0.0501229832016068,202,137,39,26
35,Someone stole my tip jar last night. That’ll never happen again.,1.450261780104712,0.0484756579751115,191,124,48,19
36,I’ll be playing this in pugilissimo.,1.4484536082474226,0.0490235121161008,194,128,45,21
37,I composed my next piece after my divorce.,1.4482758620689655,0.0537709860509209,174,118,34,22
38,"After a month of Christmas songs,
 I'd like to play one for Boxing Day!",1.4439461883408071,0.045179122834662,223,147,53,23
39,Now a tribute to our current President,1.4433497536945812,0.0494071871306403,203,138,40,25
40,This next piece is dedicated to those critics who say I lacked a deft touch and attacked the piano with a pugilistic style.,1.4422110552763818,0.0516430773639041,199,139,32,28
41,"I call this next number, ‘Rhapsody in Black and Blue’.",1.4416243654822336,0.0515427284812671,197,137,33,27
42,And consider that a warning. Anyone else wanna answer their phone?,1.44,0.0465985898008574,225,153,45,27
43,"Finally, Ravel's Bolero is going to get what it deserves.",1.4385026737967914,0.0514419697946973,187,128,36,23
44,Sit back and relax -  tonight it's nothing but the hits!,1.4377880184331795,0.0451170317909077,217,143,53,21
45,I trust the jurors will consider degree of difficulty.,1.4368932038834952,0.0468469759770348,206,137,48,21
46,Please hold your applause until the final bell,1.4361233480176212,0.0445510021508455,227,151,53,23
47,I will now play a piece inspired by my visit to the White House,1.4357541899441342,0.05431918178944,179,126,28,25
48,"No, Franz is my elder brother...I'm Pugi Liszt.",1.4356435643564356,0.0490447055463363,202,138,40,24
49,I'm gonna need a page turner.,1.4339622641509433,0.0453693772501987,212,140,52,20
50,To make it even more interesting my Assistant will now blindfold me.,1.432900432900433,0.0435377816220649,231,153,56,22
51,"Now, “Rhapsody in Black and Blue.”",1.4320388349514563,0.0436735309695511,206,132,59,15
52,I'm going to need someone to turn the pages for me.,1.4311926605504588,0.0444501371636905,218,144,54,20
53,Please join me in the Julliard School fight song,1.4304347826086956,0.0449430491090546,230,156,49,25
