caption,mean,precision,votes,not_funny,somewhat_funny,funny
Two of you have underlying issues.,2.212206650634381,0.00656657952109311,12059,2127,5243,4683
You need help - on so many levels.,2.104544082125604,0.006404396642971968,13248,2979,5900,4362
"So, I gather your health plan didn't tell you what a Tier III plan is.",2.0508166969147004,0.006250142598088407,16530,4936,5812,5775
"Linda, why do you think  men are 'beneath' you?",2.0278854137835594,0.006463812633620726,14452,4163,5713,4566
"Where shall we begin--with acrophobia, claustrophobia, or fear of being crushed?",2.008851532282059,0.0065610894501073455,13444,3830,5660,3946
"Well, Freud never had to pay rent in Manhattan.",2.0080534612748457,0.007371983043474495,11672,3655,4267,3746
"Patient number two, same question.",1.9964125560538117,0.008741046259494251,7805,2341,3151,2313
Welcome to Medicare for All at the Same Time,1.9932696190604389,0.00934560091170866,7429,2435,2609,2385
"Don’t worry, I am certified to treat multiple personalities.",1.9628156082631982,0.009591165809692662,6535,2090,2598,1847
"Have you considered the possibility that 
you are three separate people?",1.9538034865293186,0.00712480226935391,12620,4345,4507,3760
"Okay, now let's start at the top.",1.9216196523368376,0.0077786946712975055,9607,3196,3964,2445
"I know it's our first session, but I'm going to say codependence is at least a part of your problem.",1.919197117858981,0.006516224494549523,13601,4519,5656,3419
Trust me. You're not alone.,1.887919836704398,0.007398828595893401,10778,3848,4284,2642
"You knew when you voted for Bernie that ""Medicare for all' would involve some compromises.",1.8815699916811617,0.006925925248585062,13223,5069,4650,3501
And how do you feel about how she feels about how he feels?,1.8459337964854925,0.009125157059453682,7341,2895,2679,1765
"Well, time's up. Leave your groupon with my secretary.",1.8404468331752555,0.008148848604780254,9489,3866,3266,2353
"Not only is the group discount a bargain, you’ll feel better just hearing how screwed up the others are.",1.8333021165012175,0.010786098125079626,5339,2177,1875,1287
"Sibling rivalry, middle child syndrome, fear of falling...anything else?",1.83264734214905,0.007130519091792278,11419,4428,4464,2517
