caption,mean,precision,votes,not_funny,somewhat_funny,funny
Do you ever get the feeling you're wasting one of your lives?,1.8199577613516367,0.018564131626295173,1894,819,597,478
That reminds me—your mother called this morning.,1.8061573546180159,0.016214172659272177,2631,1214,713,704
"Maul a man and you eat for a day, teach a man to pamper you…",1.774891774891775,0.014685084228923315,3465,1772,701,992
"You knew I was domesticated when you married me, Margaret.”",1.7649586776859505,0.014748928622695681,3025,1434,868,723
I bet they wouldn't tell him to stay off the furniture.,1.7572986282096377,0.015264099366230199,2843,1370,793,680
Oh my gosh that’s horrible. He didn’t even play with it first.,1.7380265435660704,0.01876624692642008,1733,815,557,361
"We'd look great, too, if David Attenborough narrated our day.",1.7195793690535803,0.017786156933130345,1997,989,579,429
"Sure, he's big. But can he manipulate humans like we do?",1.7063273727647867,0.014790152274279022,2908,1477,808,623
"King of the jungle, blah, blah, blah. He coughs up his hair balls one at a time just like the rest of us.",1.7021604938271604,0.015560306000851232,2592,1314,736,542
We never pounce anymore.,1.6985714285714286,0.013338958146931305,3500,1776,1003,721
You know the camera adds 500 pounds.,1.6956521739130435,0.02451811842557497,989,490,310,189
I can't believe this screaming orange wanna-be dictator has so many followers.,1.6948356807511737,0.01965719791664091,1704,900,424,380
This wasn't what I had in mind when I said I wanted to watch the big game.,1.6913885455294602,0.015885730879405566,2427,1233,710,484
Imagine having to hunt for your own food.,1.6902597402597404,0.01934836569542228,1540,756,505,279
I'd hate to be the one to clean his litter box.,1.6902564102564102,0.025270764259195087,975,501,275,199
I'll bet no one ever called him pussy.,1.686447166921899,0.015733377218688505,2612,1382,667,563
No way that's his real fur.,1.6863117870722433,0.01895101369675817,1578,772,529,277
What cunning?  Forget the elusive deer and eat the guy with the camera.,1.6852637962401456,0.019559378296730035,1649,861,446,342
Can you imagine having to hunt for your own food?,1.673720472440945,0.016957014408994286,2032,1033,629,370
"I could look like that, too, if I had a personal trainer.",1.659808963997061,0.020495066044449735,1361,699,426,236
Hit paws.  I need to use the litter box.,1.6451421800947867,0.018687257338910145,1688,903,481,304
That looks like your dad when I asked for your paw in marriage.,1.6445012787723785,0.017304687400965253,1955,1043,564,348
Maybe we should do that Ancestry thing?,1.6410835214446953,0.017414681634842638,1772,908,592,272
So is this what you think about when we’re in bed?,1.6405038759689923,0.02377904756168947,1032,553,297,182
I am so tired of cat videos.,1.6371859296482412,0.023625134774589416,995,522,312,161
When they said ‘Big Cats’ I thought it would be a weight loss show,1.6320043103448276,0.017427459628214917,1856,990,559,307
"Frankly, I'm glad we evolved.",1.6263736263736264,0.01851691633932514,1547,807,511,229
Think her nails are real?,1.6240687679083095,0.017587885494585797,1745,922,557,266
Looks like someone's going to the v-e-t.,1.623468426013195,0.017863109877779646,2122,1268,385,469
In the directors cut there was a hairball in this scene.,1.623020706455542,0.01859454195196767,1642,892,477,273
"I still get goosebumps when he says, ""I am your father.""",1.6225,0.021514658385339627,1200,645,363,192
I bet he never knocked a Roomba off course,1.6170212765957446,0.01755113941014296,1786,964,542,280
I’ve got to start working out.,1.611903285802852,0.018112896774822456,1613,861,517,235
I'm going to the gym starting tomorrow.,1.608667941363926,0.017939151078362567,1569,823,537,209
Take it from me: you have to earn those stripes.,1.6029506093649775,0.020704550527891236,1559,953,272,334
I've gotta stop taking these aggressive roles.  I'm getting typecasted.,1.6018766756032172,0.02140787313366253,1492,925,236,331
I thought you said it was a Felini film.,1.6012145748987854,0.02376790371959964,988,551,280,157
"Man, do I miss my testicles.",1.600572655690766,0.021279863376361112,1397,832,291,274
Hard to believe we're family.,1.6001440922190202,0.01872598400078068,1388,726,491,171
I'm bored.  Wanna shred the couch?,1.5987841945288754,0.03011557603065046,658,381,160,117
"He was terrific in 'Life of Pi', but comedy is clearly not his thing.",1.5952970297029703,0.02593717206745934,808,449,237,122
Is that a documentary or the front door camera?,1.594488188976378,0.020813506394579306,1270,711,363,196
"Sure, Daniel Day Lewis is a chameleon, but the part should've gone to a cat.",1.5934765314240256,0.02098520402710618,1257,707,354,196
They only look like that in Hollywood.,1.5873983739837398,0.022701324157770982,984,536,318,130
I knew him when he was a kitten. He’s clearly gotten work done.,1.5859929078014185,0.02142707893028711,1128,622,351,155
"Sure, he’s king of the jungle but can he control a household like you or me?",1.585118376550169,0.024489555640897474,887,496,263,128
Just another unrealistic body expectation for cats…,1.5842391304347827,0.021789832490344396,1104,614,335,155
Whatever -- I totally could have taken him before my ACL tear.,1.5812854442344046,0.02216701708126127,1058,589,323,146
I'm not sure I'm living my best life anymore.,1.5812854442344046,0.021923643188616466,1058,583,335,140
I just think these shows set unrealistic body expectations.,1.5727091633466135,0.023743194628483358,1004,590,253,161
I wish they’d stop promoting such wild body standards.,1.5701849836779107,0.023482888956697402,919,515,284,120
Why do you love these serial killer movies?,1.56651376146789,0.024072942909494136,872,491,268,113
He may not be stuck in the house but we have couch privileges and don't have to hunt for dinner.,1.56601607347876,0.024095445972517348,871,491,267,113
Why doesn't he just meow until his person gives him his dinner like we do?,1.5653179190751445,0.024824354541976127,865,500,241,124
I bet nobody tells him to stay off the sofa.,1.5644028103044496,0.02566835851950828,854,507,212,135
I’m glad we gave up feral.,1.5634638196915778,0.02419021475853795,843,472,267,104
I think I prefer canned food.,1.5615942028985508,0.024702835080269735,828,470,251,107
I’d run circles around him intellectually.,1.5614430665163472,0.026846240109625625,887,563,150,174
The guy at the gym said I could see results in six to eight weeks.,1.5596555965559655,0.025113630104531718,813,466,239,108
I think we should start seeing other cats.,1.556555269922879,0.024673481122492975,778,433,257,88
"Change the channel, I’m so sick of that orange moron.",1.5547169811320756,0.02752884983401436,795,495,159,141
I love watching these old family videos.,1.5543766578249336,0.02512015983676452,754,422,246,86
I just wasn't expecting 'Tony: The Frosted Flakes Story' to swing this dark.,1.5538261997405967,0.027911998222453875,771,480,155,136
I used to look like that until you wanted me fixed....,1.5533411488862836,0.025881605980822564,853,519,196,138
"""You know, I tried catching a mouse once.""",1.5529411764705883,0.026327333680125804,765,450,207,108
Maybe we should try the paleo diet.,1.551440329218107,0.026486788592696108,729,423,210,96
"Dude, we could totally do that.",1.549789621318373,0.026647551633480256,713,413,208,92
"I’m suddenly feeling
profoundly domesticated.",1.5485175202156334,0.02655624908444457,742,437,203,102
