caption,mean,precision,votes,not_funny,somewhat_funny,funny
"You asked if I wanted product in my hair...and I said a smidgeon...a smidgeon, Ralph.",2.1893601911033636,0.0060986893442130175,15489,3336,5907,6234
Could you trim the sides but leave it feathered on top?,2.0763894241886995,0.0065133449386021,12973,3152,5686,4125
I switched from Pantene to Dove,2.067160022280576,0.0068488259330528245,12567,3345,5036,4177
It started off as a lark.,2.032197998293118,0.006829836476925701,12889,3716,5052,4113
"Well, the good news is I finally got the monkey off my back.",1.9648262813897488,0.007179893687288195,11628,3740,4571,3313
That chair's not going to work.  This is a stool pigeon.,1.9637137137137137,0.007364270324996033,11988,4149,4130,3702
"We met in the park, we had a connection, now I can't get her out of my head..",1.963279580338061,0.007725073721870652,10294,3401,3885,3004
It definitely helps with social distancing.,1.9596589346291373,0.007304208851336179,10907,3442,4476,2984
Just be glad I didn’t come here when I had a pony tail.,1.9412703160833582,0.007957551696137596,10029,3519,3590,2916
I'm here for the early bird special.,1.9351194641607519,0.007705143551010465,10003,3363,3948,2687
"Just a trim, and don't worry. The pigeon's not a carrier.",1.927198539675722,0.008203802398086322,9313,3296,3402,2613
You were right; I’m a chick magnet!,1.9114192903548226,0.008637687445017077,8004,2830,3076,2092
I'm letting her shelter in place.,1.899290259422418,0.008435212492674959,8172,2884,3248,2033
"It was nice for a change, but let's just go back to a duck tail.",1.8828753150126005,0.00809408334804327,8333,2847,3626,1859
When you wear a baseball cap everyone knows you're just covering a bald spot.,1.8787018255578094,0.008917553442215221,7395,2695,2902,1790
Got her on the first day of Christmas.,1.8744114877589453,0.00846362094184175,8496,3208,3152,2131
"You see it too? My psychiatrist said it's all in my head""...",1.8379615952732644,0.009381464722537045,6770,2663,2541,1563
"Yes, just a shave. Why?",1.8365983971504898,0.009266749501595317,6738,2596,2649,1491
I guess I should have been more specific when I said I wanted a haircut to pick up chicks.,1.8269069572506287,0.007906146053555847,9544,3820,3550,2168
Just a smidgeon off the sides and a pigeon off the top.,1.806018784742189,0.010648710195952375,5217,2176,1886,1149
"Unfortunately, it’s a protected species",1.788,0.00948926431687711,6500,2737,2403,1359
I loved what you did with my wife’s beehive.,1.7686080503710366,0.01165971869395741,4447,1978,1517,950
You're going to have to work around my emotional support animal.,1.7649238369699465,0.010910074933709418,4858,2121,1763,973
I guess it's still better than two in the bush.,1.760777683854607,0.01273422315780521,3549,1551,1294,701
Try not to disturb the eggs.,1.751706036745407,0.012180511587129189,3810,1685,1385,728
You remember that sunflower seed shampoo and conditioner you recommended..........,1.750836820083682,0.010807631366443585,4780,2097,1785,897
Can you spike my hair? So this doesn't happen again.,1.749266862170088,0.011925432638834787,4092,1840,1437,809
I heard about your shop on Twitter.,1.7416937297027228,0.012028655051413801,4003,1824,1396,782
"Thing is, they mate for life.",1.7354630294328788,0.014215917480203693,2786,1255,1015,516
Why are you holding your scissors like that?,1.723181257706535,0.013647387192924711,3244,1570,1007,663
I'm the guy who said his hair looked like a real bird's nest on the phone.,1.7220602526724975,0.01322238060027376,3087,1386,1173,525
"Coronavirus, huh? I'm still dealing with the bird flu!",1.6809784022898777,0.012047169054966944,3843,1878,1309,654
"Hardly inconvenient at all, compared to my life after they hatch.",1.6780995220691595,0.01233146575778023,3557,1736,1235,582
Her flight was cancelled.,1.6777265745007681,0.013226527594288839,3255,1619,1063,571
The internet is down.,1.6744528232481148,0.01136841371305259,5437,3082,1028,1314
Can you get this man off my ass?,1.6720977596741344,0.013773733922130875,3437,1874,818,744
I’m ready to be an empty nester.,1.669477234401349,0.01758978081696022,1779,888,594,297
"Yes, I feed pigeons in the park.  Why do you ask?",1.663589151759954,0.01252073567150806,3466,1741,1159,566
The usual.,1.6553299492385787,0.0168090500736531,1970,1007,636,327
It helps with social distancing.,1.6504925209777455,0.014076566659521523,2741,1394,911,435
Leave the sideburns and just clip the wings,1.6481164383561644,0.014404418094028615,2336,1134,895,307
"If possible, I'd like to keep it feathered.",1.6437125748502994,0.021962635371227727,1002,484,391,127
"If you can get the breadcrumbs out, I think he'll leave on his own.",1.6248101265822785,0.015511030839971953,1975,985,747,242
"Just a discrete little trim above the ears, I don’t want to ruffle feathers and get egg on my face.",1.624203821656051,0.01550282985183982,2198,1150,721,324
Can you take a smidgeon off the sides and a pigeon off the top?,1.6223918575063614,0.01654807252767156,1965,1046,616,302
He's taken me under his wing.,1.6220682302771856,0.016093599492924847,1876,944,697,235
Can you make me less attractive to chicks?,1.6214833759590792,0.016696224803994804,1955,1055,590,310
Just a trim. Leave the nest.,1.6179716237519706,0.016414843684469153,1903,988,650,263
"Don't worry, he's not a carrier.",1.6173410404624278,0.01708074880058341,1730,896,600,233
My last barber didn’t quite understand what I meant by ‘feathering.’,1.6165176223040505,0.01592015907780488,1901,961,705,233
What's your partridge-in-a-hair fee?,1.6130622304374616,0.018684169512212617,1623,894,461,267
"Actually, I'd like to look less statuesque.",1.6084223758642364,0.018492100087351342,1591,866,482,243
"It's on the endangered species list, so you'll have to work around it.",1.601468624833111,0.01795665329941767,1498,784,529,185
Short back and sides - and feathered on top.,1.5991820040899796,0.01860362239620558,1467,784,487,196
"If President Trump gets a haircut with that thing in his hair, why can't I.",1.5987795575896262,0.020813121967120058,1311,743,352,216
It works fine until hunting season.,1.5977611940298508,0.01981085647341511,1340,730,419,191
"Why yes, I am single, how could you tell?",1.5975232198142415,0.020231329061475876,1292,705,400,186
I don't care.  Just wing it.,1.5967016491754122,0.019016084741960308,1334,699,474,161
Did you get my tweet?,1.5926530612244898,0.0201986578600102,1225,667,394,164
Give this man a haircut and put it on my bill.,1.5925632911392404,0.021046831839886267,1264,716,347,201
I thought you said you'd leave just a smidgen on top.,1.5904173106646058,0.02021792701227288,1294,723,381,190
"Shampoo, perm and conditioning please. And just a shave for me.",1.589344262295082,0.020140536165584963,1220,660,403,157
She has been trying to hatch my bald spot for about a week now!,1.5875102711585867,0.02113322161446084,1217,690,341,186
Don’t be concerned. The pigeon’s not a carrier.,1.5863486842105263,0.02087687762793451,1216,679,360,176
"It's an old Manhattan Indian trick to hide balding, they call it the Trump Nest.",1.5848739495798319,0.022129905689400018,1190,696,292,202
It keeps me from touching my face.,1.5845799769850404,0.02472273026492553,869,486,258,125
"Look Dave, I'm telling you, it works. Coronavirus shmoronavirus,  Face masks, hand sanitizer, nonsense, walk around with a head bird and no one will get near you.",1.5826010544815465,0.020946991791684768,1138,623,368,147
"Nothing drastic, just a little less plumage.",1.582191780821918,0.028474555038933473,584,311,206,67
He'd like it a little neater on top so he can invite someone over.,1.5798922800718134,0.021467228708015804,1114,622,337,153
"... and kind of feathered on the sides, I guess.",1.5778388278388278,0.021571558927269252,1092,605,343,144
I said mo-HAWK.,1.5767754318618041,0.02194445940456443,1042,575,333,134
"I’ve been sheltering in place so long, he thinks I’m a statue.",1.5745909528392685,0.021957473110798018,1039,575,329,132
It's a faux hawk.,1.5705583756345178,0.022720591598498003,985,562,282,137
"Yes, I do have flyaway hair.",1.5704081632653062,0.022579432440943344,980,553,298,129
"You must be the early bird booking. Take a seat, sir.",1.5685654008438819,0.022550792268358707,948,520,315,112
But you'd let a service dog in?,1.5682574916759155,0.023002307150550825,901,493,304,104
You may want to put some newspaper on the floor.,1.567849686847599,0.022450419151000565,958,530,313,115
I call it “Hair BnB.”,1.5644444444444445,0.023326770151224877,900,504,285,111
Can we get the early bird discount?,1.5633333333333332,0.022983230762983177,900,496,301,103
Be extra careful around the bird.  I can’t find my way home without him.,1.5633333333333332,0.02359354876223889,900,510,274,116
The usual:  short on the sides and feathered on top.,1.5625704622322436,0.02356148489251509,887,497,281,109
It's worth three in the bush.,1.5604142692750287,0.024427232310506145,869,500,251,118
"It's not a pigeon, it's called a ""Man Dove"".",1.5598141695702672,0.02396239846821306,861,488,265,108
"Yes, it's been a while.",1.5595375722543352,0.024130784576458595,865,492,262,111
This wasn't exactly what I meant when I said I wanted my haircut to attract the chicks...,1.5580568720379147,0.024759138162368462,844,487,243,114
"He's sheltering in place, so nothing off the top.",1.5533249686323714,0.025015007469853027,797,456,241,100
It's kind of the opposite of being pigeon toed.,1.5527638190954773,0.025291321803402066,796,460,232,104
He's been there since the shelter in place order.,1.5526992287917738,0.02475139102895642,778,447,236,95
I like the top. If you could just feather the sides.,1.552258064516129,0.023441984322345035,775,416,290,69
It’s a combing pigeon.,1.5513513513513513,0.02590739434374008,740,424,224,92
I can't part with it.,1.5491803278688525,0.026339469036255385,732,425,212,95
I’m his emotional support human.,1.5470430107526882,0.02623087819473955,744,435,211,98
"I know, but we need the eggs.",1.5463215258855585,0.025864615729470998,734,423,220,90
Can you feather it a bit in back?,1.5463215258855585,0.025792654510996188,734,421,225,88
I've been cooped up at home.,1.5422740524781342,0.02586109557098683,686,386,228,72
You should have seen the cowlick.,1.5418439716312056,0.02711907214597933,705,418,192,95
"I would, but I need the eggs.",1.54178674351585,0.026364173482285962,694,399,214,81
Just the sides. He's sheltering in place.,1.5416666666666667,0.026386612934476125,696,401,213,82
"No, this is the barber-shop ... the psychiatrist is next door",1.5413533834586466,0.026713952387940988,665,380,210,75
Don’t cut it too short around the nest.  I don’t want to end up with egg on my face.,1.5391432791728212,0.027820464944668524,677,405,179,93
Remember us?,1.5390505359877489,0.027254471832483803,653,378,198,77
Well...I guess it’s better than a rat’s nest.,1.539039039039039,0.02685822383296901,666,384,205,77
Are we keeping the bird?,1.5390279823269515,0.026721481216762686,679,393,206,80
Can you cut around it?  We need the eggs,1.5370650529500756,0.02709780918369782,661,384,199,78
"The regular, Frank....just a quick smidgeon off the pigeon.",1.534775888717156,0.027797839313082197,647,382,184,81
Do you offer any kind of an early-bird special?,1.5341614906832297,0.0273719909745503,644,374,194,75
A little birdie told me I need a haircut.,1.5331230283911672,0.028229016301144244,634,377,176,81
This is an improvement. My hair has always been a rat’s nest.,1.5330188679245282,0.027808346312416184,636,374,185,77
"I was thinking along the lines of a buzz cut, 
but I don't want to ruffle any feathers.",1.5320512820512822,0.027376497320985932,624,360,196,68
It's not what I had in mind when I asked for a feathered look.,1.5320512820512822,0.02699803573043573,624,356,204,64
Yeah I know it looks ridiculous but I’ve been cooped up like everyone else.,1.5313001605136436,0.027410153003353456,623,360,195,68
When your name is Frank Capistrano you get this every Spring.,1.5305785123966942,0.02868528821068983,605,359,171,75
It's called nesting in place.,1.5304054054054055,0.027751513804633338,592,339,192,61
I have fly-away hair.,1.53,0.02778504820453685,600,347,187,64
"Just the usual preening today, Joe.",1.5298013245033113,0.026639284077879233,604,338,212,54
"On the other hand, no one notices that I am bald",1.529109589041096,0.02813473460880641,584,337,185,62
Been a while since your last cut. Last time it was still an egg.,1.5280135823429541,0.02816776533916307,589,342,183,64
Just enough so that I look less like a pear tree.,1.526405451448041,0.0284459544986367,587,344,177,66
Just make sure I don’t walk out of here with egg on my face.,1.5263157894736843,0.028476381301316044,589,346,176,67
Just some light preening for now.,1.5251396648044693,0.03371459459464058,358,198,132,28
"We're very close, but we rarely see eye to eye.",1.5222437137330755,0.030795350950385336,517,309,146,62
"If you think this is bad, you should see my brother! He's got a real  rat's nest going!",1.5211267605633803,0.03242137125886336,426,246,138,42
Just clean up the sides and leave enough on the top to keep the eggs warm.,1.5207207207207207,0.028657571788745655,555,323,175,57
This is not what I had in mind when I asked you to give me a haircut that attracts chicks,1.5205992509363295,0.029355602607648777,534,312,166,56
"I'm sorry I have to say it, Terry, but this is slightly more noticeable than your bald spot",1.5205223880597014,0.02927580914127727,536,313,167,56
Can I reschedule my appointment? We're still waiting for the eggs to hatch.,1.5191256830601092,0.028188189209346792,549,315,183,51
It was either this or a comb over.,1.5191256830601092,0.02735031082528805,549,320,177,50
It's not so bad--last year I had an operation to remove the monkey from my back.,1.5176908752327747,0.02947620880107853,537,317,162,58
"Be careful, she's pretty protective.",1.5150300601202404,0.029661776506840574,499,289,163,47
"When you're done with the bird watching, I'd like a haircut.",1.514910536779324,0.030548294618462056,503,299,149,55
The ornithologist recommended you!,1.5135658914728682,0.03072742916576717,516,312,143,61
It's very effective at keeping people six feet away.,1.512720156555773,0.029943561186640332,511,302,156,53
Don't mind the twigs - we're expecting.,1.5118577075098814,0.03054628911656643,506,303,147,56
"Go easy on the top, she’s a flight risk.",1.511777301927195,0.031554641533383346,467,278,139,50
"Nothing drastic, just a smidgeon off the sides and a pigeon off the top.",1.510548523206751,0.03233723160204854,474,290,126,58
"Just trim the sides for now. I'll get the rest done when he flies South for the winter.""",1.5092402464065708,0.03032878389841748,487,290,146,48
You can’t or you won’t?,1.5077262693156732,0.03286977862533016,453,277,122,54
"Mom says, not everyone’s brain is this obvious.",1.5071868583162218,0.033126391749183935,487,309,109,69
"Well, I did ask for a style that attracted chicks.",1.50625,0.02978562716470798,480,279,159,42
His name is Mo and he wants to look like a hawk.,1.502202643171806,0.03206829698508039,454,280,122,52
"Just a trim, I need to return a message in 10 minutes.",1.5021645021645023,0.03166104811237228,462,278,134,49
Can you make it look less like a bird's nest this time?,1.5021645021645023,0.03166104811237228,462,279,134,49
A little bird told me you're the best in town.,1.5011135857461024,0.03107547057049421,449,265,143,40
"Meet Elias, my emotional support pigeon.",1.50109409190372,0.0309988189645827,457,271,143,43
I said a smidgen off the sides and a pigeon off the top,1.50109409190372,0.03294983525622922,457,284,117,56
It seems to help with social distancing.,1.5,0.03164752596943029,444,265,136,43
