caption,mean,precision,votes,not_funny,somewhat_funny,funny
They want to know if we lost a ball on the Moon in 1971?,1.847731755424063,0.016158584223480425,2535,1061,799,675
It wants our leader.  Right now that’s you by 2 strokes.,1.8434835566382461,0.019634504005515842,1642,668,563,411
This is still more believable than your hole-in-one story.,1.8286245353159851,0.0151853899819976,2690,1104,943,643
He says this is the stupidest waste of time in the entire universe.,1.806021505376344,0.017291236499537035,2325,1077,622,626
"If they're looking for intelligent life, why would they come to a golf course?",1.8004738088970782,0.013363640568041995,3799,1743,1071,985
Everyone's landing on the green but you.,1.76,0.01599893580463029,2375,1075,795,505
"Ok, just figured out why those foursomes in front of us disappeared.",1.7554683118339878,0.013013023533695147,3566,1619,1200,747
I hate playing in New Mexico,1.749271137026239,0.0159014672655835,2401,1105,793,503
He claims I broke his windshield.,1.7430939226519337,0.015407655150754408,2534,1171,843,520
"All they said was, ""Take us to your Masters.""",1.7356774780236435,0.013617313829230936,3299,1560,1051,688
They come in peace and suggest you relax your grip.,1.7317376437674852,0.013297849713206845,3217,1462,1156,599
I knew once we started using AstroTurf this would happen.,1.7256745707277188,0.015522205453995071,2446,1148,821,477
Everyone thinks we're at the office. Let's just keep this to ourselves.,1.7169722614010343,0.01672961037344171,2127,1019,691,417
And yet they don’t allow carts.,1.7151539708265802,0.014982624798449565,2468,1135,901,432
"They want our leader.
You’re up by two strokes.",1.712923076923077,0.013586478332224332,3250,1575,1033,642
"It's ok, they're members",1.7078482914006758,0.014704146324026082,2663,1269,903,491
They brought my ball back.,1.7059821807382265,0.015506477444829116,2357,1116,818,423
"If they come in peace, is it still a hazard?""",1.6996381182147164,0.024742336091717908,829,372,334,123
They're looking for the miniature golf course.,1.6955762514551804,0.01311331109292541,3436,1697,1088,651
"First the good news, Joe.  It’s not another alligator.",1.693745970341715,0.018373012219255386,1551,716,594,241
And you thought the bridge with the little windmill was tough.,1.6877165960723912,0.014501392101694844,2597,1241,926,430
"He said, "" Take the penalty.""  Then he went inside.",1.687017994858612,0.01899031102347698,1556,756,531,269
They came to collect Elon before he breaks anything else.,1.6843220338983051,0.020668055734770357,1416,722,419,275
"Okay, Mr. I-Know-All-the-Rules, here's one for you.",1.683284457478006,0.012964797070263037,3410,1688,1114,608
Define 'man-made obstacle'.,1.6815680880330124,0.01388220414977399,2908,1425,984,499
Looks like your Eagle has landed.,1.680792261630585,0.016117344936089434,2171,1069,726,376
