caption,mean,precision,votes,not_funny,somewhat_funny,funny
Remember when he was just a humming bird?,2.2741053817976895,0.005402417155547421,17745,2912,7080,7745
That's what happens when you make a nest with bluegrass.,2.120637554067666,0.005777304337712716,16877,3896,7060,5917
This next song is for the two idiots with the binoculars.,2.089979285344381,0.006398964790230006,15448,4311,5452,5674
"A Martin? No, I think it’s a Gibson.”",2.014684789290349,0.0064567184727825555,14641,4422,5598,4614
"Well, I'll be damned Bill. It's a Rockin' Robin.",1.983273596176822,0.008447480779150649,8370,2598,3325,2447
This ones’ for all you empty nesters out there”,1.971659634317862,0.006362684258984505,14220,4322,5977,3910
I can usually identify a bird by the song but I think he's doing a cover.,1.9608492696883,0.006855209811660544,13282,4427,4944,3902
It's always about some chick...,1.949898548462619,0.006746444001009845,12814,4101,5252,3450
"Sometimes when they fly South, they only make it as far as Nashville.",1.9222612256837794,0.006316422853794756,13674,4349,6051,3267
I heard he toured with Sheryl Crow.,1.9201997122789203,0.007094458316539367,11817,4095,4592,3124
"From what I can make out, his wife left him and his dog died.",1.9186883051698176,0.007250729332224855,11954,4312,4307,3328
"We can say we saw him before he took off.""",1.9169148016520987,0.007384600014232115,10411,3459,4368,2579
"No, that's a Blues Jay!""",1.8589581831290556,0.007228846404393969,11096,4135,4395,2561
'Finally! A positive tweet.',1.8384287399074661,0.00746982535882282,11023,4432,3938,2648
Mating season has become more competitive.,1.83629250677099,0.0076528872218818945,9969,3874,3852,2238
Yep. Mockingbird. Nothin'  but covers.,1.8262004175365345,0.008750040993029524,7664,3035,2928,1701
I admire any performer who isn't afraid to go out on a limb.,1.8220205209155484,0.008561253236272211,7602,2930,3097,1571
"Wow, everyone sings Dylan better than Dylan.",1.8143055380345654,0.008738425113092137,7927,3311,2788,1825
Normally they'd have left the nest by now but this one's working from home.,1.8121779859484777,0.0094255552169646,6405,2559,2499,1347
"'"" I don't know what kind of bird it is but, he rocks in the treetop all the day long.""",1.8121459099493091,0.00767429315098915,10061,4146,3671,2240
It's even more amazing when you realize he doesn't have any fingers.,1.8107168983174835,0.010581446350156063,5468,2294,1917,1257
This might be the closest we'll get to live music  until 2021.,1.7807251608852614,0.009525944855208208,6371,2708,2358,1305
Grand Ole Osprey,1.769406392694064,0.007863990964712872,9636,4257,3349,2026
"My god, he’s playing “Freebird”",1.769314670059989,0.010361514664607214,5501,2425,1928,1148
Wow!  A Strummingbird!,1.7635609812276862,0.00810697997101745,8683,3778,3188,1712
