caption,mean,precision,votes,not_funny,somewhat_funny,funny
Is this a Middle Age crisis?,1.860019550342131,0.011255330758623498,5115,2065,1701,1349
If you think that’s uncomfortable you should try wearing heels.,1.8592643363034043,0.012054622448127607,4377,1743,1507,1127
It says here that you're a free lancer.,1.856709168184578,0.013748588388598245,3294,1295,1176,823
"My pronouns are thy, thou, and thine.",1.846537120079721,0.010635795473483228,6021,2591,1770,1660
"You’re not a knight, Doug, and I’m not your wench.  Get your own coffee.",1.8437873357228196,0.014224401018244157,3348,1436,999,913
There's a damsel on line one. Sounds important.,1.8432585717968548,0.012559077310346707,3879,1538,1411,930
Must you turn everything into a crusade!,1.8378815443703254,0.011410996691766082,4947,2065,1624,1258
You could just get the shot.,1.837456846950518,0.013609166804392236,3476,1447,1147,882
"Well, you know what they say––dress for the job you want, not the job you have.",1.8352180936995153,0.01388419824542776,3095,1220,1165,710
Why not just get vaccinated,1.835076187630714,0.014038044303546595,3347,1425,1049,873
"Shirley, you joust?",1.8286252354048964,0.013382928816903854,3717,1610,1134,973
That could be anyone's horse in your parking spot.,1.828012358393409,0.014715297606598685,2913,1212,990,711
I can live with damsel. Harlot or wench and I go to HR.,1.8222643896268185,0.01453668406151398,3162,1387,950,825
Did you get the chain mail I sent you?,1.820377358490566,0.015509098985697987,2650,1125,876,649
You’re seriously asking why my bathroom breaks are so long?,1.8155002891844998,0.010945046734675886,5187,2181,1785,1221
"Yes, I am also wearing Under Armour.",1.8150019432568985,0.01579944680436039,2573,1108,833,632
My pronouns are Thee/Thou.,1.813654033041788,0.012691278149432026,4116,1819,1245,1052
"Enough already,Larry. We all got the booster.",1.7969101123595506,0.013051289744421771,3560,1514,1255,791
Your horse is in my parking spot again.,1.7962007020441875,0.011253759689143793,4843,2079,1672,1092
It looks like I've been assigned to queen's bishop 3.  Where the hell is that?,1.7929226736566186,0.014505006938926167,3052,1361,962,729
You left your grail in the sink again.,1.790096878363832,0.018384258865243995,1858,819,610,429
I don't think you understand what she meant when she said wear protection.,1.7889394469723485,0.01510512012962146,2857,1296,868,693
My preferred pronoun is Sir.,1.7833727610679284,0.014237135350985381,2959,1277,1046,636
I was promised a round table,1.7829430269136666,0.01434682723221748,2861,1220,1042,599
