rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,I'm afraid we're out of time.,2.6666666666666665,0.2108185106778921,6,0,2,4
1,I can see our time is up.,2.4,0.3999999999999999,5,1,1,3
2,You're my last patient of the day.,2.4,0.3999999999999999,5,1,1,3
3,Bad day to give up drinking.,2.333333333333333,0.6666666666666669,3,1,0,2
4,"Well, looks like we're all out of time for today.",2.333333333333333,0.408248290463863,3,0,2,1
5,This will be our last session,2.333333333333333,0.2108185106778921,6,0,4,2
6,"Well, it appears our time is up.",2.333333333333333,0.3333333333333334,6,1,2,3
7,"Well he hasn't stopped yet, I guess I owe you another dollar.",2.2,0.3741657386773941,5,1,2,2
8,Where did we leave off last session?,2.2,0.3741657386773941,5,1,2,2
9,And how is this going to make you feel?,2.2,0.3741657386773941,5,1,2,2
10,"All right, full disclosure: I'm not really a psychiatrist.",2.2,0.3741657386773941,5,1,2,2
11,We've learned that your fears are very real.,2.2,0.3741657386773941,5,1,2,2
12,Hold that thought.,2.1666666666666665,0.3073181485764295,6,1,3,2
13,"Just like I told you, 30 minutes late.",2.1666666666666665,0.3073181485764295,6,1,3,2
14,I see that our time is up.,2.1666666666666665,0.4013864859597431,6,2,1,3
15,It appears as though we're running out of time.,2.1666666666666665,0.3073181485764295,6,1,3,2
16,"Since our last session, would you say your fear of trains has increased or decreased?",2.1666666666666665,0.4013864859597431,6,2,1,3
17,The D train's killing me.,2.1666666666666665,0.4013864859597431,6,2,1,3
18,Watch that third rail. You could get hurt.,2.0,0.3651483716701107,6,2,2,2
19,"Donald may have momentum, but we can still get enough delegates to stop him.",2.0,0.4472135954999579,5,2,1,2
20,I'm starting to understand why the rent is so good.,2.0,0.3651483716701107,6,2,2,2
21,How does the prospect of imminent death make you feel?,2.0,0.3162277660168379,5,1,3,1
22,It still beats living next door to a violin teacher.,2.0,0.2581988897471611,6,1,4,1
23,"""Are you desensitized to your fear of trains yet?",2.0,0.2581988897471611,6,1,4,1
24,I get the sense our visits are causing you pain...,2.0,0.4472135954999579,5,2,1,2
25,I think we need to address your death wish first and maybe work on the train fetish later.,2.0,0.3651483716701107,6,2,2,2
26,We're just about out of time.,2.0,0.2581988897471611,6,1,4,1
27,The first few sessions are the hardest.,2.0,0.408248290463863,4,1,2,1
28,It's called Deja vu,2.0,0.4472135954999579,6,3,0,3
29,This state's euthanasia practices leave a lot to be desired.,2.0,0.4472135954999579,5,2,1,2
30,I think that’s all the time we have for today.,2.0,0.3162277660168379,5,1,3,1
31,I can't even imagine what would have happened on the 'F' train.,2.0,0.3162277660168379,5,1,3,1
32,I told you I saw a light at the end of the tunnel.,2.0,0.2581988897471611,6,1,4,1
33,"As I've said, whatever doesn't kill us will make us stronger.",2.0,0.3651483716701107,6,2,2,2
34,I see our time is almost up.,2.0,0.2236067977499789,5,0,5,0
35,"Whoa, Déjà vu.",2.0,0.3162277660168379,5,1,3,1
36,What don't kill you only makes you stronger. If this doesn't work we'll try the N train next.,2.0,0.3162277660168379,5,1,3,1
37,We're just about about out of time. Same place next week?,2.0,0.3651483716701107,6,2,2,2
38,Let's try once more to figure out what the train symbolizes.,2.0,0.4472135954999579,5,2,1,2
39,So we are on the right track.,2.0,0.4472135954999579,5,2,1,2
40,Looks like we’re out of time today ....,2.0,0.3651483716701107,6,2,2,2
41,"Now that we’ve gotten you over your fear of heights, let’s tackle your fear of subways.",2.0,0.3651483716701107,6,2,2,2
42,"Not to brag, but I was a runner up for a Darwin Award last year.",2.0,0.4472135954999579,6,3,0,3
43,Maybe we should have started with your abstract problems.,2.0,0.4472135954999579,5,2,1,2
44,Looks like our time is up.,2.0,0.3651483716701107,6,2,2,2
45,"I have to say Doc, I'm deeply impressed by your commitment to Physician-assisted suicide.",2.0,0.5773502691896257,3,1,1,1
46,I've seen worse Emergency Room waiting areas,2.0,0.408248290463863,4,1,2,1
47,Let’s explore why you always feel run over.,2.0,0.5773502691896257,4,2,0,2
48,I just can't seem to overcome this feeling of deja vu.,2.0,0.408248290463863,4,1,2,1
49,Don't worry the D Train is never on time.,2.0,0.4472135954999579,5,2,1,2
50,I think we're just accident prone.,2.0,0.3162277660168379,5,1,3,1
51,I'm afraid our time is up.,1.8333333333333333,0.4013864859597431,6,3,1,2
52,That blast of air before impact is quite refreshing.,1.8333333333333333,0.3073181485764295,6,2,3,1
53,"Well, I see we're about out of time.",1.8333333333333333,0.3073181485764295,6,2,3,1
54,I know a really great place to be on life support.,1.8333333333333333,0.4013864859597431,6,3,1,2
55,Does the train seem to be smiling?,1.8333333333333333,0.3073181485764295,6,2,3,1
56,"Once again, it looks like our time is up.",1.8333333333333333,0.3073181485764295,6,2,3,1
57,"Relax, we've met the deductible.",1.8333333333333333,0.3073181485764295,6,2,3,1
58,"You know, I'm not totally sold on this online therapy.",1.8333333333333333,0.3073181485764295,6,2,3,1
59,Tell me about your childhood very quickly.,1.8333333333333333,0.1825741858350553,6,1,5,0
60,When you said a little R&R I didn't think you meant railroad.,1.8333333333333333,0.4013864859597431,6,3,1,2
61,Breakthroughs are always painful.,1.8333333333333333,0.3073181485764295,6,2,3,1
62,I spy with my little eye something beginning with D.,1.8333333333333333,0.4013864859597431,6,3,1,2
63,"What, specifically, triggers your irrational sense of impending doom?",1.8333333333333333,0.4013864859597431,6,3,1,2
64,"Well, our time's almost up.",1.8333333333333333,0.4013864859597431,6,3,1,2
65,Time's up. Now if you excuse me I have another patient waiting on track 9.,1.8333333333333333,0.3073181485764295,6,2,3,1
66,Looks like our time is up for today.,1.8333333333333333,0.4013864859597431,6,3,1,2
67,I’ll be damned if we’re denied Worker’s Comp this time!,1.8333333333333333,0.4013864859597431,6,3,1,2
68,I'll think twice before the next time I compliment someone's caboose.,1.8333333333333333,0.4013864859597431,6,3,1,2
69,Do you ever feel your life is more important than your squished penny collection?,1.8333333333333333,0.4013864859597431,6,3,1,2
70,"Well, that's about it for this week.",1.8333333333333333,0.4013864859597431,6,3,1,2
71,THIS will get us a settlement!,1.8333333333333333,0.4013864859597431,6,3,1,2
72,Do you think this will fulfill our family deductible?,1.8333333333333333,0.4013864859597431,6,3,1,2
73,"So, in your dream you have us sitting on a subway track with the 7:14 express headed our way. I can't be sure, but I interpret the dream as a dramatic, yet relevant expression of your fears concerning your last check bouncing.""",1.8333333333333333,0.3073181485764295,6,2,3,1
74,It appears our time is up.,1.8333333333333333,0.3073181485764295,6,2,3,1
75,yes it seems dangerous but statistically the likely hood of being hit by a train twice is zero,1.8333333333333333,0.4013864859597431,6,3,1,2
76,Are you sure this makes us stronger?,1.8333333333333333,0.4013864859597431,6,3,1,2
77,How's your arm?,1.8333333333333333,0.3073181485764295,6,2,3,1
78,"So, are you still against Ride Share ?",1.8333333333333333,0.3073181485764295,6,2,3,1
79,In our next session we'll confront your fear of snakes.,1.8333333333333333,0.1825741858350553,6,1,5,0
80,I told you there was a light at the end of the tunnel.,1.8333333333333333,0.4013864859597431,6,3,1,2
81,"You're the one that checked ""convenient to the D train"" on Airbnb.",1.8333333333333333,0.1825741858350553,6,1,5,0
82,"Fool me once, shame on you.",1.8333333333333333,0.4013864859597431,6,3,1,2
83,"Listen, it's a D train...can we just enjoy the irony?",1.8333333333333333,0.4013864859597431,6,3,1,2
84,NOT to worry the train is NEVER on time!,1.8333333333333333,0.3073181485764295,6,2,3,1
85,"Finally , a nice day,",1.8333333333333333,0.3073181485764295,6,2,3,1
86,"I feel your pain, Charlie.",1.8333333333333333,0.4013864859597431,6,3,1,2
87,I remember when rail transport didn't cost an arm and a leg.,1.8333333333333333,0.4013864859597431,6,3,1,2
88,I knew there had to be a reason these chairs were available.,1.8333333333333333,0.3073181485764295,6,2,3,1
89,OK ... one more time ... you hear a rumble and a screech of brakes ... and then what?,1.8333333333333333,0.3073181485764295,6,2,3,1
90,This commute is killing me.,1.8333333333333333,0.4013864859597431,6,3,1,2
91,Let's go back to your over-reliance on similes...,1.8333333333333333,0.4013864859597431,6,3,1,2
92,I'd say this IS the end of the line.,1.8333333333333333,0.1825741858350553,6,1,5,0
93,At least we are on morphine this time.,1.8333333333333333,0.3073181485764295,6,2,3,1
94,Oh good its the D train!,1.8333333333333333,0.4013864859597431,6,3,1,2
95,Maybe now we'll meet our deductible.,1.8333333333333333,0.1825741858350553,6,1,5,0
96,"This re-enactment may help the jury, but where will it land us?",1.8333333333333333,0.3073181485764295,6,2,3,1
97,This is the part of the therapy where you face your fears.,1.8333333333333333,0.4013864859597431,6,3,1,2
98,I think one more session and your fear of the subways will be gone.,1.8333333333333333,0.3073181485764295,6,2,3,1
99,"As I've said before, the only way to deal with a phobia is to confront it head on.",1.8333333333333333,0.3073181485764295,6,2,3,1
100,I'd like to step out of your nightmare for just a moment.,1.8333333333333333,0.4013864859597431,6,3,1,2
101,I never said your fear of trains was irrational.,1.8333333333333333,0.3073181485764295,6,2,3,1
102,I'm afraid I'm still going to have to bill you for the full hour.,1.8333333333333333,0.3073181485764295,6,2,3,1
103,This should finally get us past our insurance deductibles.,1.8333333333333333,0.4013864859597431,6,3,1,2
104,I see our time is up.,1.8333333333333333,0.3073181485764295,6,2,3,1
105,"Well, Mr. Brenner, our time is just about up.",1.8333333333333333,0.3073181485764295,6,2,3,1
106,Living on the D line has its drawbacks.,1.8333333333333333,0.3073181485764295,6,2,3,1
107,Has it never dawned on you that maybe we're both crazy?,1.8,0.3741657386773941,5,2,2,1
108,I liked it better when we lived on the wrong side of the tracks.,1.8,0.4898979485566356,5,3,0,2
109,"In London they say, ""Mind the gap."" In New York they don't say nothin'.",1.8,0.3741657386773941,5,2,2,1
110,"Looks like our time's up for the week, Jerry.",1.8,0.3741657386773941,5,2,2,1
111,I'm thinking our time is up for today.,1.8,0.4898979485566356,5,3,0,2
112,You're afraid? Good! Use that emotion!,1.8,0.4898979485566356,5,3,0,2
113,He said this is the only option our health plan covers.,1.8,0.3741657386773941,5,2,2,1
114,Time's almost up.,1.8,0.3741657386773941,5,2,2,1
115,"If we don't reach our deductible this time, I give up.",1.8,0.3741657386773941,5,2,2,1
116,New York's bad infrastructure is really affecting my quality of death,1.8,0.3741657386773941,5,2,2,1
117,"On the other hand, we've already met our deductible.",1.8,0.3741657386773941,5,2,2,1
118,Your time's up.,1.8,0.3741657386773941,5,2,2,1
119,Let's not forget what happened the last time our session ran late.,1.8,0.2236067977499789,5,1,4,0
120,You're positive Guinness has a record for this?!,1.8,0.3741657386773941,5,2,2,1
121,I'm afraid our time is almost up.,1.8,0.3741657386773941,5,2,2,1
122,"If I was able, I'd have on clean underwear.",1.8,0.2236067977499789,5,1,4,0
123,So ya think I have loco-motives?,1.8,0.3741657386773941,5,2,2,1
124,"Unfortunately, your hour is up again.",1.8,0.3741657386773941,5,2,2,1
125,Let's just hope insurance won't be denied for a pre-existing condition.,1.8,0.3741657386773941,5,2,2,1
126,I figure this is safer than out in front like last time.,1.8,0.4898979485566356,5,3,0,2
127,I love this movie.,1.8,0.4898979485566356,5,3,0,2
128,I really feel that we're close to a breakthrough.,1.8,0.3741657386773941,5,2,2,1
129,Do you ever get the feeling your life is just one giant metaphor?,1.8,0.3741657386773941,5,2,2,1
130,I think we can safely cross this off our bucket list.,1.8,0.3741657386773941,5,2,2,1
131,So in that dream...did the train back up?,1.8,0.4898979485566356,5,3,0,2
132,I forgot our safe word.,1.8,0.2236067977499789,5,1,4,0
133,Got a penny?,1.8,0.3741657386773941,5,2,2,1
134,This should help us meet our deductible.,1.8,0.4898979485566356,5,3,0,2
135,It looks like our hour is up.,1.8,0.3741657386773941,5,2,2,1
136,Never let a suicidal patient pick the meeting places.,1.8,0.3741657386773941,5,2,2,1
137,"Funny thing, I never even saw it coming!",1.8,0.2236067977499789,5,1,4,0
138,"If this doesn't go viral, I give up.",1.8,0.3741657386773941,5,2,2,1
139,I definitely thought they said brains.,1.8,0.3741657386773941,5,2,2,1
140,I can't tell if I'm coming or going.,1.8,0.3741657386773941,5,2,2,1
141,"Sometimes, I really wonder if we're on the right track...",1.8,0.4898979485566356,5,3,0,2
142,There's that screeching sound again.,1.8,0.2236067977499789,5,1,4,0
143,"Whatever you do, don't touch the third rail.",1.8,0.4898979485566356,5,3,0,2
144,"Sure, brake testing is dangerous but you can't get better health benefits.",1.8,0.2236067977499789,5,1,4,0
145,I thought you said our seats were in the back of the train.,1.75,0.478713553878169,4,2,1,1
146,Wasn't I fortunate to find a shrink with a similar Death Wish?!,1.75,0.2886751345948128,4,1,3,0
147,"You're right, Doc. I'm probably not a hypochondriac.",1.75,0.478713553878169,4,2,1,1
148,I promise - This time we'll meet our deductible.,1.75,0.478713553878169,4,2,1,1
149,What kind of doctor are you again?,1.75,0.478713553878169,4,2,1,1
150,It's called therapy: I'm replacing your unreasonable fear of trains with a very reasonable fear of trains.,1.75,0.2886751345948128,4,1,3,0
151,Can you scratch my left shoulder?,1.75,0.2886751345948128,4,1,3,0
152,Parallel universes merging? Never thought about it. Why?,1.75,0.478713553878169,4,2,1,1
153,"As your therapist, I want to feel your pain, but we may have crossed some boundaries here.",1.75,0.478713553878169,4,2,1,1
154,"Next, we'll confront your fear of falling.",1.75,0.478713553878169,4,2,1,1
155,Death: Take 2,1.75,0.2886751345948128,4,1,3,0
156,Relax; it's only an Escher drawing.,1.75,0.478713553878169,4,2,1,1
157,I can see why you're $400 an hour.,1.75,0.478713553878169,4,2,1,1
158,"To discourage patients from going over time. Which once again, you have.",1.75,0.478713553878169,4,2,1,1
159,It's still better treatment than the VA Hospital.,1.6666666666666667,0.3333333333333332,6,3,2,1
160,We'll be downtown in no time.,1.6666666666666667,0.3333333333333332,6,3,2,1
161,You know Frank. This didn't work out too well the first time so explain to me why we're doing it again.,1.6666666666666667,0.3333333333333332,6,3,2,1
162,You're sure he said our recovery needs to get back on 'tracks'--with an 's'?,1.6666666666666667,0.3333333333333332,6,3,2,1
163,I'm beginning to understand your fear of trains,1.6666666666666667,0.3333333333333332,6,3,2,1
164,"On the bright side, I never saved for retirement.",1.6666666666666667,0.2108185106778918,6,2,4,0
165,Doc said I'm right on track.,1.6666666666666667,0.4216370213557838,6,4,0,2
166,I'm not too bad. How about yourself?,1.6666666666666667,0.4216370213557838,6,4,0,2
