rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Let's pick up the pace. They're billing by the hour.,2.164465786314526,0.0084061652847875,8330,1879,3202,3249
1,Apparently they're experts in hostile takeovers.,2.129756097560976,0.0116142715405275,4100,902,1764,1434
2,We sue at dawn.,2.1245114461194863,0.0084845381478105,8955,2398,3044,3513
3,This time they'll know we mean business.,2.1146928287783227,0.0117291046399308,4281,1043,1704,1534
4,"Well, on the other hand, there is no fee unless we win.",2.0704835217705075,0.0116090369800693,4157,1028,1808,1321
5,"Pillaging lasts a day, these guys will screw them for years!",2.061046511627907,0.0308362361654309,688,205,236,247
6,"We may have lost the battle, but we'll win the appeal.",2.0351692103516923,0.0087894973954466,7535,2065,3140,2330
7,The field will soon be littered with habeas corpuses.,2.0345709068776627,0.0088375456037129,8215,2498,2935,2782
8,...so I told the genie I wanted a hoard of the most ruthless and feared men from throughout history...,2.028638497652582,0.0169786126214383,2130,624,821,685
9,"You just had to say ""Run it by the lawyers"", didn't you?",2.006174305390644,0.0117649315600166,4211,1214,1757,1240
10,You better be right about the pen being mightier than the sword.,2.0032011134307584,0.0092985089424596,7185,2220,2722,2243
11,"So, it's a legal battle they want?",1.9811459353574927,0.0118904348332426,4084,1218,1725,1141
12,Hostile takeovers ain’t what they used to be.,1.9678618277219064,0.0085216985965676,9148,3190,3062,2896
13,The streets will run red with tape,1.9593778314708548,0.0098848943222462,6622,2282,2327,2013
14,You realize we're only gonna get a third of the plunder...,1.950273495773247,0.0098476714039652,6033,1922,2489,1622
15,I liked it better when we settled disputes out of court.,1.922832980972516,0.0121680116991388,3784,1217,1642,925
16,"Don't worry, these guys know how to charge.",1.9191308609704296,0.0099798488711076,6121,2133,2350,1638
17,"You think it's overkill, because you've never been through a divorce.",1.914048796045288,0.0100364999037117,6271,2273,2264,1734
18,Explain to me again this idea of pillageable hours.,1.901603948180136,0.0136982367548454,3242,1161,1239,842
19,"Trust me, nothing crushes the enemy's spirit like long-term financial planning.",1.89401888772298,0.0127217645736401,3812,1399,1418,995
20,That's the last time I let you occupy Wall Street,1.8855623950755456,0.0132034620411425,3574,1341,1301,932
21,I hate legal battles.,1.8763273974840715,0.0102052163673162,6121,2376,2126,1619
22,First we'll hit the castle with code violations.,1.8611916982816337,0.0114408478020833,4481,1668,1767,1046
23,Nobody ever expects the Spanish Deposition.,1.8235294117647056,0.0158895846513442,2567,1098,824,645
24,"I said, 'Suits of armor,' not 'Armani suits.'",1.8200798280626345,0.0139731249789042,3257,1381,1081,795
25,"Now that we've captured these lawyers, let's threaten to release one every hour until our ransom demands are met.",1.8178824721377915,0.0129668138388309,3948,1735,1197,1016
26,"I call it ""shock and audit.""",1.8059006211180124,0.0153402696333348,2576,1079,918,579
27,This time we mean business.,1.7933255269320842,0.0106692313236428,5124,2133,1917,1074
28,"Instead of sacking their castle, we'll offer a reverse mortgage.",1.7896013864818023,0.0143581337029533,2885,1225,1042,618
29,You're the one who wanted to negotiate.,1.7871080903310677,0.0109862327280929,4561,1844,1844,873
30,"It's not war that's hell, it's the paperwork.",1.7852136558896676,0.0112694791888368,4423,1819,1735,869
31,I wanted “a counting of our troops.” Not “accountants for our troops!”,1.782312925170068,0.0202367190695262,1470,637,516,317
32,There is no way she is getting the beach house.,1.7761852260198456,0.0151409595011432,2721,1221,888,612
33,For once corporate seems to have our backs.,1.770079185520362,0.0123032051315211,3536,1446,1457,633
34,"I texted headquarters to send us 10,000 new “insurgents.” Their spellchecker changed it to “insurance agents.”",1.7667723835081728,0.0128346001412237,4099,1973,1109,1017
35,I'm beginning to think we should have settled out of court.,1.766632548618219,0.0119685675772954,3908,1656,1508,744
36,Who said anything about invasion? I'm preparing for evasion.,1.7621419676214196,0.0268872957790479,803,351,292,160
37,The ad said they specialize in assault and battery.,1.7577186963979416,0.0157947304867365,2332,1029,839,464
38,There's an ambulance up ahead. Maybe we can lose them there.,1.754845290717443,0.0147777330315742,2941,1393,876,672
39,First we rape and pillage then we audit the hell out if them,1.7521739130434784,0.0211497492375898,1380,639,444,297
40,"Trust me, nobody plunders like these guys.",1.7426693629929222,0.0170291758768961,1978,887,713,378
41,remember when we used to conquer without having to run it through legal?,1.7341529004994238,0.0148918661366621,2603,1189,917,497
42,I should have read the Magna Carta before I signed it.,1.7332535885167464,0.0186619490459842,1672,769,580,323
43,"Obviously we have two very different interpretations of ""hostile takeover""",1.720164609053498,0.0233794132490186,972,432,380,160
44,They shall learn to fear the name of Zorrak the Litigious !,1.7171561051004636,0.0302807600086654,647,309,212,126
45,"'So sue me,' he says.",1.7163009404388714,0.0151822863708726,2552,1215,846,491
46,I'm already regretting this merger,1.7068917796844727,0.0123318566094324,3613,1677,1318,618
47,"We may lose this battle, but we'll have them tied up in court for years.",1.705685618729097,0.0137917280750655,2691,1201,1081,409
48,I guess he wasn't kidding. He does have an army of lawyers.,1.703232125367287,0.0134205195764239,3063,1434,1104,525
49,"They're docile now, but just wait until they lose cell reception.",1.6981658692185009,0.0152930211394906,2508,1228,809,471
50,Their résumés all said 'headhunter',1.6979975480179812,0.015509897162962,2447,1201,784,462
51,"Remember, we're not here to negotiate.",1.6711409395973154,0.018298383664119,1490,697,586,207
52,The pen had damn well BETTER be mightier than the sword!,1.6694126074498568,0.0142747841745569,2792,1408,899,485
53,"I told you to order armored suits, not Armani suits!",1.6652460286710578,0.0151816214758467,2581,1344,757,480
54,Let's see if he refuses to release his tax returns now.,1.6624879459980713,0.0244810534843574,1037,556,275,206
55,I brought sticks and stones just in case.,1.654231119199272,0.0226049993943024,1099,564,351,184
56,"Let's gallop, just for fun.",1.6541994750656168,0.0198306343918388,1524,811,429,284
57,We'll attack when the defense rests.,1.6506772009029345,0.0176242139749443,1772,905,581,286
58,My lawyer? Lemming & Lemming....why do you ask?,1.6462436177972284,0.0201342499015543,1371,709,438,224
59,These corporate raids just don't have the same vibe.,1.6429780033840948,0.0208927201570333,1182,591,422,169
60,Hostile takeovers ain’t what they used to be.,1.639036341363822,0.0163921261183818,2449,1407,519,523
61,I will never surrender my tax returns.,1.637546468401487,0.0319177860068454,538,280,173,85
62,I'm not losing a battle on a technicality ever again.,1.6369942196531793,0.017384869796215,1730,880,598,252
63,I don't care if Barney's had a sale. Next time I'll pick the uniforms myself.,1.6366812227074237,0.0223593036335692,1145,611,339,195
64,I realize it seems cruel. But the King's subjects must be made to understand that The Black Death is in fact a disqualifying pre-existing condition under the terms of the policy.,1.6328947368421052,0.0265487487048981,760,394,251,115
65,I miss the old days when everything wasn't litigated to death.,1.6282527881040891,0.0194823475502062,1345,686,473,186
66,"Well, at least we'll know whether the pen really is mightier than the sword.",1.6233766233766234,0.0274254769144718,693,360,234,99
67,"In a few miles, we should water the horses and cocktail the lawyers.",1.6231751824817515,0.0216663144624529,1096,566,377,153
68,Just explain it to me one more time....the difference between an Inquisition and an audit is what again?,1.615566037735849,0.0160254584612288,2120,1141,653,326
69,Do they know that CHARGE is an order and not a transaction?,1.6136154553817847,0.0214613662896767,1087,563,381,143
70,"Now that we've drained the swamp, what are we supposed to do with them?",1.611248966087676,0.0218817027500587,1209,676,327,206
71,Wait'll they find out the king never pays his lawyers.,1.5996150144369583,0.0224475676324803,1039,563,329,147
72,How much further is the cliff?,1.5966183574879227,0.0212942639358465,1242,701,341,200
73,I kept telling you to claim all your looting as income.,1.5957894736842104,0.0182948281667618,1425,744,513,168
74,Sometimes you have to go to war with the army you have not the army you want.,1.595703125,0.0227174038309488,1024,561,316,147
75,I used to love being a barbarian. Now I just feel dirty.,1.5956284153005464,0.0226228658727871,1098,620,302,176
76,I'm expecting a legal battle,1.5883014623172105,0.0168836064613019,1778,967,576,235
77,"If any dare to resist us, their streets will run red with tape.",1.5849056603773586,0.0383679843059187,371,210,105,56
78,Wars kill. Litigation destroys!!!,1.5824345146379044,0.0280901691695679,649,358,204,87
79,I take it this is a civil war.,1.578723404255319,0.0209331076159021,1175,654,362,159
80,I have my doubts about these new Homeland Security hires.,1.57686294945284,0.0190549805889929,1919,1246,239,434
81,"Well, at least we'll now see if the pen is mightier than the sword.",1.575083426028921,0.023124049471085,899,488,305,106
82,"I remember when the legal department was just Hrothgar, the rack, and a thumbscrew.",1.5727788279773156,0.0223955047819807,1058,603,304,151
83,So you're sure he said game of torts?,1.5705521472392638,0.0409741341093075,326,189,88,49
84,Attacking our enemies with an army of lawyers seems needlessly cruel.,1.5671750181554105,0.0191938819859939,1377,776,421,180
85,"Sorry, but I still see a difference between raping and pillaging and just screwing people out of health insurance.",1.5654993514915694,0.0272068567145194,771,460,186,125
86,"Let's quicken the pace, they're billing by tenths of an hour.",1.5586307356154407,0.0192290425011858,1373,785,409,179
87,They call me Erik The Litigious.,1.5585197934595525,0.0205644222092025,1162,655,365,142
88,We're adventure capitalists.,1.5577235772357725,0.0287307672607163,615,352,183,80
89,"I miss the old days, when we could pillage without worrying about the legal consequences.",1.5547619047619048,0.0197890559491927,1260,716,389,155
90,We'll either defeat them in battle or a legion of lawyers will be killed. It's win-win.,1.5524193548387095,0.0234213624917285,992,591,254,147
91,"Yes, but if we win, they have to pay our fees.",1.5507246376811594,0.019158571360547,1311,742,416,153
92,So your idea is to bore them to death?,1.548183254344392,0.0284927599509856,633,370,179,84
93,Not the 'hostile takeover' I'm used to leading.,1.541632983023444,0.0198281141586433,1237,714,376,147
94,Because you're younger with only one hat-point.,1.539012738853503,0.0218722993184574,1256,800,235,221
95,You think the paper trail will give us away?,1.53886925795053,0.0286584057374078,566,322,183,61
96,"As it turns out, castrations, scalps and gold teeth all qualify as gross income.",1.5366300366300367,0.0232774892519122,1092,693,212,187
97,ambulant chasers !,1.536625514403292,0.0218487154483423,1215,764,250,201
98,". . . and then we turn the lawyers loose, so the real pillaging can begin.",1.535031847133758,0.0321752085660334,471,275,140,56
99,"So, how did you get into mergers and acquisitions?",1.533658536585366,0.0211405173851614,1025,585,333,107
100,I don't really mind the battles; It's the regulatory compliance that's a drag.,1.533009708737864,0.02181481959346,1030,605,301,124
101,They are conditioned to following horse's asses.,1.527027027027027,0.0263332287269567,814,513,173,128
102,We need to stop soon. The horses need water and the lawyers may need to adjust their briefs.,1.5215982721382288,0.0234013848766811,926,562,245,119
103,"I know winter is coming, but so is April 15th.",1.5205278592375366,0.0249972593556219,682,387,235,60
104,Onward to the (com)promised land !!!,1.518444666001994,0.024278755058596,1003,654,178,171
