caption,mean,precision,votes,not_funny,somewhat_funny,funny
Teach a bear to shop and he will never have to fish again.,1.916985064258423,0.015321855925953087,2879,1102,914,863
Could you toss it to me instead? I want to tell my wife I caught it.,1.8571428571428572,0.020574874108922683,1512,607,514,391
It's an appetizer. I'm having people for dinner tonight.,1.8218418514946961,0.013022885309035045,4148,1894,1099,1155
Throw it to me.  I want to say I caught it.,1.8148032479700187,0.014091192037373954,3202,1369,1057,776
This is so much easier. I wish I thought of it sooner.,1.7991426821800367,0.019079161790146123,1633,682,597,354
I'm on a salmon run.,1.7988800746616893,0.01695970681045091,2143,919,736,488
"No bag. In fact, if you could toss it at me, that would be great.",1.7987679671457906,0.020182167830395562,1461,611,533,317
I prefer wild caught but my husband can’t tell the difference.,1.7935086737548964,0.017954092833191396,1787,737,682,368
"No bag, thanks. I want my wife to think I caught it.",1.7692542787286063,0.013693161105052027,3272,1468,1091,713
The stream was on my commute but we're work-from-home now.,1.7679582063561168,0.01594777279678455,2297,999,832,466
"When I was a kid, we had to catch our own fish!",1.7649122807017543,0.015088404581412635,2565,1121,926,518
Do I look like I want a bag?,1.762936221419976,0.02783251124614145,831,389,250,192
No bag—my cubs still think I catch my own salmon.,1.7625145518044238,0.014700909047327192,2577,1096,997,484
Obviously you haven’t stood for hours in a freezing river trying to catch one with your mouth!,1.7591822591822592,0.014321088489603968,2886,1285,1011,590
"That didn’t come from a river where peanuts are processed, did it?",1.7581213307240704,0.01571978200720763,2555,1190,793,572
Can I get a discount? This fish is dead.,1.7570128885519334,0.01527564691374511,2638,1210,859,569
Don't bother with the bag -- I'll eat it in the car.,1.7533482142857142,0.01454245940712944,2688,1177,997,514
Some blonde ate all my porridge.,1.7508361204013378,0.02362564295589462,1196,585,324,287
You're sure it's wild caught?  My in-laws can tell.,1.7478260869565216,0.020751571846829603,1265,544,496,225
I was in the mood for fast food tonight,1.7473382473382473,0.015232503263047583,2442,1078,903,461
"I was assigned omnivore at birth, but I  identify as pescatarian.",1.7376970855231724,0.01715774780506898,2093,991,660,442
"I used to catch them myself. But by the time I fly up to Alaska and take a taxi out to the river, the carbon footprint is the same.",1.7228628230616303,0.01531938147117917,2515,1187,838,490
Tough year….overhybernated and missed the salmon run,1.7206030150753768,0.024596017854634236,995,477,319,199
I’d appreciate the ‘Endangered Species’ discount,1.717754651529486,0.013735235922420715,3171,1522,1022,627
The airline said I could check one emotional support animal.,1.7166970802919708,0.016957671073711288,2192,1089,635,468
"If my wife asks, you never saw me.",1.7164616285881664,0.018332997540907028,1707,800,591,316
When I said Holy Mackerel...I meant the price,1.714503816793893,0.015070507666049709,2620,1260,848,512
I find my odds are much better at catching them here.,1.7137274059599414,0.01636936981504223,2047,938,757,352
"... it's the standing in the river getting my feet wet I can't stand, you know?""",1.713186813186813,0.02463828824115717,910,419,333,158
This is the only place I can get wild-caught anymore.,1.711318795430945,0.014059489377393668,2889,1362,999,528
"I know, but the water is soooo cold.",1.708398539384455,0.017305593733747987,1917,911,654,352
There were a dozen but I got hungry in line.,1.7053669222343921,0.01432646943871462,2739,1292,962,485
I'd like to return it for something in salmon.,1.7008099094807052,0.016466942009059075,2099,1005,717,377
I miss the chase.,1.6997590361445782,0.016146310563126706,2075,966,766,343
"Actually,would you mind stepping back a bit and throwing it at me?",1.698051948051948,0.0303012390679849,616,295,212,109
"Actually, you can skip the bag--I'll just take it in my mouth so my wife thinks I caught it in the river.",1.695906432748538,0.01860911874172922,1539,715,577,247
"If it comes up, you never saw me. I told my family I was going to the river",1.695328031809145,0.016309241022168117,2012,938,749,325
"Believe me, I can tell fresh from frozen!",1.6915142991092358,0.01588165609602003,2133,1004,783,346
"I used to look for fish in rivers, but then I found this place.",1.690792487402657,0.015926870112173804,2183,1046,766,371
"Sure, it's fresh.  I know the guy who caught it.",1.6902212705210564,0.015661645436890963,2802,1531,608,663
"What, precisely, does ""wild caught"" mean to you?",1.6855036855036856,0.01829933971461009,1628,780,580,268
"This is wild caught, right?",1.6841025641025642,0.017100679743345327,1950,961,644,345
You can just put it in my mouth.,1.6835774058577406,0.017141141864390478,1912,935,647,330
"Oh, yes, it’s so nice having folks over for dinner again. It seems like we’ve been in hibernation forever!",1.6827380952380953,0.01799986335944605,1680,808,597,275
I know 'wild caught' and this is definitely farm raised.,1.6812297734627832,0.01710036897774704,1854,892,661,301
You never saw me.,1.6811827956989247,0.017458706528221946,1860,918,617,325
"Don't bother bagging it, I'll eat it on the way home.",1.6800232288037167,0.017625861958355672,1722,824,625,273
I had to stop catching them myself.  Bad arthritis.,1.6782490974729243,0.017790849663310286,2216,1248,433,535
I used to have to go upstream for these.,1.6775738228252195,0.020319948348580454,1253,591,475,187
Can you suggest a wine pairing?,1.6756410256410257,0.02681596747943351,780,386,261,133
It's tough in a bear market.,1.6645702306079664,0.02465524659915913,954,490,294,170
You didn't see me here.  My wife thinks I catch these.,1.6609745939192004,0.015675992078873945,2401,1253,709,439
Speaking of common misconceptions - do you have a restroom?,1.6596009975062345,0.02053402897675708,1604,908,334,362
"They said this one is farm-raised and home-schooled.
But aren't they all home-schooled, technically?",1.6595905989385897,0.020211420242105517,1319,656,456,207
No.  No bag.  I couldn't bear the humiliation.,1.6555469356089991,0.02060769996281534,1289,651,431,207
"I thought you should know, someone left a big mess in the honey aisle.",1.652244456462953,0.018719702912922458,1849,1032,428,389
"I used to catch them myself, but working remotely now.",1.6488311688311688,0.018109251582549123,1925,1064,473,388
I’ve had fresher.,1.6481632653061224,0.021065368375508594,1225,624,408,193
"I’ve had salmon 3,255 nights in a row.",1.6459627329192548,0.023820039029931243,966,496,316,154
Do you have anything with a little more fight in it?,1.645077720207254,0.021461807472569178,1158,587,395,176
And a Jar of honey.,1.6418439716312057,0.02171237993083773,1128,574,384,170
"I’d catch one myself, but I just had my nails done.",1.6367069486404835,0.020833202036923446,1324,708,389,227
I've never understood the appeal of standing in a freezing river for hours on end.,1.6362275449101797,0.021088675007339828,1336,728,366,242
Would you mind tossing it up in the air so I feel wild?,1.6327433628318584,0.021369519619349988,1130,575,395,160
"Is it antibiotic-free, growth hormone-free, non-gmo, free-range, certified-organic, low-mercury/dioxin/PCB, and line-caught?",1.6325678496868476,0.02437393033762715,958,513,284,161
No bag please. It spoils the illusion.,1.6289592760180995,0.022248833161770894,1105,583,349,173
I thought prices were lower in a bear market.,1.6261925411968776,0.023887016220640826,1153,675,234,244
Could you throw it in the air so I can catch it in my mouth?  It tastes better that way.,1.6209503239740821,0.02435205668954238,926,496,285,145
No bag. Just toss it in the air.,1.6206896551724137,0.021333240073471284,1276,704,352,220
I wasn’t in the mood to get my hair wet.,1.615546218487395,0.023717767415859424,952,508,302,142
"I'm avoiding red meat, which I suppose is good news for you",1.6144101346001583,0.021506341346718392,1263,706,338,219
Have you got any bigger fish to fry?,1.6130136986301369,0.02512361204860301,876,477,261,138
I don’t judge you when you eat fast food!,1.6120481927710844,0.025604142902160443,830,449,254,127
"A friend gave me a nice white,and I need something to go with it",1.6116642958748222,0.026819976106492328,703,367,242,94
I’ll take it without the bag; my wife thinks I’ve been fishing.,1.6066606660666067,0.022187860600141086,1111,608,332,171
Just confirming that the fish is definitely wild caught.,1.6063432835820894,0.03201613490931392,536,294,159,83
Some days I just like to pamper myself.,1.6062992125984252,0.024817168184026923,889,487,265,137
I've just had my claws done.,1.603680981595092,0.025899036635844187,815,448,242,125
Sometimes I like fish other times I love a Klondike. My boyfriend says I’m a bipolar bear.,1.6035578144853875,0.02667968232163896,787,438,223,126
It’s a special anniversary gift for my husband. Year five is Tuna.,1.6033755274261603,0.03505011972390144,474,269,124,81
"I tried Amazon, but they sent Piranha",1.6032689450222883,0.02910371937205,673,378,184,111
"Oh, and can I get half a pound of the baby seal with that?",1.6025824964131994,0.027725802298591756,697,380,214,103
There's a farm?,1.6006787330316743,0.026156536926488262,884,514,209,161
My friends call me crazy but I just prefer the taste of store-bought.,1.5982042648709316,0.024401100820706897,891,487,275,129
"I'm sorry sir, we don't accept returns on fresh fish. Or anything with bitemarks",1.595600676818951,0.030592932273948235,591,331,168,92
It's not for eating.  It's a support animal.,1.5938628158844765,0.03199512618531463,554,315,149,90
"Paper please, I get enough plastic in the fish.",1.5938242280285035,0.026654337120604447,842,492,200,150
"Yes, I *could* spend the afternoon swatting Sockeye from an ice-cold raging waterfall. Or, you could finish bagging that bad boy and everybody goes home happy.",1.5936435868331442,0.02610978119273199,881,516,207,158
"By the way, you need to restock your garbage bin.",1.5935198821796759,0.02887415280278564,679,386,183,110
How about a solemn promise not to maul you to death in lieu of cash?,1.592193808882907,0.027318327780673436,743,419,208,116
Sometimes it's just easier to order takeout.,1.5882978723404255,0.02440396540552926,940,536,255,149
And the best part about shopping here is I don’t even have to dry off afterwards.,1.585820895522388,0.028569136495019156,536,274,210,52
You wouldn’t believe the lineup at the river these days.,1.5845272206303724,0.02586663874508579,698,368,252,78
"I hate to be that bear, but where was this fish caught?",1.5823293172690762,0.027180267622316984,747,427,205,115
And then out of the blue my daughter decides she’s a pescatarian.,1.5805946791862284,0.028861750768601206,639,360,187,92
"If I cared whether it was wild caught,would I be here?",1.5804988662131518,0.025738931741998497,882,520,212,150
Forget the bag.  Just toss it up in the air.,1.5803108808290156,0.026564370029036086,772,440,216,116
At that price I might as well catch and kill it myself.”,1.580281690140845,0.028709918295496465,710,419,170,121
"When you add up travel expenses,it's just cheaper to buy it here.",1.5798898071625345,0.026758168907391168,726,405,221,100
I know barter’s not your business model but all I want is a half hour in your trash.,1.5746924428822495,0.031223175133895623,569,330,151,88
Todd in isle 5 was very helpful and delicious.,1.5698924731182795,0.029632827014940057,651,386,159,106
"Look, you're not the only species with supply chain issues.",1.5683229813664596,0.029729556973116324,644,382,158,104
Don't forget my endangered species discount.,1.5679012345679013,0.029425310503653636,648,382,164,102
Can you mark it 'Wild Caught' for me...,1.567651632970451,0.029849501703721113,643,383,155,105
"Cash--when I charge, people scream.",1.5675675675675675,0.04667373729998218,259,153,65,41
Really?  You think she'd like flowers better?,1.5666666666666667,0.02949341380879386,630,368,167,95
I found that I already had one just like it at home.,1.5664488017429194,0.03341481262018949,459,260,138,61
It looked a lot bigger online,1.5647058823529412,0.02835222258417033,680,398,180,102
My supply chain was a river. What do you guys use?,1.5637065637065637,0.031002175150055596,518,291,162,65
Can you make it look like it fought for its life?,1.5626168224299066,0.03150980119444829,535,310,149,76
"Yeah, and then the ice cap melted and so that's how I ended up Los Angeles.",1.5614973262032086,0.03162118325545208,561,334,139,88
I'll give you ten bucks to keep this between us.,1.5604575163398693,0.029288414742476586,612,354,173,85
Reason for return? It tastes like chicken.,1.5594294770206023,0.03048841447386362,631,385,139,107
I told her I was going fishing.,1.5585585585585586,0.03148759419687862,555,329,142,84
We moved to the suburbs for the garbage but the wife still likes the occasional fish.,1.555350553505535,0.031222151973452655,542,317,149,76
"Because at the stream you can't get bagels, schmear, capers, and chopped onions.",1.5550161812297734,0.030324061975801442,618,374,145,99
I caught it with my bear hands.,1.5545171339563864,0.030570570112103488,642,399,130,113
"Remember, I caught this the old-fashioned way; I was never here.",1.5496323529411764,0.03211502776526531,544,330,129,85
Can you just toss it into the air so I can say I caught it?,1.5492730210016155,0.029426358937161456,619,368,162,89
Could you just toss that in the air for me?,1.547970479704797,0.031135373152995603,542,320,147,75
We're actually lousy at catching them.,1.5468451242829828,0.03356670326650946,523,326,108,89
Forget the bag - just throw it in the air.,1.5454545454545454,0.03182423242409645,517,306,140,71
Could you put bite marks on it so it looks like I caught it.,1.5449330783938815,0.03143037805430391,523,308,145,70
"Don't bother, we both know he's not making it to the parking lot.",1.5442176870748299,0.03585022865433833,441,271,100,70
Just to make sure--is this salmon wild or GMO?,1.5439814814814814,0.03351686005752266,432,248,133,51
"I couldn't find a bar code, either.",1.5435203094777563,0.0321808391648838,517,310,133,74
Paper please. There’s usually a plastic bag inside.,1.5434173669467788,0.03851991229795253,357,213,94,50
"Whew! If you didn't carry salmon, I'd be up the creek!",1.5416666666666667,0.03539405469874185,432,261,108,63
"Yes, I am new in the neighborhood; climate change, you know.",1.5414364640883977,0.030999430780222204,543,323,146,74
"Instead of a bag, could you just throw it into a trash can for me?",1.541304347826087,0.03316347867823285,460,270,131,59
Throw it to me so I can tell my wife I caught it.,1.5411522633744856,0.03401223833303522,486,299,111,76
Throw it to me so I can say I caught it.,1.5401069518716577,0.03137963783143309,561,343,133,85
Just this one. I'm trying to go full vegan.,1.5396825396825398,0.033174913867238885,441,255,134,52
I don't want to be taught to fish. I just want the fish!,1.5395256916996047,0.032608547415669493,506,306,127,73
"No, I don't care what type of bag. Can you just throw it up in the air for me?",1.5386138613861386,0.03337438712467315,505,312,114,79
I started calling it lox when we were relocated to the Bronx Zoo.,1.5382978723404255,0.03439753337271556,470,289,109,72
My husband’s still in that stupid stream.,1.5369458128078817,0.03598686577557622,406,244,106,56
No bag... she'll know I wasn't fishing with the guys last night.,1.5340206185567011,0.033579491663019975,485,298,115,72
I couldn't find the lemon and dill.,1.5325581395348837,0.03350183890457563,430,251,129,50
No bag! I'll eat it now.,1.5320665083135392,0.034034346456259634,421,247,124,50
"Well, I would have returned it within 30 days, but I was hibernating!",1.5310344827586206,0.03553045800529147,435,269,101,65
... and a bottle of Pinot Blanc.,1.5306603773584906,0.035623317937705797,424,260,103,61
"If anyone asks, I caught this in my mouth out of mid-air at the stream, OK?",1.530054644808743,0.03065688344914065,549,331,145,73
Please throw it to me so that I can say I caught it.,1.5299760191846523,0.03671787049827952,417,261,91,65
Supply chain issues upstream.,1.5298165137614679,0.036059489065524364,436,274,93,69
Does that look fresh to you?,1.5297029702970297,0.03293864306614667,404,228,138,38
"Not to get too personal, but I'm a bipolar bear.",1.528301886792453,0.03655485010664456,424,267,90,67
It just taste better when someone else catches it.,1.5282555282555284,0.03542993799484241,407,245,109,53
"I splash water on my face, I come through the door with this bad boy in my jaws, and I might just get lucky tonight.",1.528,0.03864514737104476,375,235,82,58
"So I was like, ""You guys put in that dam, and I'll have to shop in town!"" And now they're acting all ""Oh, we didn't know."" Can you believe people?",1.523041474654378,0.035756959815547364,434,273,95,66
Just toss it to me so at least I can claim I caught it.,1.5227765726681128,0.03329005973106651,461,280,121,60
I prefer wild Alaskan but Atlantic will do in a pinch.,1.5223880597014925,0.03557201951363567,335,189,117,29
"Would you mind labeling it ""wild caught""",1.5212264150943395,0.034848553894057346,424,259,109,56
"Yes, I'll be paying with credit carp.",1.5204359673024523,0.036970804097320425,367,222,99,46
That one just leapt out at me.,1.5199115044247788,0.034370789327260884,452,281,107,64
I'm working from home.  The only streaming I'm doing is on my computer.,1.5189309576837418,0.03382095236714781,449,275,115,59
Could you fillet it? I’ve just had my claws done.,1.5180722891566265,0.03607660993929097,415,260,95,60
"I prefer wild-caught, but to be honest, I can’t really tell much difference.",1.5179487179487179,0.03514373988630065,390,233,112,45
"Let's just keep this a secret, ok?",1.5175,0.0348535694478793,400,240,113,47
"With everything that’s going on in the world, I just want to watch TV and eat comfort foods",1.5167597765363128,0.0357560604059821,358,210,111,37
Just need it for a picture. I want women on mating apps to know I can provide for them.,1.5160427807486632,0.03742624209859058,374,232,91,51
"If my family asks, you saw me down by the rapids.",1.5145413870246085,0.03334402680956317,447,272,120,55
This would be a lot easier for me if you would just leave them in the river.,1.5142857142857142,0.03734377890799553,385,242,88,55
Do you have a woods I can use?,1.5141388174807198,0.03722728435000198,389,245,88,56
I can't pay. My assets are frozen.,1.5115681233933163,0.037583813301999065,389,248,83,58
"This is our little secret, right?",1.510392609699769,0.03399736599471938,433,266,113,54
"""Could you cut the head off? The eyes creep me out.""",1.5098039215686274,0.040152739060208886,306,187,82,37
I can only afford the bear necessities,1.509433962264151,0.036283708124760894,371,226,101,44
"I’ll take the fish to go. You, I will eat here.",1.508650519031142,0.04104618359947454,289,176,79,34
This is much easier than working the waterfall.,1.5085995085995085,0.03423945936454801,407,246,115,46
Or you could teach me to fish and feed me for a lifetime.,1.508433734939759,0.03608516157034561,415,264,91,60
Don't wrap it! I must show up with it in my mouth.,1.5065616797900263,0.03498796941623739,381,229,111,41
Could you filet it? I just had my nails done,1.5061728395061729,0.03558876404878647,405,253,99,53
Do you deliver downstream?,1.5058479532163742,0.03766980830540336,342,209,93,40
Sometimes store-bought just tastes better.,1.5055248618784531,0.03674945254363389,362,222,97,43
My wife thinks I’m at the river.,1.5049261083743843,0.03569367567431645,406,255,97,54
I used to catch them myself.,1.504225352112676,0.03813338464969373,355,223,85,47
"And one day, I said, ""There's gotta be a better way to get lunch than wading into a raging river.""",1.5026041666666667,0.0361312236434613,384,239,97,48
Forget the bag just toss it in the air.,1.5013123359580052,0.03634508515645335,381,238,95,48
"Don't tell Marge I came in for this, I told her I was going to Brooks Falls to pick up supper.",1.5,0.03703340862291743,320,190,100,30
It will taste better if I fight you for it.,1.5,0.04123650915180464,298,187,73,38
"No, I do not want to donate a dollar to the Wildlife Fund.",1.4976744186046511,0.0349629572981999,430,275,96,59
No bag please. I’ll eat it on the way home.,1.497560975609756,0.03334901383206006,410,248,120,42
"Teach a bear to fish, he's full for the day. Teach a bear to shop, and he never has to go into that cold water again.",1.4969512195121952,0.0400451178590154,328,210,73,45
Pay for a bag? I'll eat it here.,1.4960422163588392,0.034522902467772114,379,229,112,38
This is so much easier than standing in a freezing river.,1.496,0.03499365870743756,375,228,108,39
"If you could just place yourself in the bag too,that'd be great.",1.4957264957264957,0.03782266848157426,351,221,86,44
You're sure it's wild caught?,1.4953271028037383,0.03798915018883364,321,196,91,34
And a pack of Marlboros.,1.4938271604938271,0.04227004406212768,324,217,54,53
Was this wild or farm raised?,1.4937106918238994,0.03799002087191501,318,194,91,33
No bag please. Just throw it into the air.,1.4926686217008798,0.0388767233270593,341,218,78,45
There's no shame in catching a good sale.,1.4916666666666667,0.044577540715204485,240,149,64,27
"No bag, please. Just toss it at me.",1.4911764705882353,0.037832742564583514,340,213,87,40
Do you take MasterCod?,1.4904632152588555,0.037383313217613616,367,235,84,48
Don't bother with the bag. Just toss it in the air,1.4898477157360406,0.03615967986313621,394,253,89,52
You try jumping into ice cold water to catch one of these things.  See how you like it.,1.489614243323442,0.03831322887113544,337,213,83,41
Don’t judge.,1.4895833333333333,0.039957504708623665,288,177,81,30
It's dead.,1.4893617021276595,0.046072005018189276,235,149,57,29
It’s my support animal,1.4893617021276595,0.045275701519950466,235,147,61,27
It's easier than standing in that damn waterfall.,1.489247311827957,0.0356046912027627,372,231,100,41
"Sure, for you it's a hobby..",1.488888888888889,0.03987220855212305,270,162,84,24
I'm just not ready to eat out yet.,1.4879518072289157,0.03827056641911069,332,209,84,39
I just moved to Oregon and I can't get a license for another six months.,1.4878048780487805,0.040660963680325124,287,179,76,32
This embarrassing. Thank you for the plain brown bag.,1.4864864864864864,0.038654463698927534,333,212,80,41
"Skip the bag, just toss it up in the air.",1.486322188449848,0.039006450336331405,329,210,78,41
I'm just passing through on my way to antarctica. I'm bipolar.,1.4861878453038675,0.038373336634933586,362,237,74,51
I couldn’t find the Grey Poupon.,1.4849624060150375,0.04133532408513517,266,164,75,27
