rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,'Bad news. They found the proof in the pudding.',1.979210415791684,0.011904403673153,4762,1657,1547,1558
1,"You can keep calling it ""flambé,"" but out here it's felony arson.",1.9462329903750413,0.0103277824502499,6026,2107,2136,1783
2,They're asking if you prefer gas or electric...,1.9325062034739453,0.0106351613180506,6045,2284,1885,1876
3,Beat until stiff meant the eggs.,1.9290455120101135,0.010118457203646,6328,2290,2197,1841
4,The good news is they're letting you prepare your last meal.,1.9009155645981688,0.0113379279433435,4915,1820,1762,1333
5,"Cooking meth doesn't make you a chef, Steve.",1.8946904215911096,0.010832034236148,5669,2215,1836,1618
6,For heaven's sake give them the recipe!,1.8828064764841943,0.0111253241058428,5188,2005,1786,1397
7,"On the bright side, he'll never give you a bad review again.",1.880875202593193,0.0101138604885262,6170,2358,2189,1623
8,Prepare to serve ten to twenty.,1.878286753762196,0.0101255824066321,6047,2287,2209,1551
9,"On the bright side, your ""Death by Chocolate"" exceeded expectations.",1.872441520467836,0.0108510297056271,5472,2156,1858,1458
10,When you said you were going to grill the witness I had no idea.,1.8714094856379424,0.010401920787043,5988,2374,2010,1604
11,"As White House chef, you must have been expecting this.",1.8674365647365,0.010503048472938,6148,2546,1871,1731
12,Good news. I found an attorney specializing in torte law.,1.851106639839034,0.0101858944807538,5964,2355,2142,1467
13,"As the White House Chef, half the world is hailing you as a hero for at least attempting it.",1.849056603773585,0.0107453356827718,6042,2632,1690,1720
14,No. I told you “poisson.”,1.8483123220821471,0.0113202307567655,4918,1979,1706,1233
15,"Evidently, the jury found it hard to swallow, too.",1.8469237079573424,0.0097765830884244,6095,2313,2402,1380
16,No one cares that the knife came out clean.,1.8411246612466128,0.010355010086931,5904,2412,2018,1474
17,It doesn't look good. The butcher and the candlestick maker both took a plea.,1.8314447592067988,0.0105226601626615,5648,2322,1956,1370
18,You didn’t find it suspicious that they were selling oregano by the ounce?,1.8250326431635888,0.0105625401931751,5361,2154,1991,1216
19,They're making you out to be some kind of a butcher.,1.8245765641202905,0.0101184195809967,5786,2310,2181,1295
20,I guess the Times' restaurant critic has more clout than we realized.,1.8182660244535012,0.0106827932061174,5398,2242,1895,1261
21,"We're rebranding. ""Killer Chef"" is out. ""Serving Thyme"" is in.",1.817902183943402,0.0135230813101527,3251,1316,1211,724
22,You wouldn't be here if it wasn't for that little tart!,1.8178270692133909,0.0112604793920109,4869,2027,1702,1140
23,So who's the chef at Mar-a-lago now?,1.8110826627651797,0.0110345050397474,5468,2434,1633,1401
24,"On the positive side, you're the reason the prison cafeteria now has a Michelin rating.",1.8067043177263615,0.010245220519291,5489,2214,2122,1153
25,For 30 years at home you never cooked. After two weeks in prison you're the chef?,1.8064971751412429,0.0112670684315817,4956,2131,1653,1172
26,"Everyone else got 12 years, for some reason you got 13.",1.796506047225955,0.0112251510295255,5209,2347,1575,1287
27,You and I both know salt is the real killer.,1.7960134128166916,0.0107213422573113,5368,2315,1833,1220
28,"Honey, just tell them where you stashed the dough.",1.7821681864235055,0.0138880839522256,2961,1238,1130,593
29,"When someone orders their steak well done, you have to learn to just let it go.",1.7772652388797363,0.0138542855668371,3035,1297,1117,621
30,"Oh honey, 'shank' means something very different on the inside.",1.7719019518837948,0.0115022323276544,4406,1901,1609,896
31,See if you can join the gang Martha Stewart was in,1.7714681440443214,0.0116941630809551,4332,1891,1540,901
32,Have you decided...gas or electric?,1.7693313003702895,0.0117042201048679,4591,2095,1460,1036
33,Next time - just bake the gay wedding cake.,1.7686695278969955,0.0117913986564855,4660,2173,1392,1095
34,I distinctly said poisson!,1.761217587373168,0.0117395205205484,4435,2011,1472,952
35,The good news is you get to prepare your last meal.,1.7586371217536336,0.0120202625126394,4197,1901,1408,888
36,"You're looking at 20 years, 15 if you use convection.",1.7572298325722984,0.0124413102540083,3942,1797,1305,840
37,I couldn’t raise the dough.,1.7551637279596977,0.0123313134995192,3970,1803,1336,831
38,"He said to tell you not to worry. Not only will you be pardoned, but you're going to be the new head of the FDA.",1.7482802547770702,0.0129057968964789,3925,1901,1111,913
39,"Let me make this simple, Simon. I've met a pie man.",1.7323335027961362,0.012488571201008,3934,1874,1239,821
40,How much thyme?,1.729139589290356,0.0122816961155464,3847,1778,1333,736
41,I've found a good torte lawyer.,1.7253852739726028,0.0111038557594224,4672,2163,1629,880
42,"They wanted to give you the electric chair, but I told them you'd prefer gas.",1.7248552434055329,0.0112840073244419,4663,2202,1542,919
43,Don't lecture me about using a cake mix. Do you want the damn file or not?,1.722604704532415,0.0132621111327269,3486,1686,1081,719
44,So how's the food?,1.7180081065431383,0.0132039322531635,3454,1664,1100,690
45,The good news is they've reduced your sentence to 45 minutes; the bad news is it's at 325 degrees,1.7114827918945,0.0141261944601171,3109,1542,922,645
46,Death by Chocolate was clearly stated on the menu. The judge is going to dismiss the charges.,1.7097405775819872,0.0165804460899018,2043,956,724,363
47,"It's show about you and they're calling it ""Baking Bad"".",1.7092722571111931,0.0146222837337959,2707,1291,912,504
48,Seriously....you cooked the books?,1.69279176201373,0.0183121357280573,1748,863,559,326
49,Remember when i said I’d kill for 3 Michelin stars?,1.6896024464831805,0.0169390840313703,1962,951,669,342
50,You should have let him put ketchup on his steak.,1.687168279737746,0.013359825600392,3203,1573,1059,571
51,eHarmony said that you were a responsible professional in a secure environment.,1.686838124054463,0.0151063818364875,2644,1341,790,513
52,"What do you want me to do with the ah, meat in the garage freezer?",1.6851139390352174,0.013160583890033,3379,1688,1067,624
53,"Organic, locally-sourced cocaine is still cocaine, dear.",1.6847161572052405,0.0131170478993076,3435,1727,1064,644
54,I hope that tart was worth it.,1.6759002770083102,0.013508715080271,3249,1660,982,607
55,"They say you'll be out in 20, but will have to cool for another 10.",1.6668063704945515,0.0150685169636277,2386,1176,829,381
56,The butcher and the candlestick maker? They both have alibis.,1.666376306620209,0.0153430372173484,2296,1131,800,365
57,I told you it was a recipe for disaster.,1.6660947151681538,0.0138322466758813,2914,1461,965,488
58,l told you not to take the White House chef job.,1.6628498727735368,0.0161464611947183,2358,1256,641,461
59,It's about your goose. It's cooked.,1.657346212506355,0.0170262425439996,1967,1013,615,339
60,I warned you not to cook the books.,1.6545517480096918,0.0137578973895292,2889,1461,965,463
61,Well you are in Cook County Jail.,1.6542575952075311,0.0156122153864055,2337,1209,727,401
62,The good news is I've lost twenty pounds,1.6525080906148868,0.01466967270456,2472,1236,859,377
63,No Maurice. What you did to that soufflé was criminal.,1.6429418742586002,0.0181421566964565,1686,876,536,274
64,"I want to believe you, dear, but the victim was battered.",1.6388489208633092,0.0160050148566492,2085,1069,700,316
65,"No, I’m not your attorney. I’m Edith Mandlebaum and I’m here about my grandson’s bar mitzvah.",1.6338652482269505,0.022677825846082,1128,609,323,196
66,"When the judge said you had to serve 8 to 10, he meant years not guests.",1.6338394793926247,0.0154334060826743,2305,1209,731,365
67,"I know I said I'd wait for you, but I got really hungry.",1.6323024054982818,0.0151978626300272,2328,1211,762,355
68,"We've renamed it ""Four Guys"".",1.6289095519864751,0.0216611259029026,1183,629,364,190
69,How’s the food?,1.625,0.0151762124896952,2488,1354,713,421
70,Bad news. Forensics found traces of gluten.,1.6245189664650908,0.0173420026273832,1819,967,568,284
71,I miss your buns.,1.622673434856176,0.0177205583582621,1773,954,534,285
72,I told you not to accept the White House Chef Position.,1.6225083056478404,0.0158813205777005,2408,1357,603,448
73,"Well, at least now you know the difference between price fixing and prix fixe.",1.6221009549795362,0.0192111459464221,1466,778,464,224
74,"LIMERICK: There once was a chef named Al Dente...Who had trouble paying the rente...So with each order to go, he started skimming some dough...And for embezzlement, to the prison he was sente.",1.6216968011126565,0.0196292675260782,1438,773,436,229
75,So you’re saying the proof is in the pudding?,1.6187144731088765,0.0155090817790038,2287,1231,697,359
76,"Remember, the first thing you need to do is find the biggest guy in the place, and make him lasagna",1.6161048689138575,0.0230338912192624,1068,586,306,176
77,"I agree Jules, gluten should not be a crime, but here we are.",1.615983026874116,0.018963180915839,1414,735,487,192
78,"So let me get this straight, they're making you cook your own last meal?",1.6147503435639028,0.0161670698093548,2183,1205,614,364
79,I knew that tart would get you in trouble.,1.6131941148552444,0.0160407499238201,2107,1136,650,321
80,"Nevertheless, the murder-mystery dinner was complete hit.",1.611490329920364,0.0177361413399873,1758,960,521,277
81,"The judge ruled the evidence inadmissible, but delicious.",1.6089211618257262,0.0165460039849187,1928,1033,616,279
82,You promised to stop poaching.,1.6078212290502794,0.017211970406213,1790,963,566,261
83,Just give me the recipe and I’ll drop the charges.,1.6075612353567623,0.0171747039834107,1878,1033,549,296
84,They've got you on prix fixing.,1.6051619989017023,0.0174838853836828,1821,1008,524,289
85,I...I have a microwave now.,1.6034793041391722,0.0181700300391408,1667,920,488,259
86,I believe you when you say the butcher killed the candlestick maker. What I don’t understand is why you three were in the tub together in the first place.,1.6023213194868662,0.018914373656402,1637,934,420,283
87,I heard the butcher and the candlestick maker are turning state’s evidence.,1.598809523809524,0.0179771814597655,1680,928,498,254
88,....and where did you stash the dough?,1.5976941747572817,0.0183130215698448,1648,920,471,257
89,They’ll knock off six months if you tell them where you hid the dough.,1.595903165735568,0.0179954041177091,1611,877,508,226
90,"Maybe you should rethink that ""Death by Chocolate"" recipe.",1.5946632782719188,0.0182584638786707,1574,861,490,223
91,You and your half-baked schemes!,1.5944010416666667,0.0183083602293626,1536,833,493,210
92,I think you need to tell Mueller how you really got the chicken Kiev recipe.,1.5943025540275049,0.0238609647275156,1018,585,261,172
93,"While similar, ""poisson"" is actually the French word for fish.",1.5938303341902311,0.0186690085988939,1556,866,456,234
94,"On the plus side, THAT guy is not going to criticize your food anymore.",1.5930989583333333,0.0188828406894197,1536,860,441,235
95,"What you're calling avant-garde, they're calling cannibalism.",1.5916722632639355,0.0199489780822275,1489,869,359,261
96,"Well, look on the bright side. Maybe they'll give you a choice between gas and electric?",1.5895316804407713,0.0198883860263624,1452,837,374,241
97,"The butcher lawyered up, but I think the candlestick maker is talking.",1.5862584017923824,0.0203342601868697,1339,762,369,208
98,'Death by chocolate' is just an expression.,1.5847520355292375,0.0196753246213069,1351,750,412,189
99,How was I supposed to know the proof was in the pudding?,1.5846267553584628,0.0201478449760897,1353,769,377,207
100,How’s the food?,1.5809968847352025,0.0208852948974678,1284,741,340,203
101,Where'd you put the dough?,1.5808285946385052,0.0208100685855966,1231,694,359,178
102,Bad news...the Butcher and Candlestick Maker both turned state's evidence.,1.578606158833063,0.021462545515451,1234,720,314,200
103,Didn't I warn you it was a recipe for disaster?,1.578048780487805,0.0206082679173143,1230,690,369,171
104,"So listen. I talked to Shelly's husband who is a branding guy, and he thinks ""prison-to-table"" really has legs.",1.5778688524590163,0.0205428431456827,1220,680,375,165
105,"In Wisconsin, margarine Is a crime.",1.5774907749077491,0.0313532746886567,542,307,157,78
106,See you next week at 3:50 for 25-30 minutes.,1.5770491803278688,0.0205780805863113,1220,682,372,166
107,Your fingers were in too many pies.,1.5752961082910322,0.0207458286093912,1182,658,368,156
108,I thought you should know that you left a bun in the oven.,1.5745950554134698,0.0213853734585219,1173,670,332,171
109,"Look at the bright side, our wine collection will be peaking when you get out.",1.5740365111561867,0.0323950421796942,493,277,149,67
