rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
0,Let me guess...the Gym Reaper?,1.9225908372827805,0.0335091058839584,633,251,180,202
1,You must be kidding. I've got tickets for 'Hamilton' tonight.,1.8446153846153843,0.0316023860933672,650,269,213,168
2,We're divorced---but I'd be delighted to give you his current address.,1.8088962108731463,0.0330515309224665,607,270,183,154
3,"No, I get it. I just think it's a little insulting that he sends an intern.",1.782122905027933,0.0338348062743668,537,236,182,119
4,It's for you honey,1.7637130801687764,0.0378699707747865,474,230,126,118
5,"So this is your idea of ""dressed to kill""?",1.753303964757709,0.0367903756000891,454,209,148,97
6,"Harold, it’s for you.",1.7526427061310783,0.037386681943064,473,229,132,112
7,"We divorced 10 years ago, but I'll be happy to give you his address.",1.7522935779816513,0.0457306328494991,327,162,84,81
8,He's in the kitchen washing the toaster.,1.7478260869565216,0.0393387988076776,460,236,104,120
9,"Well, if it isn't the Gym Reaper.",1.735763097949886,0.0381156974961475,439,213,129,97
10,"Yeah well, you don't look like your Tinder profile picture, either.",1.7294117647058824,0.0437986617259324,340,169,94,77
11,Good luck getting him off the couch.,1.722488038277512,0.0381590021128218,418,201,132,85
12,When he finishes the dishes.,1.715346534653465,0.0390494043228493,404,198,123,83
13,"Honey, it's for you!",1.7139303482587065,0.041084749766517,402,210,97,95
14,The last man in my life and still a disappointment.,1.6992084432717678,0.0415820653475688,379,198,97,84
15,"I was planning to move to Canada, but this works too.",1.6925064599483204,0.0422303533515696,387,211,84,92
16,"Any wheat you need reaped, or your husband, lover, neighbors, etc?",1.691891891891892,0.0361960849256786,370,164,156,50
17,"No, I'm not ready. This is just the way I look without my makeup.",1.680672268907563,0.0435999846906604,357,196,79,82
18,You call that dressed to kill?,1.6705882352941177,0.0417708275385434,340,175,102,63
19,"He's out right now but as long as you're here could you trim the hedge?""",1.668639053254438,0.0400699498516888,338,166,118,54
20,Hold on. Let me get my husband.,1.668639053254438,0.044630531117185,338,188,74,76
21,Come back on Nov. 9th and I’ll let you know.,1.6646706586826348,0.0437044821769262,334,181,84,69
22,"He moved out, but I'll get you his new address.",1.6626506024096386,0.0431084855974038,332,177,90,65
23,Thank God you're here. One more debate and I would've done it myself.,1.653125,0.0443183388089012,320,175,81,64
24,"No, I won't ""Like, go with you and stuff.""",1.652037617554859,0.0442217428829651,319,174,82,63
25,Sure. Just let me get his Netflix password before you talk to him.,1.6518987341772151,0.0420143852389053,316,162,102,52
26,Come back on November the 9th and we'll talk.,1.6487341772151898,0.04369068281944,316,170,87,59
27,Get a life.,1.632996632996633,0.0448702430757335,297,163,80,54
28,"I see fashion's dead, too.",1.63013698630137,0.0447359351580561,292,159,82,51
29,So much for death with dignity.,1.627986348122867,0.0424883083457321,293,152,98,43
30,"Believe me, if he still lived here, I'd tell you.",1.6254295532646048,0.0464617011165788,291,166,68,57
31,Can you wait till he finishes doing the dishes?,1.625,0.0455506805508434,288,160,76,52
32,"You are persuasive, but I'm still voting for Hillary.",1.6236933797909407,0.0443376302393916,287,155,85,47
33,"I'd invite you in, but I guess I don't live here anymore.",1.6236933797909407,0.0467452495711034,287,164,67,56
34,He's on the treadmill.,1.6210526315789473,0.0462417135686475,285,161,71,53
35,"Sorry, Billy won't be harvesting any souls until he finishes his homework.",1.6094890510948905,0.0467115057191022,274,156,69,49
36,"Who are you here for? Actually, how many can you take?",1.608058608058608,0.0459907149444948,273,153,74,46
37,He's not home but you're welcome to wait.,1.6066176470588236,0.0467218294787188,272,155,69,48
38,"Good, you're here. I'll go get my husband.",1.6051660516605166,0.0465794252072745,271,154,70,47
39,"Grim, huh? I'll show you grim. He's on the couch in his underwear.",1.602996254681648,0.0486241098701132,267,158,57,52
40,I'm just glad to see a millennial with a job.,1.6022304832713754,0.0444498608013245,269,146,84,39
41,"Thank God, I thought it was another Jehovah's Witness.",1.6015037593984962,0.046399579312388,266,150,72,44
42,You're too late. I'm already in hell.,1.5984251968503935,0.0488005218106298,254,148,60,46
43,"Well, I'll be damned.",1.5954198473282444,0.0454270910276415,262,145,78,39
44,"Just my luck, I get the intern.",1.5945945945945943,0.0451854983077196,259,142,80,37
45,Thank goodness. I was afraid you were a clown.,1.5938697318007662,0.0468504326045401,261,149,69,43
