caption,mean,precision,votes,not_funny,somewhat_funny,funny
You might want to try the stairs. This one only goes down and takes an eternity.,2.238284352660842,0.006410919057177651,12590,2144,5323,5119
I just pressed 2020,2.078147226173542,0.007532251423290223,11248,3232,3940,4075
Kellyanne! We’ve been waiting for you.,2.049980864906238,0.007312735352101139,13065,4297,3842,4923
This is Hell.  For High Water take the elevator to the right.,2.040708211348111,0.006315133232972971,14346,3878,6036,4425
"No, the worst part is still the music.",2.0285336488273367,0.006685377211405379,14369,4428,5102,4828
Seriously?! You're asking whether we're going up or down?,2.0176710844377763,0.007132927815055113,11997,3599,4608,3784
First trip on a White House elevator?,2.0169737291026952,0.007440390395431864,11724,3744,4057,3920
We’re going down in flames. Going up in smoke is the next car over.,1.999520120655378,0.006431903251600039,14587,4451,5715,4406
So now we know what the 'FIRE' button does.,1.9740023303233323,0.006787500918849965,13732,4538,5007,4172
Sorry—the Stairway to Heaven is down the hall.,1.9738501483679525,0.0073906512261271195,10784,3368,4355,3058
"Apparently, there IS a special place in hell for those of us at Fox News!",1.9523278505715083,0.01373002837619873,3587,1302,1154,1131
We're from infernal affairs,1.9510269979370347,0.007386501391118359,11149,3710,4286,3146
It was this or ride the elevator alone with Trump,1.9461446558220752,0.007898404235220209,10881,4026,3430,3421
"Observing no one is wearing a mask, Eunice hesitates to enter.",1.9454122030740568,0.007814144752584636,10735,3836,3652,3241
Look everyone. The Devil does wear Prada.,1.9441467090939542,0.0073290603451011,11942,4189,4230,3517
I’ve been told we have the best elevators . Nobody does elevators better than us. They’re fantastic elevators. Probably the greatest elevators in history .,1.9178931061192874,0.008189553854627999,10328,4053,3070,3197
"Never push 6, 3 times. Never.",1.907897354286851,0.007912986362326527,10054,3685,3612,2746
You might want to take the stairs. The firefighters are working from home.,1.9060546692788507,0.007739908919998908,10719,4009,3710,2992
"Why yes, this is the Republican-only elevator.  How can you tell?”",1.9059178879069247,0.008665757421989407,8939,3482,2827,2627
